Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,96.88133,[ 4 48] ; [231  68],[34.81481481 17.18518519] ; [200.18518519  98.81481481],1
d3,1,0.0,61.043478,[12 40] ; [231  68],[36. 16.] ; [207.  92.],1
d5,1,0.0,45.919815,[28 24] ; [270  29],[44.14814815  7.85185185] ; [253.85185185  45.14814815],1
a3,1,1e-06,23.192745,[29 23] ; [252  46],[41.74857143 10.25142857] ; [239.25142857  58.74857143],1
a5,1,0.000905,11.013308,[33 19] ; [249  50],[41.77777778 10.22222222] ; [240.22222222  58.77777778],1
d2,1,0.001742,9.803272,[19 33] ; [179 120],[29.33333333 22.66666667] ; [168.66666667 130.33333333],0
v3,1,0.004375,8.121367,[15 36] ; [146 140],[24.36498516 26.63501484] ; [136.63501484 149.36498516],0
u1,1,0.004918,7.909185,[ 4 48] ; [ 76 223],[11.85185185 40.14814815] ; [ 68.14814815 230.85185185],0
a2,1,0.013274,6.132252,[ 7 45] ; [ 90 209],[14.37037037 37.62962963] ; [ 82.62962963 216.37037037],0
a4,1,0.030756,4.666543,[18 34] ; [152 147],[25.18518519 26.81481481] ; [144.81481481 154.18518519],0
r1,1,0.032295,4.582747,[38 13] ; [257  41],[43.10888252  7.89111748] ; [251.89111748  46.10888252],0
v4,1,0.037972,4.306283,[47  4] ; [291   7],[49.39255014  1.60744986] ; [288.60744986   9.39255014],0
n4,1,0.041357,4.16134,[38 14] ; [253  46],[43.11111111  8.88888889] ; [247.88888889  51.11111111],0
p3,1,0.041709,4.146975,[24 28] ; [183 116],[30.66666667 21.33333333] ; [176.33333333 122.66666667],0
s5,1,0.041746,4.145461,[17 34] ; [139 146],[23.67857143 27.32142857] ; [132.32142857 152.67857143],0
p6,1,0.050032,3.84039,[18 34] ; [146 150],[24.50574713 27.49425287] ; [139.49425287 156.50574713],0
s2,1,0.06268,3.465007,[32 20] ; [220  77],[37.54727794 14.45272206] ; [214.45272206  82.54727794],0
v1,1,0.071746,3.242619,[25 24] ; [187 103],[30.64306785 18.35693215] ; [181.35693215 108.64306785],0
p4,1,0.075243,3.164766,[30 22] ; [209  89],[35.50857143 16.49142857] ; [203.49142857  94.50857143],0
b4,1,0.087555,2.918768,[24 28] ; [176 123],[29.62962963 22.37037037] ; [170.37037037 128.62962963],0
r2,1,0.107482,2.590856,[46  5] ; [283  13],[48.35446686  2.64553314] ; [280.64553314  15.35446686],0
v2,1,0.109583,2.560221,[25 24] ; [181 106],[30.04166667 18.95833333] ; [175.95833333 111.04166667],0
r4,1,0.115444,2.478071,[46  6] ; [282  17],[48.59259259  3.40740741] ; [279.40740741  19.59259259],0
a7,1,0.134697,2.237516,[32 20] ; [214  84],[36.54857143 15.45142857] ; [209.45142857  88.54857143],0
u2,1,0.139025,2.188714,[12 11] ; [33 14],[14.78571429  8.21428571] ; [30.21428571 16.78571429],0
b3,1,0.155682,2.015671,[12 24] ; [ 94 110],[15.9 20.1] ; [ 90.1 113.9],0
b2,1,0.155682,2.015671,[12 24] ; [ 94 110],[15.9 20.1] ; [ 90.1 113.9],0
p5,1,0.162906,1.947038,[ 5 47] ; [ 51 243],[ 8.41618497 43.58381503] ; [ 47.58381503 246.41618497],0
p1,1,0.192623,1.69744,[ 8 44] ; [ 28 269],[ 5.36389685 46.63610315] ; [ 30.63610315 266.36389685],0
s3,1,0.207123,1.591423,[35 17] ; [223  72],[38.66282421 13.33717579] ; [219.33717579  75.66282421],0
p8,1,0.207252,1.590521,[27 25] ; [180 114],[31.10982659 20.89017341] ; [175.89017341 118.10982659],0
p12,1,0.225022,1.472053,[ 4 48] ; [ 41 256],[ 6.70487106 45.29512894] ; [ 38.29512894 258.70487106],0
a1,1,0.228179,1.452178,[ 1 51] ; [ 18 281],[ 2.81481481 49.18518519] ; [ 16.18518519 282.81481481],0
