Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,96.88133,[ 4 48] ; [231  68],[34.81481481 17.18518519] ; [200.18518519  98.81481481],1
p2,1,0.238759,1.387905,[42 10] ; [259  39],[44.72  7.28] ; [256.28  41.72],0
a6,1,0.292205,1.109435,[31 21] ; [200  98],[34.32 17.68] ; [196.68 101.32],0
u3,1,0.34295,0.899373,[13 10] ; [32 15],[14.78571429  8.21428571] ; [30.21428571 16.78571429],0
n3,1,0.374721,0.78795,[12  3] ; [41 19],[10.6  4.4] ; [42.4 17.6],0
n6,1,0.377293,0.779505,[44  8] ; [264  33],[45.89111748  6.10888252] ; [262.10888252  34.89111748],0
b5,1,0.38938,0.740879,[28 24] ; [180 119],[30.81481481 21.18518519] ; [177.18518519 121.81481481],0
s1,1,0.404785,0.694065,[ 3 49] ; [ 10 285],[ 1.9481268 50.0518732] ; [ 11.0518732 283.9481268],0
n1,1,0.412543,0.67146,[8 6] ; [27 33],[6.62162162 7.37837838] ; [28.37837838 31.62162162],0
p11,1,0.484517,0.48868,[42 10] ; [253  46],[43.7037037  8.2962963] ; [251.2962963  47.7037037],0
b1,1,0.488158,0.480583,[23 29] ; [117 182],[20.74074074 31.25925926] ; [119.25925926 179.74074074],0
s7,1,0.498356,0.458436,[37 13] ; [224  62],[38.83928571 11.16071429] ; [222.16071429  63.83928571],0
n2,1,0.685071,0.164474,[12  3] ; [45 15],[11.4  3.6] ; [45.6 14.4],0
p9,1,0.736131,0.113556,[49  3] ; [285  14],[49.48148148  2.51851852] ; [284.51851852  14.48148148],0
n5,1,0.810595,0.057436,[42 10] ; [244  53],[42.61318052  9.38681948] ; [243.38681948  53.61318052],0
a8,1,0.811444,0.056912,[ 7 41] ; [ 44 232],[ 7.55555556 40.44444444] ; [ 43.44444444 232.55555556],0
s6,1,0.824852,0.048978,[44  7] ; [251  44],[43.48265896  7.51734104] ; [251.51734104  43.48265896],0
r3,1,0.854212,0.033763,[50  2] ; [289  10],[50.22222222  1.77777778] ; [288.77777778  10.22222222],0
s4,1,0.915592,0.011233,[10 42] ; [ 59 238],[10.28080229 41.71919771] ; [ 58.71919771 238.28080229],0
p7,1,0.935951,0.006458,[38 14] ; [212  76],[38.23529412 13.76470588] ; [211.76470588  76.23529412],0
