Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.000134,14.579801,[90  2] ; [50 13],[83.09677419  8.90322581] ; [56.90322581  6.09677419],1
p7,1,0.003489,8.532048,[45 45] ; [16 45],[36.35761589 53.64238411] ; [24.64238411 36.35761589],0
v4,1,0.004339,8.136383,[84  6] ; [48 14],[78.15789474 11.84210526] ; [53.84210526  8.15789474],0
p11,1,0.004408,8.107556,[66 26] ; [31 32],[57.57419355 34.42580645] ; [39.42580645 23.57419355],0
p9,1,0.008645,6.894806,[67 22] ; [34 28],[59.52980132 29.47019868] ; [41.47019868 20.52980132],0
s6,1,0.012389,6.254337,[49 41] ; [21 41],[41.44736842 48.55263158] ; [28.55263158 33.44736842],0
r4,1,0.013663,6.081184,[77 15] ; [42 21],[70.63225806 21.36774194] ; [48.36774194 14.63225806],0
r2,1,0.017256,5.670139,[84  5] ; [51 11],[79.56953642  9.43046358] ; [55.43046358  6.56953642],0
p3,1,0.022123,5.236092,[14 78] ; [19 43],[19.71428571 72.28571429] ; [13.28571429 48.71428571],0
b1,1,0.023134,5.158401,[26 66] ; [29 34],[32.64516129 59.35483871] ; [22.35483871 40.64516129],0
v2,1,0.029091,4.762248,[50 40] ; [22 37],[43.48993289 46.51006711] ; [28.51006711 30.48993289],0
p2,1,0.032601,4.566621,[67 24] ; [36 27],[60.86363636 30.13636364] ; [42.13636364 20.86363636],0
s1,1,0.042209,4.126817,[ 2 90] ; [ 6 57],[ 4.7483871 87.2516129] ; [ 3.2516129 59.7483871],0
u2,1,0.045411,4.003325,[16 19] ; [16  6],[19.64912281 15.35087719] ; [12.35087719  9.64912281],0
p10,1,0.085102,2.964664,[57 32] ; [31 31],[51.86754967 37.13245033] ; [36.13245033 25.86754967],0
v1,1,0.086418,2.939864,[28 61] ; [28 34],[33.00662252 55.99337748] ; [22.99337748 39.00662252],0
s5,1,0.13564,2.226742,[24 63] ; [10 49],[20.26027397 66.73972603] ; [13.73972603 45.26027397],0
u3,1,0.179562,1.801242,[15 20] ; [14  9],[17.5 17.5] ; [11.5 11.5],0
u1,1,0.250648,1.31969,[ 9 83] ; [ 3 60],[ 7.12258065 84.87741935] ; [ 4.87741935 58.12258065],0
a7,1,0.254538,1.298223,[67 24] ; [41 22],[63.81818182 27.18181818] ; [44.18181818 18.81818182],0
b5,1,0.285438,1.141017,[52 40] ; [41 22],[55.2 36.8] ; [37.8 25.2],0
n2,1,0.291472,1.112811,[20  9] ; [12 10],[18.19607843 10.80392157] ; [13.80392157  8.19607843],0
p5,1,0.341902,0.903287,[ 4 87] ; [ 1 61],[ 2.97385621 88.02614379] ; [ 2.02614379 59.97385621],0
n4,1,0.384349,0.756745,[37 55] ; [21 42],[34.42580645 57.57419355] ; [23.57419355 39.42580645],0
s3,1,0.539252,0.376928,[38 53] ; [29 33],[39.8496732 51.1503268] ; [27.1503268 34.8496732],0
n1,1,0.542721,0.37052,[ 7 22] ; [ 7 15],[ 7.96078431 21.03921569] ; [ 6.03921569 15.96078431],0
v3,1,0.568162,0.325767,[25 63] ; [14 44],[23.50684932 64.49315068] ; [15.49315068 42.50684932],0
a6,1,0.600397,0.274397,[55 37] ; [35 28],[53.41935484 38.58064516] ; [36.58064516 26.41935484],0
d5,1,0.649042,0.20711,[68 23] ; [45 18],[66.77272727 24.22727273] ; [46.22727273 16.77272727],0
d3,1,0.66683,0.185333,[58 33] ; [38 25],[56.72727273 34.27272727] ; [39.27272727 23.72727273],0
d2,1,0.692082,0.156841,[35 57] ; [22 41],[33.83225806 58.16774194] ; [23.16774194 39.83225806],0
