Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s4,1,0.000295,13.101608,[10 75] ; [15 22],[17.41803279 67.58196721] ; [ 7.58196721 29.41803279],1
s8,1,0.000458,12.278113,[15 69] ; [18 19],[22.90909091 61.09090909] ; [10.09090909 26.90909091],1
s6,1,0.000778,11.292739,[33 50] ; [27 10],[41.5 41.5] ; [18.5 18.5],1
p6,1,0.000858,11.112013,[15 69] ; [17 19],[22.4 61.6] ; [ 9.6 26.4],1
n1,1,0.00162,9.937402,[ 4 25] ; [7 4],[ 7.975 21.025] ; [3.025 7.975],0
a3,1,0.005444,7.725736,[36 48] ; [26 11],[43.04132231 40.95867769] ; [18.95867769 18.04132231],0
s5,1,0.005686,7.647059,[16 65] ; [16 20],[22.15384615 58.84615385] ; [ 9.84615385 26.15384615],0
s2,1,0.015868,5.81747,[26 58] ; [20 17],[31.9338843 52.0661157] ; [14.0661157 22.9338843],0
u3,1,0.032024,4.597226,[27 21] ; [10  1],[30.10169492 17.89830508] ; [6.89830508 4.10169492],0
d3,1,0.034055,4.491961,[44 40] ; [27 10],[49.2892562 34.7107438] ; [21.7107438 15.2892562],0
s3,1,0.034916,4.449278,[30 53] ; [21 16],[35.275 47.725] ; [15.725 21.275],0
v1,1,0.047552,3.92575,[19 64] ; [15 22],[23.51666667 59.48333333] ; [10.48333333 26.51666667],0
p7,1,0.063348,3.447481,[40 43] ; [24 12],[44.63865546 38.36134454] ; [19.36134454 16.63865546],0
b2,1,0.065134,3.401591,[10 36] ; [11 15],[13.41666667 32.58333333] ; [ 7.58333333 18.41666667],0
b3,1,0.065134,3.401591,[10 36] ; [11 15],[13.41666667 32.58333333] ; [ 7.58333333 18.41666667],0
p8,1,0.070295,3.276128,[31 54] ; [20 17],[35.53278689 49.46721311] ; [15.46721311 21.53278689],0
r4,1,0.079098,3.083331,[61 24] ; [32  5],[64.79508197 20.20491803] ; [28.20491803  8.79508197],0
u2,1,0.092197,2.835597,[26 22] ; [9 2],[28.47457627 19.52542373] ; [6.52542373 4.47457627],0
r3,1,0.096049,2.769949,[71 14] ; [35  2],[73.85245902 11.14754098] ; [32.14754098  4.85245902],0
a8,1,0.102234,2.670345,[ 4 75] ; [ 5 31],[ 6.1826087 72.8173913] ; [ 2.8173913 33.1826087],0
d5,1,0.1112,2.537078,[51 33] ; [28  9],[54.84297521 29.15702479] ; [24.15702479 12.84297521],0
p10,1,0.113599,2.503419,[48 35] ; [27 10],[51.875 31.125] ; [23.125 13.875],0
