Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s4,1,0.000295,13.101608,[10 75] ; [15 22],[17.41803279 67.58196721] ; [ 7.58196721 29.41803279],1
p2,1,0.1158,2.473229,[59 25] ; [31  6],[62.47933884 21.52066116] ; [27.52066116  9.47933884],0
a2,1,0.118463,2.437531,[ 6 79] ; [ 6 31],[ 8.36065574 76.63934426] ; [ 3.63934426 33.36065574],0
p11,1,0.136502,2.21695,[50 35] ; [27 10],[53.64754098 31.35245902] ; [23.35245902 13.64754098],0
b1,1,0.151503,2.057054,[37 48] ; [11 26],[33.44262295 51.55737705] ; [14.55737705 22.44262295],0
p4,1,0.158335,1.990056,[32 53] ; [19 18],[35.53278689 49.46721311] ; [15.46721311 21.53278689],0
p3,1,0.171159,1.872762,[28 57] ; [17 20],[31.35245902 53.64754098] ; [13.64754098 23.35245902],0
v3,1,0.18404,1.764695,[10 72] ; [ 8 29],[12.40336134 69.59663866] ; [ 5.59663866 31.40336134],0
p9,1,0.204894,1.607143,[53 31] ; [27  9],[56. 28.] ; [24. 12.],0
a5,1,0.207887,1.586081,[40 45] ; [22 15],[43.19672131 41.80327869] ; [18.80327869 18.19672131],0
p1,1,0.217298,1.52213,[ 4 80] ; [ 4 33],[ 5.55371901 78.44628099] ; [ 2.44628099 34.55371901],0
n4,1,0.276029,1.186539,[28 57] ; [16 21],[30.6557377 54.3442623] ; [13.3442623 23.6557377],0
d4,1,0.277251,1.180515,[61 24] ; [30  7],[63.40163934 21.59836066] ; [27.59836066  9.40163934],0
r1,1,0.302508,1.063103,[49 36] ; [25 12],[51.55737705 33.44262295] ; [22.44262295 14.55737705],0
s1,1,0.341591,0.90445,[ 6 79] ; [ 1 36],[ 4.87704918 80.12295082] ; [ 2.12295082 34.87704918],0
b5,1,0.39006,0.738756,[53 32] ; [20 17],[50.86065574 34.13934426] ; [22.13934426 14.86065574],0
a4,1,0.445993,0.580815,[24 61] ; [13 24],[25.77868852 59.22131148] ; [11.22131148 25.77868852],0
n6,1,0.454736,0.55882,[49 36] ; [24 13],[50.86065574 34.13934426] ; [22.13934426 14.86065574],0
r2,1,0.536035,0.382937,[68 15] ; [32  5],[69.16666667 13.83333333] ; [30.83333333  6.16666667],0
v4,1,0.564043,0.332751,[74 10] ; [33  3],[74.9  9.1] ; [32.1  3.9],0
a7,1,0.573611,0.316678,[57 27] ; [27 10],[58.31404959 25.68595041] ; [25.68595041 11.31404959],0
a1,1,0.607939,0.263187,[ 4 81] ; [ 1 36],[ 3.48360656 81.51639344] ; [ 1.51639344 35.48360656],0
p5,1,0.640503,0.218085,[ 3 81] ; [ 2 35],[ 3.47107438 80.52892562] ; [ 1.52892562 35.47107438],0
d1,1,0.669833,0.181797,[31 54] ; [15 22],[32.04918033 52.95081967] ; [13.95081967 23.04918033],0
u1,1,0.734506,0.115014,[ 6 79] ; [ 2 35],[ 5.57377049 79.42622951] ; [ 2.42622951 34.57377049],0
b4,1,0.737757,0.112108,[51 34] ; [21 16],[50.16393443 34.83606557] ; [21.83606557 15.16393443],0
a6,1,0.815952,0.054175,[44 41] ; [20 17],[44.59016393 40.40983607] ; [19.40983607 17.59016393],0
n3,1,0.81668,0.053739,[20  9] ; [8 3],[20.3  8.7] ; [7.7 3.3],0
d2,1,0.913417,0.011822,[29 56] ; [13 24],[29.26229508 55.73770492] ; [12.73770492 24.26229508],0
n2,1,0.927151,0.008359,[18 11] ; [7 4],[18.125 10.875] ; [6.875 4.125],0
