Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b3,1,0.002574,9.087455,[10  4] ; [19 47],[5.075 8.925] ; [23.925 42.075],0
a8,1,0.429527,0.624102,[ 1 19] ; [ 12 100],[ 1.96969697 18.03030303] ; [ 11.03030303 100.96969697],0
b4,1,0.441056,0.593534,[ 9 11] ; [63 53],[10.58823529  9.41176471] ; [61.41176471 54.58823529],0
s5,1,0.441107,0.5934,[ 5 15] ; [20 93],[ 3.7593985 16.2406015] ; [21.2406015 91.7593985],0
d5,1,0.44545,0.582204,[10 10] ; [68 47],[11.55555556  8.44444444] ; [66.44444444 48.55555556],0
u2,1,0.496859,0.461639,[3 2] ; [27 34],[2.27272727 2.72727273] ; [27.72727273 33.27272727],0
p3,1,0.543087,0.369848,[ 6 14] ; [43 73],[ 7.20588235 12.79411765] ; [41.79411765 74.20588235],0
b1,1,0.54338,0.36931,[ 7 13] ; [49 67],[ 8.23529412 11.76470588] ; [47.76470588 68.23529412],0
d3,1,0.559821,0.340014,[10 10] ; [49 65],[ 8.80597015 11.19402985] ; [50.19402985 63.80597015],0
r2,1,0.630783,0.231,[16  4] ; [84 28],[15.15151515  4.84848485] ; [84.84848485 27.15151515],0
a2,1,0.662448,0.190564,[ 1 19] ; [  9 107],[ 1.47058824 18.52941176] ; [  8.52941176 107.47058824],0
a7,1,0.664732,0.187826,[12  8] ; [63 52],[11.11111111  8.88888889] ; [63.88888889 51.11111111],0
p6,1,0.69255,0.156339,[ 5 15] ; [24 90],[ 4.32835821 15.67164179] ; [24.67164179 89.32835821],0
d4,1,0.693396,0.155433,[13  7] ; [70 46],[12.20588235  7.79411765] ; [70.79411765 45.20588235],0
s3,1,0.704923,0.143401,[ 7 13] ; [45 69],[ 7.76119403 12.23880597] ; [44.23880597 69.76119403],0
n5,1,0.708991,0.139287,[12  8] ; [74 41],[12.74074074  7.25925926] ; [73.25925926 41.74074074],0
p8,1,0.708991,0.139287,[ 8 12] ; [41 74],[ 7.25925926 12.74074074] ; [41.74074074 73.25925926],0
v4,1,0.731237,0.117979,[15  5] ; [91 25],[15.58823529  4.41176471] ; [90.41176471 25.58823529],0
s1,1,0.733427,0.115988,[ 1 19] ; [  4 112],[ 0.73529412 19.26470588] ; [  4.26470588 111.73529412],0
a4,1,0.734466,0.11505,[ 5 15] ; [33 82],[ 5.62962963 14.37037037] ; [32.37037037 82.62962963],0
p5,1,0.751732,0.100082,[ 2 18] ; [  9 105],[ 1.64179104 18.35820896] ; [  9.35820896 104.64179104],0
n3,1,0.809987,0.057813,[5 3] ; [22 16],[4.69565217 3.30434783] ; [22.30434783 15.69565217],0
s4,1,0.809992,0.05781,[ 4 16] ; [26 90],[ 4.41176471 15.58823529] ; [25.58823529 90.41176471],0
u3,1,0.822255,0.050466,[2 3] ; [21 39],[1.76923077 3.23076923] ; [21.23076923 38.76923077],0
r4,1,0.830671,0.045728,[10 10] ; [61 55],[10.44117647  9.55882353] ; [60.55882353 55.44117647],0
p9,1,0.857281,0.032341,[14  5] ; [81 32],[13.67424242  5.32575758] ; [81.32575758 31.67424242],0
p10,1,0.874637,0.024892,[13  7] ; [72 42],[12.68656716  7.31343284] ; [72.31343284 41.68656716],0
a5,1,0.943224,0.005072,[10 10] ; [59 57],[10.14705882  9.85294118] ; [58.85294118 57.14705882],0
p7,1,0.950234,0.003895,[ 9 11] ; [50 63],[ 8.87218045 11.12781955] ; [50.12781955 62.87218045],0
a6,1,0.954392,0.003271,[11  9] ; [63 53],[10.88235294  9.11764706] ; [63.11764706 52.88235294],0
n6,1,0.96865,0.001545,[14  6] ; [81 34],[14.07407407  5.92592593] ; [80.92592593 34.07407407],0
