Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,1e-06,24.620804,[186 147] ; [17 55],[166.91111111 166.08888889] ; [36.08888889 35.91111111],1
p3,1,7e-06,20.156382,[233 102] ; [30 42],[216.47420147 118.52579853] ; [46.52579853 25.47420147],1
p11,1,0.000372,12.66909,[300  35] ; [54 19],[290.66176471  44.33823529] ; [63.33823529  9.66176471],1
s5,1,0.000546,11.951495,[140 181] ; [14 53],[127.40721649 193.59278351] ; [26.59278351 40.40721649],1
p4,1,0.000581,11.836504,[262  73] ; [43 30],[250.42892157  84.57107843] ; [54.57107843 18.42892157],1
d5,1,0.004914,7.910782,[277  57] ; [50 23],[268.34889435  65.65110565] ; [58.65110565 14.34889435],0
r4,1,0.007235,7.213681,[318  17] ; [63 10],[312.83088235  22.16911765] ; [68.16911765  4.83088235],0
p2,1,0.008061,7.019898,[314  20] ; [62 11],[308.56019656  25.43980344] ; [67.43980344  5.56019656],0
a3,1,0.011605,6.370163,[248  85] ; [43 29],[239.26666667  93.73333333] ; [51.73333333 20.26666667],0
r3,1,0.018484,5.549694,[321  11] ; [66  7],[317.24444444  14.75555556] ; [69.75555556  3.24444444],0
r2,1,0.01921,5.482284,[319  11] ; [66  7],[315.26054591  14.73945409] ; [69.73945409  3.26054591],0
p10,1,0.02141,5.293104,[301  33] ; [58 14],[295.33497537  38.66502463] ; [63.66502463  8.33497537],0
s8,1,0.044775,4.02708,[175 158] ; [28 43],[167.32425743 165.67574257] ; [35.67574257 35.32425743],0
v3,1,0.046777,3.953394,[151 176] ; [24 48],[143.42105263 183.57894737] ; [31.57894737 40.42105263],0
s7,1,0.048749,3.883979,[182 136] ; [31 39],[174.57216495 143.42783505] ; [38.42783505 31.57216495],0
n3,1,0.05293,3.74613,[39 12] ; [10  9],[35.7 15.3] ; [13.3  5.7],0
s6,1,0.066935,3.356616,[234  89] ; [43 27],[227.66157761  95.33842239] ; [49.33842239 20.66157761],0
r1,1,0.08725,2.924386,[279  54] ; [55 18],[273.94581281  59.05418719] ; [60.05418719 12.94581281],0
v2,1,0.089893,2.876285,[197 130] ; [35 36],[190.61306533 136.38693467] ; [41.38693467 29.61306533],0
a1,1,0.093116,2.819656,[ 21 314] ; [ 1 72],[ 18.06372549 316.93627451] ; [ 3.93627451 69.06372549],0
u2,1,0.125661,2.345309,[41 46] ; [19 11],[44.61538462 42.38461538] ; [15.38461538 14.61538462],0
v1,1,0.129777,2.295176,[204 126] ; [37 34],[198.32917706 131.67082294] ; [42.67082294 28.32917706],0
n1,1,0.140194,2.175831,[17 34] ; [10  9],[19.67142857 31.32857143] ; [ 7.32857143 11.67142857],0
s1,1,0.158183,1.99151,[  8 326] ; [ 4 69],[  9.84766585 324.15233415] ; [ 2.15233415 70.84766585],0
d3,1,0.163833,1.938487,[243  92] ; [47 26],[238.1127451  96.8872549] ; [51.8872549 21.1127451],0
d4,1,0.211445,1.561505,[285  49] ; [58 15],[281.47911548  52.52088452] ; [61.52088452 11.47911548],0
b2,1,0.216886,1.524858,[ 81 124] ; [12 29],[ 77.5 127.5] ; [15.5 25.5],0
b3,1,0.216886,1.524858,[ 81 124] ; [12 29],[ 77.5 127.5] ; [15.5 25.5],0
d1,1,0.217216,1.522666,[214 121] ; [41 32],[209.375 125.625] ; [45.625 27.375],0
s4,1,0.242708,1.364796,[ 60 269] ; [ 9 63],[ 56.61097257 272.38902743] ; [12.38902743 59.61097257],0
s3,1,0.290689,1.116429,[193 138] ; [36 34],[189.02493766 141.97506234] ; [39.97506234 30.02493766],0
