Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,8.4e-05,15.470225,[6 2] ; [ 7 45],[1.73333333 6.26666667] ; [11.26666667 40.73333333],1
s2,1,0.000934,10.95429,[5 3] ; [ 7 47],[1.5483871 6.4516129] ; [10.4516129 43.5483871],1
s7,1,0.001062,10.715544,[5 2] ; [ 8 42],[1.59649123 5.40350877] ; [11.40350877 38.59649123],0
p7,1,0.008254,6.977514,[6 2] ; [14 37],[2.71186441 5.28813559] ; [17.28813559 33.71186441],0
p11,1,0.012313,6.265236,[6 2] ; [16 38],[2.83870968 5.16129032] ; [19.16129032 34.83870968],0
r4,1,0.03066,4.6719,[4 4] ; [ 9 45],[1.67741935 6.32258065] ; [11.32258065 42.67741935],0
p2,1,0.046963,3.946724,[6 2] ; [20 33],[3.40983607 4.59016393] ; [22.59016393 30.40983607],0
p4,1,0.054779,3.688809,[5 3] ; [15 38],[2.62295082 5.37704918] ; [17.37704918 35.62295082],0
p5,1,0.055561,3.665158,[3 5] ; [ 6 46],[1.2 6.8] ; [ 7.8 44.2],0
p8,1,0.060135,3.533654,[5 3] ; [15 37],[2.66666667 5.33333333] ; [17.33333333 34.66666667],0
v1,1,0.087032,2.92843,[5 3] ; [17 37],[2.83870968 5.16129032] ; [19.16129032 34.83870968],0
v3,1,0.10106,2.688732,[4 4] ; [12 41],[2.09836066 5.90163934] ; [13.90163934 39.09836066],0
p10,1,0.117079,2.455965,[6 2] ; [24 29],[3.93442623 4.06557377] ; [26.06557377 26.93442623],0
n6,1,0.142199,2.153997,[6 2] ; [25 28],[4.06557377 3.93442623] ; [26.93442623 26.06557377],0
n2,1,0.154398,2.028257,[5 1] ; [15 14],[3.42857143 2.57142857] ; [16.57142857 12.42857143],0
b3,1,0.158034,1.992941,[4 2] ; [13 23],[2.42857143 3.57142857] ; [14.57142857 21.42857143],0
b2,1,0.158034,1.992941,[4 2] ; [13 23],[2.42857143 3.57142857] ; [14.57142857 21.42857143],0
s5,1,0.16394,1.9375,[3 5] ; [ 9 45],[1.5483871 6.4516129] ; [10.4516129 43.5483871],0
s6,1,0.172768,1.858759,[4 4] ; [14 39],[2.36065574 5.63934426] ; [15.63934426 37.36065574],0
s8,1,0.173559,1.851933,[3 5] ; [ 9 44],[1.57377049 6.42622951] ; [10.42622951 42.57377049],0
p9,1,0.188108,1.732378,[6 2] ; [25 25],[4.27586207 3.72413793] ; [26.72413793 23.27586207],0
n3,1,0.220273,1.50259,[4 2] ; [11 17],[2.64705882 3.35294118] ; [12.35294118 15.64705882],0
d4,1,0.246693,1.341936,[3 5] ; [32 22],[4.51612903 3.48387097] ; [30.48387097 23.51612903],0
d5,1,0.25689,1.28544,[6 2] ; [29 25],[4.51612903 3.48387097] ; [30.48387097 23.51612903],0
p12,1,0.279226,1.170852,[1 7] ; [ 2 52],[0.38709677 7.61290323] ; [ 2.61290323 51.38709677],0
u1,1,0.279226,1.170852,[1 7] ; [ 2 52],[0.38709677 7.61290323] ; [ 2.61290323 51.38709677],0
b5,1,0.339478,0.9124,[5 3] ; [24 30],[3.74193548 4.25806452] ; [25.25806452 28.74193548],0
b1,1,0.343809,0.896176,[6 2] ; [31 23],[4.77419355 3.22580645] ; [32.22580645 21.77419355],0
s3,1,0.401074,0.705103,[3 4] ; [14 37],[2.05172414 4.94827586] ; [14.94827586 36.05172414],0
n1,1,0.411963,0.673127,[4 2] ; [14 15],[3.08571429 2.91428571] ; [14.91428571 14.08571429],0
u3,1,0.420246,0.649627,[1 1] ; [ 5 16],[0.52173913 1.47826087] ; [ 5.47826087 15.52173913],0
p1,1,0.464792,0.53433,[2 6] ; [ 8 46],[1.29032258 6.70967742] ; [ 8.70967742 45.29032258],0
n4,1,0.506643,0.440993,[6 2] ; [34 20],[5.16129032 2.83870968] ; [34.83870968 19.16129032],0
b4,1,0.506643,0.440993,[6 2] ; [34 20],[5.16129032 2.83870968] ; [34.83870968 19.16129032],0
a3,1,0.524136,0.405748,[6 2] ; [33 19],[5.2 2.8] ; [33.8 18.2],0
s1,1,0.621525,0.24373,[1 7] ; [ 4 50],[0.64516129 7.35483871] ; [ 4.35483871 49.64516129],0
d3,1,0.640806,0.21769,[3 5] ; [25 29],[3.61290323 4.38709677] ; [24.38709677 29.61290323],0
p3,1,0.677235,0.173254,[3 5] ; [16 37],[2.49180328 5.50819672] ; [16.50819672 36.49180328],0
a5,1,0.7116,0.136684,[5 3] ; [30 24],[4.51612903 3.48387097] ; [30.48387097 23.51612903],0
r2,1,0.764223,0.089964,[6 2] ; [37 16],[5.63934426 2.36065574] ; [37.36065574 15.63934426],0
r1,1,0.76824,0.086835,[4 4] ; [24 30],[3.61290323 4.38709677] ; [24.38709677 29.61290323],0
a6,1,0.76824,0.086835,[4 4] ; [30 24],[4.38709677 3.61290323] ; [29.61290323 24.38709677],0
a4,1,0.788281,0.072115,[3 5] ; [17 35],[2.66666667 5.33333333] ; [17.33333333 34.66666667],0
d1,1,0.816232,0.054007,[3 5] ; [18 36],[2.70967742 5.29032258] ; [18.29032258 35.70967742],0
d2,1,0.829817,0.046198,[3 5] ; [22 31],[3.27868852 4.72131148] ; [21.72131148 31.27868852],0
a7,1,0.844659,0.038392,[4 4] ; [25 29],[3.74193548 4.25806452] ; [25.25806452 28.74193548],0
a2,1,0.970921,0.001329,[1 7] ; [ 7 47],[1.03225806 6.96774194] ; [ 6.96774194 47.03225806],0
