Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,1.2e-05,19.236531,[12 39] ; [22  8],[21.40740741 29.59259259] ; [12.59259259 17.40740741],1
p6,1,0.000183,13.99631,[11 42] ; [18 11],[18.74390244 34.25609756] ; [10.25609756 18.74390244],1
s2,1,0.000255,13.374211,[20 35] ; [24  7],[28.13953488 26.86046512] ; [15.86046512 15.13953488],1
s3,1,0.003851,8.352845,[23 32] ; [23  8],[29.41860465 25.58139535] ; [16.58139535 14.41860465],0
s6,1,0.005337,7.761605,[29 23] ; [25  4],[34.66666667 17.33333333] ; [19.33333333  9.66666667],0
r3,1,0.012617,6.22197,[41 13] ; [30  1],[45.10588235  8.89411765] ; [25.89411765  5.10588235],0
p3,1,0.015732,5.832623,[25 28] ; [23  8],[30.28571429 22.71428571] ; [17.71428571 13.28571429],0
p10,1,0.021026,5.324671,[39 15] ; [28  2],[43.07142857 10.92857143] ; [23.92857143  6.07142857],0
v2,1,0.02533,5.001212,[30 25] ; [23  6],[34.70238095 20.29761905] ; [18.29761905 10.70238095],0
d1,1,0.025785,4.970379,[20 35] ; [19 12],[24.94186047 30.05813953] ; [14.05813953 16.94186047],0
r2,1,0.039458,4.241047,[41 14] ; [27  2],[44.52380952 10.47619048] ; [23.47619048  5.52380952],0
s5,1,0.045978,3.982388,[13 41] ; [12 14],[16.875 37.125] ; [ 8.125 17.875],0
d5,1,0.062013,3.482717,[38 17] ; [27  4],[41.56976744 13.43023256] ; [23.43023256  7.56976744],0
r4,1,0.072015,3.236487,[30 25] ; [23  8],[33.89534884 21.10465116] ; [19.10465116 11.89534884],0
d2,1,0.073542,3.202149,[16 39] ; [15 16],[19.8255814 35.1744186] ; [11.1744186 19.8255814],0
p9,1,0.092164,2.836167,[44 11] ; [29  2],[46.68604651  8.31395349] ; [26.31395349  4.68604651],0
u3,1,0.107785,2.586402,[ 9 12] ; [8 3],[11.15625  9.84375] ; [5.84375 5.15625],0
s4,1,0.197577,1.660193,[ 8 47] ; [ 8 23],[10.23255814 44.76744186] ; [ 5.76744186 25.23255814],0
b5,1,0.238876,1.387214,[32 23] ; [22  9],[34.53488372 20.46511628] ; [19.46511628 11.53488372],0
n6,1,0.240194,1.379454,[40 15] ; [26  5],[42.20930233 12.79069767] ; [23.79069767  7.20930233],0
d4,1,0.240194,1.379454,[40 15] ; [26  5],[42.20930233 12.79069767] ; [23.79069767  7.20930233],0
p11,1,0.245113,1.350946,[38 17] ; [25  6],[40.29069767 14.70930233] ; [22.70930233  8.29069767],0
u1,1,0.250363,1.321276,[ 2 53] ; [ 3 28],[ 3.19767442 51.80232558] ; [ 1.80232558 29.19767442],0
s1,1,0.250363,1.321276,[ 2 53] ; [ 3 28],[ 3.19767442 51.80232558] ; [ 1.80232558 29.19767442],0
a5,1,0.289058,1.124005,[29 26] ; [20 11],[31.3372093 23.6627907] ; [17.6627907 13.3372093],0
p7,1,0.345934,0.888317,[29 26] ; [19 11],[31.05882353 23.94117647] ; [16.94117647 13.05882353],0
p1,1,0.388077,0.744958,[ 4 51] ; [ 4 27],[ 5.11627907 49.88372093] ; [ 2.88372093 28.11627907],0
p4,1,0.419098,0.652842,[30 24] ; [20 11],[31.76470588 22.23529412] ; [18.23529412 12.76470588],0
p12,1,0.4303,0.622013,[ 4 50] ; [ 1 30],[ 3.17647059 50.82352941] ; [ 1.82352941 29.17647059],0
a1,1,0.441281,0.592949,[ 4 51] ; [ 1 30],[ 3.19767442 51.80232558] ; [ 1.80232558 29.19767442],0
b4,1,0.45069,0.568916,[33 22] ; [16 15],[31.3372093 23.6627907] ; [17.6627907 13.3372093],0
