Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,1.2e-05,19.236531,[12 39] ; [22  8],[21.40740741 29.59259259] ; [12.59259259 17.40740741],1
a4,1,0.46253,0.539765,[17 38] ; [12 19],[18.54651163 36.45348837] ; [10.45348837 20.54651163],0
p2,1,0.491788,0.472613,[40 14] ; [25  6],[41.29411765 12.70588235] ; [23.70588235  7.29411765],0
n4,1,0.502236,0.450208,[37 18] ; [23  8],[38.37209302 16.62790698] ; [21.62790698  9.37209302],0
a8,1,0.518726,0.416426,[ 2 50] ; [ 2 26],[ 2.6 49.4] ; [ 1.4 26.6],0
v4,1,0.550744,0.355986,[47  8] ; [27  3],[47.88235294  7.11764706] ; [26.11764706  3.88235294],0
v3,1,0.570835,0.321287,[23 32] ; [14 15],[24.22619048 30.77380952] ; [12.77380952 16.22619048],0
a2,1,0.579209,0.307516,[ 5 50] ; [ 4 27],[ 5.75581395 49.24418605] ; [ 3.24418605 27.75581395],0
p8,1,0.6247,0.239316,[24 30] ; [15 15],[25.07142857 28.92857143] ; [13.92857143 16.07142857],0
b1,1,0.726099,0.122723,[27 28] ; [14 17],[26.22093023 28.77906977] ; [14.77906977 16.22093023],0
n3,1,0.733701,0.115741,[10  6] ; [5 4],[9.6 6.4] ; [5.4 3.6],0
d3,1,0.778145,0.079376,[32 23] ; [19 12],[32.61627907 22.38372093] ; [18.38372093 12.61627907],0
a3,1,0.803727,0.061766,[34 21] ; [20 11],[34.53488372 20.46511628] ; [19.46511628 11.53488372],0
u2,1,0.808543,0.058712,[10 10] ; [6 5],[10.32258065  9.67741935] ; [5.67741935 5.32258065],0
a7,1,0.828902,0.046704,[35 20] ; [19 12],[34.53488372 20.46511628] ; [19.46511628 11.53488372],0
p5,1,0.843951,0.038747,[ 8 47] ; [ 5 26],[ 8.31395349 46.68604651] ; [ 4.68604651 26.31395349],0
b2,1,0.857221,0.032369,[10 18] ; [ 8 16],[ 9.69230769 18.30769231] ; [ 8.30769231 15.69230769],0
b3,1,0.857221,0.032369,[10 18] ; [ 8 16],[ 9.69230769 18.30769231] ; [ 8.30769231 15.69230769],0
n2,1,0.875956,0.024366,[12  4] ; [7 2],[12.16  3.84] ; [6.84 2.16],0
n5,1,0.882737,0.021756,[40 15] ; [23  8],[40.29069767 14.70930233] ; [22.70930233  8.29069767],0
a6,1,0.950011,0.00393,[28 27] ; [16 15],[28.13953488 26.86046512] ; [15.86046512 15.13953488],0
n1,1,0.973215,0.001127,[7 9] ; [4 5],[7.04 8.96] ; [3.96 5.04],0
