Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.006114,7.516356,[ 5 21] ; [4 1],[ 7.5483871 18.4516129] ; [1.4516129 3.5483871],0
p7,1,0.024767,5.040085,[ 4 23] ; [3 2],[ 5.90625 21.09375] ; [1.09375 3.90625],0
p2,1,0.032595,4.566914,[ 8 19] ; [4 1],[10.125 16.875] ; [1.875 3.125],0
p3,1,0.04295,4.097354,[ 2 25] ; [2 3],[ 3.375 23.625] ; [0.625 4.375],0
p6,1,0.048434,3.894872,[ 2 24] ; [2 3],[ 3.35483871 22.64516129] ; [0.64516129 4.35483871],0
s8,1,0.102216,2.670617,[ 3 24] ; [2 3],[ 4.21875 22.78125] ; [0.78125 4.21875],0
u3,1,0.129714,2.295918,[ 2 12] ; [2 2],[ 3.11111111 10.88888889] ; [0.88888889 3.11111111],0
r4,1,0.131063,2.279865,[ 7 20] ; [3 2],[ 8.4375 18.5625] ; [1.5625 3.4375],0
b5,1,0.144127,2.133333,[12 15] ; [4 1],[13.5 13.5] ; [2.5 2.5],0
p12,1,0.16673,1.912099,[ 1 26] ; [1 4],[ 1.6875 25.3125] ; [0.3125 4.6875],0
v3,1,0.185061,1.756505,[ 4 23] ; [2 3],[ 5.0625 21.9375] ; [0.9375 4.0625],0
p8,1,0.201994,1.627897,[ 4 22] ; [2 3],[ 5.03225806 20.96774194] ; [0.96774194 4.03225806],0
p9,1,0.210909,1.565175,[ 8 18] ; [3 2],[ 9.22580645 16.77419355] ; [1.77419355 3.22580645],0
p10,1,0.210909,1.565175,[ 8 18] ; [3 2],[ 9.22580645 16.77419355] ; [1.77419355 3.22580645],0
r3,1,0.243839,1.35826,[14 13] ; [4 1],[15.1875 11.8125] ; [2.8125 2.1875],0
a3,1,0.243839,1.35826,[13 14] ; [1 4],[11.8125 15.1875] ; [2.1875 2.8125],0
a6,1,0.257899,1.28,[ 9 18] ; [3 2],[10.125 16.875] ; [1.875 3.125],0
v1,1,0.285836,1.139132,[ 5 22] ; [2 3],[ 5.90625 21.09375] ; [1.09375 3.90625],0
s3,1,0.285871,1.138968,[ 9 17] ; [3 2],[10.06451613 15.93548387] ; [1.93548387 3.06451613],0
r2,1,0.336888,0.922237,[17 10] ; [2 3],[16.03125 10.96875] ; [2.96875 2.03125],0
d3,1,0.336888,0.922237,[10 17] ; [3 2],[10.96875 16.03125] ; [2.03125 2.96875],0
d2,1,0.336888,0.922237,[10 17] ; [3 2],[10.96875 16.03125] ; [2.03125 2.96875],0
a8,1,0.374888,0.787399,[ 2 25] ; [1 4],[ 2.53125 24.46875] ; [0.46875 4.53125],0
n5,1,0.378884,0.774321,[16 11] ; [4 1],[16.875 10.125] ; [3.125 1.875],0
r1,1,0.461264,0.542825,[10 17] ; [1 4],[ 9.28125 17.71875] ; [1.71875 3.28125],0
s6,1,0.520257,0.413383,[ 7 20] ; [2 3],[ 7.59375 19.40625] ; [1.40625 3.59375],0
s1,1,0.580912,0.304762,[ 3 24] ; [1 4],[ 3.375 23.625] ; [0.625 4.375],0
d1,1,0.66,0.193523,[ 8 19] ; [1 4],[ 7.59375 19.40625] ; [1.40625 3.59375],0
b1,1,0.737342,0.112476,[13 14] ; [2 3],[12.65625 14.34375] ; [2.34375 2.65625],0
s4,1,0.769279,0.086036,[ 4 23] ; [1 4],[ 4.21875 22.78125] ; [0.78125 4.21875],0
a7,1,0.899963,0.015802,[10 17] ; [2 3],[10.125 16.875] ; [1.875 3.125],0
s2,1,0.912084,0.01219,[ 6 21] ; [1 4],[ 5.90625 21.09375] ; [1.09375 3.90625],0
a4,1,0.937859,0.006078,[ 5 22] ; [1 4],[ 5.0625 21.9375] ; [0.9375 4.0625],0
p11,1,0.975287,0.00096,[11 16] ; [2 3],[10.96875 16.03125] ; [2.03125 2.96875],0
b4,1,0.975287,0.00096,[16 11] ; [3 2],[16.03125 10.96875] ; [2.96875 2.03125],0
d5,1,0.975287,0.00096,[11 16] ; [2 3],[10.96875 16.03125] ; [2.03125 2.96875],0
d4,1,0.975287,0.00096,[16 11] ; [3 2],[16.03125 10.96875] ; [2.96875 2.03125],0
