Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,174.082661,[467  72] ; [47 95],[406.82232012 132.17767988] ; [107.17767988  34.82232012],1
n6,1,0.0,58.482662,[490  50] ; [92 49],[461.49779736  78.50220264] ; [120.50220264  20.49779736],1
p11,1,0.0,26.123757,[450  91] ; [91 52],[427.89619883 113.10380117] ; [113.10380117  29.89619883],1
p2,1,3e-06,21.958148,[478  61] ; [103  38],[460.52794118  78.47205882] ; [120.47205882  20.52794118],1
p4,1,4e-06,21.421715,[360 178] ; [65 77],[336.25 201.75] ; [88.75 53.25],1
a8,1,9e-06,19.683274,[ 85 401] ; [  3 129],[ 69.2038835 416.7961165] ; [ 18.7961165 113.2038835],1
a5,1,3.8e-05,16.985661,[439 102] ; [93 50],[420.77777778 120.22222222] ; [111.22222222  31.77777778],1
s7,1,6.8e-05,15.868958,[279 237] ; [47 88],[258.39631336 257.60368664] ; [67.60368664 67.39631336],1
p3,1,0.000281,13.191078,[301 238] ; [55 87],[281.76798825 257.23201175] ; [74.23201175 67.76798825],1
p10,1,0.000468,12.238836,[461  77] ; [101  37],[447.27218935  90.72781065] ; [114.72781065  23.27218935],1
p5,1,0.000629,11.688429,[ 69 467] ; [  4 137],[ 57.79615953 478.20384047] ; [ 15.20384047 125.79615953],1
v3,1,0.00063,11.685943,[231 289] ; [37 95],[213.74233129 306.25766871] ; [54.25766871 77.74233129],1
s4,1,0.000658,11.603103,[ 77 454] ; [ 38 105],[ 90.60089021 440.39910979] ; [ 24.39910979 118.60089021],1
p7,1,0.000687,11.523183,[363 165] ; [73 64],[346.17744361 181.82255639] ; [89.82255639 47.17744361],1
a3,1,0.000716,11.446618,[424 115] ; [93 50],[408.59677419 130.40322581] ; [108.40322581  34.59677419],1
d2,1,0.00078,11.289161,[311 228] ; [60 83],[293.20967742 245.79032258] ; [77.79032258 65.20967742],1
a2,1,0.000788,11.269896,[163 378] ; [ 23 120],[147.11403509 393.88596491] ; [ 38.88596491 104.11403509],1
s8,1,0.000978,10.868666,[273 265] ; [50 92],[255.55 282.45] ; [67.45 74.55],1
u1,1,0.000991,10.844765,[129 412] ; [ 16 127],[114.68567251 426.31432749] ; [ 30.31432749 112.68567251],1
p6,1,0.001242,10.426687,[215 315] ; [ 36 104],[198.55223881 331.44776119] ; [52.44776119 87.55223881],0
a4,1,0.001563,10.0024,[288 252] ; [55 88],[271.18594436 268.81405564] ; [71.81405564 71.18594436],0
v1,1,0.00196,9.586275,[311 217] ; [61 77],[294.91891892 233.08108108] ; [77.08108108 60.91891892],0
d1,1,0.011759,6.346918,[395 146] ; [89 54],[382.8128655 158.1871345] ; [101.1871345  41.8128655],0
p12,1,0.01501,5.915243,[ 48 487] ; [  4 137],[ 41.15384615 493.84615385] ; [ 10.84615385 130.15384615],0
p9,1,0.021597,5.27793,[466  68] ; [109  28],[457.60059613  76.39940387] ; [117.39940387  19.60059613],0
p8,1,0.063534,3.442638,[294 235] ; [66 75],[284.23880597 244.76119403] ; [75.76119403 65.23880597],0
r1,1,0.069498,3.294843,[472  67] ; [116  26],[465.39207048  73.60792952] ; [122.60792952  19.39207048],0
s3,1,0.110063,2.553323,[307 227] ; [71 71],[298.59763314 235.40236686] ; [79.40236686 62.59763314],0
n1,1,0.110882,2.541608,[42 53] ; [16 36],[37.4829932 57.5170068] ; [20.5170068 31.4829932],0
u4,1,0.122916,2.379764,[ 16 525] ; [  1 142],[ 13.44590643 527.55409357] ; [  3.55409357 139.44590643],0
d4,1,0.129563,2.297733,[489  52] ; [123  20],[484.05263158  56.94736842] ; [127.94736842  15.05263158],0
s6,1,0.141473,2.161863,[377 151] ; [91 49],[369.91616766 158.08383234] ; [98.08383234 41.91616766],0
