Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.000244,13.461162,[43 19] ; [ 3 13],[36.56410256 25.43589744] ; [9.43589744 6.56410256],1
p4,1,0.002963,8.830026,[48 15] ; [ 6 10],[43.06329114 19.93670886] ; [10.93670886  5.06329114],0
p7,1,0.015464,5.862857,[48 12] ; [8 8],[44.21052632 15.78947368] ; [11.78947368  4.21052632],0
a7,1,0.017807,5.615049,[47 16] ; [7 9],[43.06329114 19.93670886] ; [10.93670886  5.06329114],0
p3,1,0.037087,4.346412,[38 25] ; [ 5 11],[34.29113924 28.70886076] ; [8.70886076 7.29113924],0
b3,1,0.051825,3.781407,[12 21] ; [ 1 12],[ 9.32608696 23.67391304] ; [3.67391304 9.32608696],0
b2,1,0.051825,3.781407,[12 21] ; [ 1 12],[ 9.32608696 23.67391304] ; [3.67391304 9.32608696],0
p6,1,0.055486,3.66742,[36 26] ; [ 5 11],[32.58974359 29.41025641] ; [8.41025641 7.58974359],0
d1,1,0.081739,3.029973,[49 14] ; [9 7],[46.25316456 16.74683544] ; [11.74683544  4.25316456],0
a6,1,0.091662,2.84494,[42 21] ; [7 9],[39.07594937 23.92405063] ; [9.92405063 6.07594937],0
v2,1,0.119872,2.418989,[27 34] ; [10  5],[29.69736842 31.30263158] ; [7.30263158 7.69736842],0
v3,1,0.14514,2.122603,[24 39] ; [ 3 13],[21.53164557 41.46835443] ; [ 5.46835443 10.53164557],0
a2,1,0.153338,2.038728,[19 44] ; [ 2 14],[16.74683544 46.25316456] ; [ 4.25316456 11.74683544],0
p11,1,0.209459,1.575165,[49 14] ; [10  6],[47.05063291 15.94936709] ; [11.94936709  4.05063291],0
n5,1,0.209459,1.575165,[49 14] ; [10  6],[47.05063291 15.94936709] ; [11.94936709  4.05063291],0
d4,1,0.220851,1.498835,[55  8] ; [12  4],[53.43037975  9.56962025] ; [13.56962025  2.43037975],0
s2,1,0.231827,1.429619,[54  8] ; [12  4],[52.46153846  9.53846154] ; [13.53846154  2.46153846],0
s1,1,0.256286,1.288707,[ 3 60] ; [ 2 14],[ 3.98734177 59.01265823] ; [ 1.01265823 14.98734177],0
d3,1,0.268304,1.225399,[48 15] ; [10  6],[46.25316456 16.74683544] ; [11.74683544  4.25316456],0
u1,1,0.306841,1.044223,[20 43] ; [ 3 13],[18.34177215 44.65822785] ; [ 4.65822785 11.34177215],0
s3,1,0.315754,1.006452,[53  9] ; [12  4],[51.66666667 10.33333333] ; [13.33333333  2.66666667],0
s7,1,0.35782,0.845529,[51 11] ; [10  4],[49.76315789 12.23684211] ; [11.23684211  2.76315789],0
s6,1,0.372267,0.796083,[58  4] ; [13  2],[57.16883117  4.83116883] ; [13.83116883  1.16883117],0
p12,1,0.511027,0.431963,[ 5 58] ; [ 2 13],[ 5.65384615 57.34615385] ; [ 1.34615385 13.65384615],0
p10,1,0.511088,0.431838,[55  8] ; [14  1],[55.73076923  7.26923077] ; [13.26923077  1.73076923],0
b5,1,0.512907,0.428133,[41 22] ; [9 7],[39.87341772 23.12658228] ; [10.12658228  5.87341772],0
d5,1,0.532365,0.389874,[55  8] ; [13  3],[54.2278481  8.7721519] ; [13.7721519  2.2278481],0
v1,1,0.539539,0.376394,[34 29] ; [10  6],[35.08860759 27.91139241] ; [8.91139241 7.08860759],0
r2,1,0.574922,0.314516,[60  2] ; [15  1],[59.61538462  2.38461538] ; [15.38461538  0.61538462],0
n1,1,0.588792,0.292235,[4 9] ; [3 4],[4.55 8.45] ; [2.45 4.55],0
b1,1,0.607507,0.263822,[27 36] ; [8 8],[27.91139241 35.08860759] ; [7.08860759 8.91139241],0
a3,1,0.636018,0.223987,[47 16] ; [11  5],[46.25316456 16.74683544] ; [11.74683544  4.25316456],0
p1,1,0.656832,0.197395,[ 9 54] ; [ 3 13],[ 9.56962025 53.43037975] ; [ 2.43037975 13.56962025],0
b4,1,0.69029,0.158771,[35 28] ; [8 8],[34.29113924 28.70886076] ; [8.70886076 7.29113924],0
r1,1,0.704379,0.143957,[50 13] ; [12  4],[49.44303797 13.55696203] ; [12.55696203  3.44303797],0
n4,1,0.733901,0.11556,[46 17] ; [11  5],[45.4556962 17.5443038] ; [11.5443038  4.4556962],0
a5,1,0.733901,0.11556,[46 17] ; [11  5],[45.4556962 17.5443038] ; [11.5443038  4.4556962],0
n6,1,0.781654,0.07682,[53 10] ; [13  3],[52.63291139 10.36708861] ; [13.36708861  2.63291139],0
u3,1,0.818769,0.0525,[12  4] ; [4 1],[12.19047619  3.80952381] ; [3.80952381 1.19047619],0
r4,1,0.820111,0.051712,[58  5] ; [15  1],[58.21518987  4.78481013] ; [14.78481013  1.21518987],0
a4,1,0.864837,0.028975,[30 33] ; [8 8],[30.30379747 32.69620253] ; [7.69620253 8.30379747],0
s5,1,0.877791,0.023645,[36 22] ; [9 5],[36.25 21.75] ; [8.75 5.25],0
a8,1,0.878187,0.023491,[ 3 54] ; [ 1 15],[ 3.12328767 53.87671233] ; [ 0.87671233 15.12328767],0
u2,1,0.88242,0.021875,[9 7] ; [3 2],[9.14285714 6.85714286] ; [2.85714286 2.14285714],0
n2,1,0.918517,0.010466,[9 4] ; [5 2],[9.1 3.9] ; [4.9 2.1],0
n3,1,0.94766,0.004309,[11  2] ; [6 1],[11.05  1.95] ; [5.95 1.05],0
d2,1,0.965056,0.001919,[39 24] ; [10  6],[39.07594937 23.92405063] ; [9.92405063 6.07594937],0
