Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.001678,9.872637,[39 28] ; [ 2 13],[33.5 33.5] ; [7.5 7.5],0
a3,1,0.001933,9.612199,[57 11] ; [7 8],[52.43373494 15.56626506] ; [11.56626506  3.43373494],0
r2,1,0.009176,6.788326,[64  4] ; [10  4],[61.36585366  6.63414634] ; [12.63414634  1.36585366],0
s3,1,0.015885,5.815522,[52 15] ; [7 8],[48.20731707 18.79268293] ; [10.79268293  4.20731707],0
p1,1,0.044233,4.047636,[22 46] ; [ 1 14],[18.84337349 49.15662651] ; [ 4.15662651 10.84337349],0
a5,1,0.050642,3.820083,[53 15] ; [8 7],[49.97590361 18.02409639] ; [11.02409639  3.97590361],0
d5,1,0.061718,3.490609,[55 12] ; [9 6],[52.29268293 14.70731707] ; [11.70731707  3.29268293],0
a4,1,0.068141,3.327239,[31 37] ; [ 3 12],[27.85542169 40.14457831] ; [6.14457831 8.85542169],0
d1,1,0.076779,3.131807,[44 24] ; [6 9],[40.96385542 27.03614458] ; [9.03614458 5.96385542],0
n1,1,0.079008,3.085185,[8 4] ; [1 4],[6.35294118 5.64705882] ; [2.64705882 2.35294118],0
s7,1,0.079151,3.082258,[54 11] ; [8 5],[51.66666667 13.33333333] ; [10.33333333  2.66666667],0
s8,1,0.082981,3.005523,[47 20] ; [7 8],[44.12195122 22.87804878] ; [9.87804878 5.12195122],0
u2,1,0.12707,2.327943,[6 5] ; [7 1],[7.52631579 3.47368421] ; [5.47368421 2.52631579],0
n5,1,0.133023,2.256868,[63  5] ; [12  3],[61.44578313  6.55421687] ; [13.55421687  1.44578313],0
v3,1,0.133588,2.250303,[41 26] ; [6 9],[38.40243902 28.59756098] ; [8.59756098 6.40243902],0
p6,1,0.181896,1.782068,[46 21] ; [7 7],[43.83950617 23.16049383] ; [9.16049383 4.83950617],0
a1,1,0.195146,1.678331,[ 9 59] ; [ 4 11],[10.65060241 57.34939759] ; [ 2.34939759 12.65060241],0
s2,1,0.196653,1.667061,[48 20] ; [8 7],[45.87951807 22.12048193] ; [10.12048193  4.87951807],0
u3,1,0.310596,1.028139,[8 3] ; [4 4],[6.94736842 4.05263158] ; [5.05263158 2.94736842],0
n4,1,0.313152,1.017333,[64  4] ; [13  2],[63.08433735  4.91566265] ; [13.91566265  1.08433735],0
p4,1,0.318114,0.996684,[59  7] ; [12  3],[57.85185185  8.14814815] ; [13.14814815  1.85185185],0
s4,1,0.396242,0.719702,[10 57] ; [ 1 14],[ 8.98780488 58.01219512] ; [ 2.01219512 12.98780488],0
n2,1,0.472766,0.515503,[10  3] ; [3 2],[9.38888889 3.61111111] ; [3.61111111 1.38888889],0
s5,1,0.563198,0.334197,[46 20] ; [8 5],[45.11392405 20.88607595] ; [8.88607595 4.11392405],0
p7,1,0.569401,0.323685,[52 13] ; [11  4],[51.1875 13.8125] ; [11.8125  3.1875],0
p3,1,0.625466,0.23826,[53 14] ; [11  4],[52.29268293 14.70731707] ; [11.70731707  3.29268293],0
s1,1,0.666549,0.185665,[ 7 61] ; [ 1 14],[ 6.55421687 61.44578313] ; [ 1.44578313 13.55421687],0
a7,1,0.676725,0.173836,[49 19] ; [10  5],[48.3373494 19.6626506] ; [10.6626506  4.3373494],0
p10,1,0.706203,0.1421,[60  7] ; [13  1],[60.38271605  6.61728395] ; [12.61728395  1.38271605],0
r4,1,0.712066,0.136222,[65  3] ; [14  1],[64.72289157  3.27710843] ; [14.27710843  0.72289157],0
p11,1,0.720385,0.128124,[57 11] ; [12  3],[56.53012048 11.46987952] ; [12.46987952  2.53012048],0
d4,1,0.767491,0.087414,[56 11] ; [13  2],[56.37804878 10.62195122] ; [12.62195122  2.37804878],0
v2,1,0.811372,0.056957,[38 29] ; [8 7],[37.58536585 29.41463415] ; [8.41463415 6.58536585],0
n3,1,0.813945,0.055385,[7 6] ; [3 2],[7.22222222 5.77777778] ; [2.77777778 2.22222222],0
b5,1,0.8152,0.054626,[34 34] ; [7 8],[33.59036145 34.40963855] ; [7.40963855 7.59036145],0
p12,1,0.831905,0.045054,[20 48] ; [ 4 11],[19.6626506 48.3373494] ; [ 4.3373494 10.6626506],0
d3,1,0.880987,0.022415,[46 21] ; [10  5],[45.75609756 21.24390244] ; [10.24390244  4.75609756],0
p2,1,0.891174,0.01872,[58 10] ; [13  2],[58.1686747  9.8313253] ; [12.8313253  2.1686747],0
n6,1,0.918833,0.010384,[63  4] ; [14  1],[62.91463415  4.08536585] ; [14.08536585  0.91463415],0
b2,1,0.919288,0.010268,[25 27] ; [4 4],[25.13333333 26.86666667] ; [3.86666667 4.13333333],0
b3,1,0.919288,0.010268,[25 27] ; [4 4],[25.13333333 26.86666667] ; [3.86666667 4.13333333],0
b4,1,0.933163,0.007033,[40 28] ; [9 6],[40.14457831 27.85542169] ; [8.85542169 6.14457831],0
b1,1,0.933163,0.007033,[28 40] ; [6 9],[27.85542169 40.14457831] ; [6.14457831 8.85542169],0
p8,1,0.9375,0.006148,[55 13] ; [12  3],[54.89156627 13.10843373] ; [12.10843373  2.89156627],0
v1,1,0.970435,0.001374,[45 22] ; [10  5],[44.93902439 22.06097561] ; [10.06097561  4.93902439],0
a6,1,0.982998,0.000454,[40 27] ; [9 6],[40.03658537 26.96341463] ; [8.96341463 6.03658537],0
