Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,55.671251,[133  36] ; [27 60],[105.625  63.375] ; [54.375 32.625],1
a5,1,0.000462,12.264152,[121  48] ; [43 44],[108.265625  60.734375] ; [55.734375 31.265625],1
a4,1,0.001284,10.366034,[79 88] ; [23 64],[67.06299213 99.93700787] ; [34.93700787 52.06299213],0
n1,1,0.003045,8.780555,[24 23] ; [ 9 34],[17.23333333 29.76666667] ; [15.76666667 27.23333333],0
s7,1,0.010758,6.50487,[ 39 121] ; [ 9 75],[ 31.47540984 128.52459016] ; [16.52459016 67.47540984],0
a8,1,0.01158,6.374106,[ 19 140] ; [ 2 82],[ 13.74074074 145.25925926] ; [ 7.25925926 76.74074074],0
p3,1,0.015842,5.8203,[ 46 122] ; [12 74],[ 38.36220472 129.63779528] ; [19.63779528 66.36220472],0
p2,1,0.022449,5.210655,[114  55] ; [46 41],[105.625  63.375] ; [54.375 32.625],0
n6,1,0.024048,5.091136,[127  41] ; [54 33],[119.24705882  48.75294118] ; [61.75294118 25.24705882],0
p11,1,0.033421,4.524105,[116  53] ; [48 39],[108.265625  60.734375] ; [55.734375 31.265625],0
u3,1,0.072997,3.214315,[26 38] ; [24 17],[30.47619048 33.52380952] ; [19.52380952 21.47619048],0
p4,1,0.074923,3.17173,[ 61 107] ; [22 65],[ 54.68235294 113.31764706] ; [28.31764706 58.68235294],0
p6,1,0.077935,3.10745,[ 19 148] ; [ 4 82],[ 15.18181818 151.81818182] ; [ 7.81818182 78.18181818],0
v1,1,0.0937,2.809622,[71 94] ; [28 59],[ 64.82142857 100.17857143] ; [34.17857143 52.82142857],0
n3,1,0.098202,2.734507,[32 14] ; [22 20],[28.22727273 17.77272727] ; [25.77272727 16.22727273],0
p1,1,0.099083,2.720245,[ 18 150] ; [ 4 83],[ 14.49411765 153.50588235] ; [ 7.50588235 79.49411765],0
p12,1,0.099176,2.718752,[  9 158] ; [ 1 86],[  6.57480315 160.42519685] ; [ 3.42519685 83.57480315],0
d2,1,0.112872,2.513537,[70 95] ; [28 59],[ 64.16666667 100.83333333] ; [33.83333333 53.16666667],0
a3,1,0.123442,2.373095,[105  62] ; [46 41],[99.27952756 67.72047244] ; [51.72047244 35.27952756],0
a1,1,0.146161,2.111863,[ 11 158] ; [ 2 85],[  8.58203125 160.41796875] ; [ 4.41796875 82.58203125],0
