Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.004183,8.202712,[ 5 30] ; [4 2],[ 7.68292683 27.31707317] ; [1.31707317 4.68292683],0
p8,1,0.004953,7.896549,[ 5 29] ; [4 2],[ 7.65 26.35] ; [1.35 4.65],0
p9,1,0.014447,5.982738,[ 6 26] ; [4 2],[ 8.42105263 23.57894737] ; [1.57894737 4.42105263],0
r1,1,0.016035,5.79906,[11 24] ; [5 1],[13.65853659 21.34146341] ; [2.34146341 3.65853659],0
n6,1,0.028193,4.816208,[12 22] ; [5 1],[14.45 19.55] ; [2.55 3.45],0
s5,1,0.035153,4.437709,[ 2 33] ; [2 4],[ 3.41463415 31.58536585] ; [0.58536585 5.41463415],0
a6,1,0.049219,3.867863,[21 14] ; [1 5],[18.7804878 16.2195122] ; [3.2195122 2.7804878],0
s2,1,0.086791,2.93291,[ 3 32] ; [2 4],[ 4.26829268 30.73170732] ; [0.73170732 5.26829268],0
v1,1,0.11387,2.499677,[ 7 28] ; [3 3],[ 8.53658537 26.46341463] ; [1.46341463 4.53658537],0
p10,1,0.125047,2.352941,[ 7 27] ; [3 3],[ 8.5 25.5] ; [1.5 4.5],0
p11,1,0.160739,1.967256,[ 4 31] ; [2 4],[ 5.12195122 29.87804878] ; [0.87804878 5.12195122],0
p7,1,0.185272,1.754821,[ 4 29] ; [2 4],[ 5.07692308 27.92307692] ; [0.92307692 5.07692308],0
u3,1,0.254565,1.298077,[ 2 11] ; [1 1],[ 2.6 10.4] ; [0.4 1.6],0
a4,1,0.305982,1.047938,[15 19] ; [1 4],[13.94871795 20.05128205] ; [2.05128205 2.94871795],0
s8,1,0.341185,0.905973,[ 2 33] ; [1 5],[ 2.56097561 32.43902439] ; [0.43902439 5.56097561],0
a7,1,0.342794,0.899955,[16 19] ; [4 2],[17.07317073 17.92682927] ; [2.92682927 3.07317073],0
a3,1,0.498174,0.458824,[22 12] ; [4 1],[22.66666667 11.33333333] ; [3.33333333 1.66666667],0
b5,1,0.550836,0.355821,[13 22] ; [3 3],[13.65853659 21.34146341] ; [2.34146341 3.65853659],0
p5,1,0.554916,0.348584,[ 3 31] ; [1 5],[ 3.4 30.6] ; [0.6 5.4],0
n5,1,0.580874,0.304823,[27  8] ; [4 2],[26.46341463  8.53658537] ; [4.53658537 1.46341463],0
d5,1,0.645962,0.211029,[21 14] ; [3 3],[20.48780488 14.51219512] ; [3.51219512 2.48780488],0
d4,1,0.645962,0.211029,[21 14] ; [3 3],[20.48780488 14.51219512] ; [3.51219512 2.48780488],0
d1,1,0.645962,0.211029,[14 21] ; [3 3],[14.51219512 20.48780488] ; [2.48780488 3.51219512],0
b1,1,0.645962,0.211029,[21 14] ; [3 3],[20.48780488 14.51219512] ; [3.51219512 2.48780488],0
v3,1,0.697146,0.151457,[ 9 26] ; [2 4],[ 9.3902439 25.6097561] ; [1.6097561 4.3902439],0
s4,1,0.717146,0.131243,[ 4 31] ; [1 5],[ 4.26829268 30.73170732] ; [0.73170732 5.26829268],0
p4,1,0.737828,0.112045,[ 4 30] ; [1 5],[ 4.25 29.75] ; [0.75 5.25],0
d3,1,0.74462,0.106108,[15 20] ; [3 3],[15.36585366 19.63414634] ; [2.63414634 3.36585366],0
a5,1,0.74462,0.106108,[20 15] ; [3 3],[19.63414634 15.36585366] ; [3.36585366 2.63414634],0
s7,1,0.781727,0.076768,[ 5 28] ; [1 4],[ 5.21052632 27.78947368] ; [0.78947368 4.21052632],0
n4,1,0.812765,0.056103,[25 10] ; [4 2],[24.75609756 10.24390244] ; [4.24390244 1.75609756],0
p3,1,0.878828,0.023243,[ 5 30] ; [1 5],[ 5.12195122 29.87804878] ; [0.87804878 5.12195122],0
v2,1,0.901307,0.015379,[ 5 29] ; [1 5],[ 5.1 28.9] ; [0.9 5.1],0
s1,1,0.977151,0.00082,[ 6 29] ; [1 5],[ 5.97560976 29.02439024] ; [1.02439024 4.97560976],0
p1,1,0.977151,0.00082,[ 6 29] ; [1 5],[ 5.97560976 29.02439024] ; [1.02439024 4.97560976],0
