Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,5e-06,20.991356,[19 48] ; [21  5],[28.8172043 38.1827957] ; [11.1827957 14.8172043],1
p6,1,2.6e-05,17.667944,[ 6 62] ; [13 15],[13.45833333 54.54166667] ; [ 5.54166667 22.45833333],1
s8,1,4.8e-05,16.520301,[ 9 60] ; [15 14],[16.89795918 52.10204082] ; [ 7.10204082 21.89795918],1
p10,1,9.9e-05,15.1629,[25 44] ; [23  6],[33.79591837 35.20408163] ; [14.20408163 14.79591837],1
s6,1,0.000428,12.40713,[19 50] ; [19 10],[26.75510204 42.24489796] ; [11.24489796 17.75510204],1
p11,1,0.000558,11.911171,[26 43] ; [22  7],[33.79591837 35.20408163] ; [14.20408163 14.79591837],1
s7,1,0.006305,7.461002,[10 52] ; [12 16],[15.15555556 46.84444444] ; [ 6.84444444 21.15555556],0
n4,1,0.006964,7.28215,[42 27] ; [ 9 20],[35.90816327 33.09183673] ; [15.09183673 13.90816327],0
b4,1,0.018638,5.535144,[44 25] ; [11 18],[38.7244898 30.2755102] ; [16.2755102 12.7244898],0
p2,1,0.020822,5.341643,[37 31] ; [23  6],[42.06185567 25.93814433] ; [17.93814433 11.06185567],0
r3,1,0.026329,4.934289,[44 25] ; [25  4],[48.58163265 20.41836735] ; [20.41836735  8.58163265],0
p3,1,0.03218,4.58889,[16 53] ; [13 16],[20.41836735 48.58163265] ; [ 8.58163265 20.41836735],0
b5,1,0.040072,4.214853,[37 32] ; [22  7],[41.54081633 27.45918367] ; [17.45918367 11.54081633],0
s5,1,0.046289,3.971064,[ 9 57] ; [ 9 20],[12.50526316 53.49473684] ; [ 5.49473684 23.50526316],0
p9,1,0.047655,3.922122,[35 34] ; [21  8],[39.42857143 29.57142857] ; [16.57142857 12.42857143],0
s2,1,0.051558,3.790043,[18 51] ; [13 15],[22.05154639 46.94845361] ; [ 8.94845361 19.05154639],0
a4,1,0.053851,3.717327,[31 38] ; [ 7 22],[26.75510204 42.24489796] ; [11.24489796 17.75510204],0
a3,1,0.064279,3.423377,[42 26] ; [12 17],[37.8556701 30.1443299] ; [16.1443299 12.8556701],0
p4,1,0.075905,3.150477,[18 50] ; [13 16],[21.73195876 46.26804124] ; [ 9.26804124 19.73195876],0
d1,1,0.092473,2.830785,[21 48] ; [14 15],[24.64285714 44.35714286] ; [10.35714286 18.64285714],0
s3,1,0.095767,2.774664,[31 37] ; [18 10],[34.70833333 33.29166667] ; [14.29166667 13.70833333],0
d3,1,0.09848,2.729995,[34 33] ; [20  9],[37.6875 29.3125] ; [16.3125 12.6875],0
v4,1,0.102683,2.663374,[48 20] ; [25  4],[51.17525773 16.82474227] ; [21.82474227  7.17525773],0
a7,1,0.109402,2.562839,[38 31] ; [21  8],[41.54081633 27.45918367] ; [17.45918367 11.54081633],0
a1,1,0.152043,2.051629,[ 9 60] ; [ 1 28],[ 7.04081633 61.95918367] ; [ 2.95918367 26.04081633],0
n2,1,0.173617,1.851429,[16 14] ; [5 1],[17.5 12.5] ; [3.5 2.5],0
n5,1,0.182515,1.777026,[31 37] ; [ 9 20],[28.04123711 39.95876289] ; [11.95876289 17.04123711],0
d5,1,0.228933,1.447477,[38 30] ; [20  9],[40.65979381 27.34020619] ; [17.34020619 11.65979381],0
r1,1,0.250654,1.319657,[39 30] ; [20  9],[41.54081633 27.45918367] ; [17.45918367 11.54081633],0
r4,1,0.250654,1.319657,[39 30] ; [20  9],[41.54081633 27.45918367] ; [17.45918367 11.54081633],0
a8,1,0.344423,0.8939,[ 9 57] ; [ 2 27],[ 7.64210526 58.35789474] ; [ 3.35789474 25.64210526],0
v1,1,0.347001,0.884392,[20 48] ; [11 17],[21.95833333 46.04166667] ; [ 9.04166667 18.95833333],0
n3,1,0.368261,0.809524,[15 13] ; [2 4],[14. 14.] ; [3. 3.],0
n1,1,0.437813,0.602007,[10 20] ; [3 3],[10.83333333 19.16666667] ; [2.16666667 3.83333333],0
s4,1,0.440624,0.594656,[12 57] ; [ 7 22],[13.37755102 55.62244898] ; [ 5.62244898 23.37755102],0
u1,1,0.474072,0.512468,[ 5 64] ; [ 1 28],[ 4.2244898 64.7755102] ; [ 1.7755102 27.2244898],0
a6,1,0.498997,0.457069,[42 26] ; [20  9],[43.46391753 24.53608247] ; [18.53608247 10.46391753],0
a2,1,0.546946,0.362817,[13 56] ; [ 4 25],[11.96938776 57.03061224] ; [ 5.03061224 23.96938776],0
u3,1,0.547774,0.361321,[15 12] ; [11  6],[15.95454545 11.04545455] ; [10.04545455  6.95454545],0
u2,1,0.547774,0.361321,[15 12] ; [11  6],[15.95454545 11.04545455] ; [10.04545455  6.95454545],0
s1,1,0.573692,0.316544,[ 5 64] ; [ 3 25],[ 5.69072165 63.30927835] ; [ 2.30927835 25.69072165],0
p1,1,0.623856,0.240485,[ 5 63] ; [ 3 26],[ 5.60824742 62.39175258] ; [ 2.39175258 26.60824742],0
a5,1,0.628628,0.233926,[37 32] ; [14 15],[35.90816327 33.09183673] ; [15.09183673 13.90816327],0
b1,1,0.662945,0.189966,[39 30] ; [15 14],[38.02040816 30.97959184] ; [15.97959184 13.02040816],0
b2,1,0.668689,0.18314,[13 30] ; [ 5 15],[12.28571429 30.71428571] ; [ 5.71428571 14.28571429],0
b3,1,0.668689,0.18314,[13 30] ; [ 5 15],[12.28571429 30.71428571] ; [ 5.71428571 14.28571429],0
d4,1,0.745459,0.105386,[47 21] ; [21  8],[47.67010309 20.32989691] ; [20.32989691  8.67010309],0
d2,1,0.765363,0.08907,[28 40] ; [11 18],[27.34020619 40.65979381] ; [11.65979381 17.34020619],0
p5,1,0.885344,0.020793,[ 2 67] ; [ 1 28],[ 2.1122449 66.8877551] ; [ 0.8877551 28.1122449],0
v3,1,0.955281,0.003145,[ 9 56] ; [ 4 24],[ 9.08602151 55.91397849] ; [ 3.91397849 24.08602151],0
r2,1,0.961627,0.002315,[56 12] ; [24  5],[56.08247423 11.91752577] ; [23.91752577  5.08247423],0
