Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,2.2e-05,18.00357,[ 8 30] ; [39 21],[18.2244898 19.7755102] ; [28.7755102 31.2244898],1
s7,1,0.029184,4.756718,[ 4 30] ; [18 38],[ 8.31111111 25.68888889] ; [13.68888889 42.31111111],0
n1,1,0.030547,4.678254,[10  8] ; [ 4 15],[ 6.81081081 11.18918919] ; [ 7.18918919 11.81081081],0
s2,1,0.064517,3.417296,[ 8 30] ; [23 36],[12.1443299 25.8556701] ; [18.8556701 40.1443299],0
p6,1,0.071131,3.256723,[ 4 34] ; [15 44],[ 7.44329897 30.55670103] ; [11.55670103 47.44329897],0
s3,1,0.073007,3.214085,[15 22] ; [35 24],[19.27083333 17.72916667] ; [30.72916667 28.27083333],0
d2,1,0.078745,3.090624,[19 18] ; [20 40],[14.87628866 22.12371134] ; [24.12371134 35.87628866],0
r1,1,0.100513,2.697378,[19 19] ; [40 20],[22.87755102 15.12244898] ; [36.12244898 23.87755102],0
b3,1,0.112235,2.522472,[11 18] ; [ 7 28],[ 8.15625 20.84375] ; [ 9.84375 25.15625],0
b2,1,0.112235,2.522472,[11 18] ; [ 7 28],[ 8.15625 20.84375] ; [ 9.84375 25.15625],0
b5,1,0.141003,2.166983,[19 19] ; [39 21],[22.48979592 15.51020408] ; [35.51020408 24.48979592],0
n2,1,0.141182,2.165031,[ 8 10] ; [13  6],[10.21621622  7.78378378] ; [10.78378378  8.21621622],0
v1,1,0.144319,2.131297,[ 9 29] ; [22 36],[12.27083333 25.72916667] ; [18.72916667 39.27083333],0
a6,1,0.157359,1.999424,[20 17] ; [41 19],[23.26804124 13.73195876] ; [37.73195876 22.26804124],0
p1,1,0.158264,1.990734,[ 5 33] ; [ 3 56],[ 3.13402062 34.86597938] ; [ 4.86597938 54.13402062],0
a4,1,0.16471,1.93044,[18 20] ; [20 40],[14.73469388 23.26530612] ; [23.26530612 36.73469388],0
n5,1,0.244239,1.355961,[18 19] ; [22 38],[15.25773196 21.74226804] ; [24.74226804 35.25773196],0
d4,1,0.247567,1.336984,[23 14] ; [44 16],[25.55670103 11.44329897] ; [41.44329897 18.55670103],0
d3,1,0.306066,1.047575,[18 19] ; [35 24],[20.42708333 16.57291667] ; [32.57291667 26.42708333],0
a2,1,0.313754,1.014805,[ 8 30] ; [ 8 52],[ 6.20408163 31.79591837] ; [ 9.79591837 50.20408163],0
a7,1,0.335097,0.9291,[21 17] ; [39 21],[23.26530612 14.73469388] ; [36.73469388 23.26530612],0
u3,1,0.353855,0.859585,[8 8] ; [18 10],[9.45454545 6.54545455] ; [16.54545455 11.45454545],0
n3,1,0.404239,0.695681,[7 9] ; [11  8],[8.22857143 7.77142857] ; [9.77142857 9.22857143],0
d1,1,0.428881,0.625853,[15 23] ; [19 41],[13.18367347 24.81632653] ; [20.81632653 39.18367347],0
r2,1,0.542027,0.371796,[29  8] ; [50 10],[30.13402062  6.86597938] ; [48.86597938 11.13402062],0
a3,1,0.555222,0.348044,[22 15] ; [32 28],[20.59793814 16.40206186] ; [33.40206186 26.59793814],0
a8,1,0.694534,0.154221,[ 5 33] ; [ 6 51],[ 4.4 33.6] ; [ 6.6 50.4],0
b4,1,0.695575,0.153116,[20 18] ; [34 26],[20.93877551 17.06122449] ; [33.06122449 26.93877551],0
p5,1,0.727249,0.121652,[ 1 36] ; [ 1 59],[ 0.7628866 36.2371134] ; [ 1.2371134 58.7628866],0
a5,1,0.747582,0.103574,[19 19] ; [32 28],[19.7755102 18.2244898] ; [31.2244898 28.7755102],0
d5,1,0.752616,0.099346,[21 16] ; [36 24],[21.74226804 15.25773196] ; [35.25773196 24.74226804],0
u2,1,0.772022,0.083944,[9 7] ; [17 11],[9.45454545 6.54545455] ; [16.54545455 11.45454545],0
u1,1,0.777656,0.079736,[ 2 36] ; [ 4 56],[ 2.32653061 35.67346939] ; [ 3.67346939 56.32653061],0
n4,1,0.79956,0.064474,[20 18] ; [30 30],[19.3877551 18.6122449] ; [30.6122449 29.3877551],0
v3,1,0.947083,0.004405,[ 5 30] ; [ 8 50],[ 4.89247312 30.10752688] ; [ 8.10752688 49.89247312],0
b1,1,0.979641,0.000651,[21 17] ; [33 27],[20.93877551 17.06122449] ; [33.06122449 26.93877551],0
