Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,27.118195,[33 30] ; [ 23 114],[17.64 45.36] ; [38.36 98.64],1
p2,1,8.9e-05,15.356071,[52 11] ; [73 63],[39.57286432 23.42713568] ; [85.42713568 50.57286432],1
s7,1,0.000425,12.420321,[21 40] ; [ 16 111],[12.00531915 48.99468085] ; [ 24.99468085 102.00531915],1
p7,1,0.000511,12.073288,[39 25] ; [47 88],[27.65829146 36.34170854] ; [58.34170854 76.65829146],1
p6,1,0.000981,10.8627,[21 42] ; [ 18 117],[12.40909091 50.59090909] ; [ 26.59090909 108.40909091],1
p8,1,0.014859,5.933138,[29 34] ; [39 98],[21.42 41.58] ; [46.58 90.42],0
d3,1,0.023026,5.166541,[45 19] ; [72 63],[37.6281407 26.3718593] ; [79.3718593 55.6281407],0
p11,1,0.031237,4.639894,[47 17] ; [79 58],[40.11940299 23.88059701] ; [85.88059701 51.11940299],0
v4,1,0.036145,4.390266,[58  6] ; [106  29],[52.74371859 11.25628141] ; [111.25628141  23.74371859],0
n6,1,0.044412,4.040838,[49 14] ; [87 50],[42.84 20.16] ; [93.16 43.84],0
a3,1,0.051496,3.792084,[45 19] ; [76 60],[38.72 25.28] ; [82.28 53.72],0
p5,1,0.059754,3.544192,[ 3 60] ; [  1 135],[ 1.26633166 61.73366834] ; [  2.73366834 133.26633166],0
p10,1,0.072691,3.221188,[43 21] ; [72 62],[37.17171717 26.82828283] ; [77.82828283 56.17171717],0
a5,1,0.081458,3.035573,[42 22] ; [72 65],[36.29850746 27.70149254] ; [77.70149254 59.29850746],0
a2,1,0.083435,2.996685,[14 50] ; [ 17 120],[ 9.87064677 54.12935323] ; [ 21.12935323 115.87064677],0
n3,1,0.093959,2.805195,[14  4] ; [30 24],[11.  7.] ; [33. 21.],0
a4,1,0.117451,2.45098,[29 35] ; [46 90],[24. 40.] ; [51. 85.],0
s8,1,0.130804,2.282941,[12 52] ; [ 15 122],[ 8.59701493 55.40298507] ; [ 18.40298507 118.59701493],0
s1,1,0.149692,2.075384,[ 4 60] ; [  3 132],[ 2.25125628 61.74874372] ; [  4.74874372 130.25125628],0
b2,1,0.155457,2.017867,[17 22] ; [23 53],[13.56521739 25.43478261] ; [26.43478261 49.56521739],0
b3,1,0.155457,2.017867,[17 22] ; [23 53],[13.56521739 25.43478261] ; [26.43478261 49.56521739],0
a1,1,0.171982,1.865582,[ 1 63] ; [  8 129],[ 2.86567164 61.13432836] ; [  6.13432836 130.86567164],0
a7,1,0.181416,1.78599,[46 18] ; [84 51],[41.80904523 22.19095477] ; [88.19095477 46.80904523],0
a6,1,0.224419,1.475886,[44 20] ; [82 55],[40.11940299 23.88059701] ; [85.88059701 51.11940299],0
p9,1,0.248776,1.330162,[43 21] ; [78 55],[39.30964467 24.69035533] ; [81.69035533 51.30964467],0
r4,1,0.272243,1.205409,[47 17] ; [90 47],[43.62189055 20.37810945] ; [93.37810945 43.62189055],0
v2,1,0.284199,1.146901,[24 36] ; [42 89],[20.73298429 39.26701571] ; [45.26701571 85.73298429],0
u1,1,0.286486,1.13606,[ 7 57] ; [  9 128],[ 5.09452736 58.90547264] ; [ 10.90547264 126.09452736],0
p1,1,0.300702,1.071078,[ 7 57] ; [  9 126],[ 5.14572864 58.85427136] ; [ 10.85427136 124.14572864],0
r3,1,0.342703,0.900293,[54 10] ; [107  29],[51.52 12.48] ; [109.48  26.52],0
d5,1,0.351944,0.866437,[47 17] ; [91 45],[44.16 19.84] ; [93.84 42.16],0
d4,1,0.375567,0.785163,[48 16] ; [93 42],[45.34673367 18.65326633] ; [95.65326633 39.34673367],0
u2,1,0.398815,0.711897,[10  8] ; [27 34],[8.43037975 9.56962025] ; [28.56962025 32.43037975],0
s4,1,0.441992,0.591106,[ 4 60] ; [ 13 124],[ 5.41293532 58.58706468] ; [ 11.58706468 125.41293532],0
n5,1,0.563671,0.333388,[39 25] ; [77 59],[37.12 26.88] ; [78.88 57.12],0
d1,1,0.604038,0.268949,[31 33] ; [61 76],[29.29353234 34.70646766] ; [62.70646766 74.29353234],0
r2,1,0.624225,0.239974,[54  9] ; [112  23],[52.81818182 10.18181818] ; [113.18181818  21.81818182],0
u3,1,0.634894,0.225482,[ 8 11] ; [22 39],[ 7.125 11.875] ; [22.875 38.125],0
d2,1,0.642454,0.215547,[25 39] ; [57 77],[26.50505051 37.49494949] ; [55.49494949 78.50505051],0
