Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,62.06724,[138 107] ; [ 19 113],[102.02917772 142.97082228] ; [54.97082228 77.02917772],1
a3,1,0.0,54.060498,[189  57] ; [50 80],[156.36702128  89.63297872] ; [82.63297872 47.36702128],1
d2,1,0.0,46.343953,[137 107] ; [ 26 106],[105.77659574 138.22340426] ; [57.22340426 74.77659574],1
d1,1,0.0,45.762318,[155  91] ; [35 97],[123.65079365 122.34920635] ; [66.34920635 65.65079365],1
n4,1,1e-06,25.160369,[197  48] ; [74 58],[176.11405836  68.88594164] ; [94.88594164 37.11405836],1
d5,1,1e-06,23.559053,[204  40] ; [80 51],[184.78933333  59.21066667] ; [99.21066667 31.78933333],1
u1,1,1.9e-05,18.254712,[ 49 197] ; [  5 127],[ 35.14285714 210.85714286] ; [ 18.85714286 113.14285714],1
a6,1,4.1e-05,16.830281,[173  72] ; [65 67],[154.66843501  90.33156499] ; [83.33156499 48.66843501],1
d4,1,9e-05,15.334227,[204  40] ; [87 45],[188.84042553  55.15957447] ; [102.15957447  29.84042553],1
r1,1,0.000102,15.105537,[195  49] ; [81 51],[179.10638298  64.89361702] ; [96.89361702 35.10638298],1
r4,1,0.000529,12.009628,[232  14] ; [110  22],[222.57142857  23.42857143] ; [119.42857143  12.57142857],1
s8,1,0.000612,11.740418,[109 136] ; [35 97],[ 93.58090186 151.41909814] ; [50.41909814 81.58090186],1
d3,1,0.001173,10.532353,[168  77] ; [67 63],[153.53333333  91.46666667] ; [81.46666667 48.53333333],0
s6,1,0.00451,8.066296,[165  74] ; [71 60],[152.44324324  86.55675676] ; [83.55675676 47.44324324],0
p10,1,0.009395,6.746157,[190  52] ; [86 44],[179.5483871  62.4516129] ; [96.4516129 33.5483871],0
v1,1,0.014641,5.959164,[100 139] ; [38 93],[ 89.14054054 149.85945946] ; [48.85945946 82.14054054],0
b2,1,0.017177,5.678233,[62 92] ; [17 54],[54.07111111 99.92888889] ; [24.92888889 46.07111111],0
b3,1,0.017177,5.678233,[62 92] ; [17 54],[54.07111111 99.92888889] ; [24.92888889 46.07111111],0
n5,1,0.018191,5.577687,[182  63] ; [82 49],[172.0212766  72.9787234] ; [91.9787234 39.0212766],0
p4,1,0.026715,4.909129,[147  98] ; [63 68],[136.83510638 108.16489362] ; [73.16489362 57.83510638],0
b5,1,0.027062,4.886861,[143 103] ; [92 40],[152.93650794  93.06349206] ; [82.06349206 49.93650794],0
s7,1,0.02872,4.7843,[112 122] ; [46 82],[102.13259669 131.86740331] ; [55.86740331 72.13259669],0
p11,1,0.041305,4.163452,[193  53] ; [91 41],[184.82539683  61.17460317] ; [99.17460317 32.82539683],0
p9,1,0.049437,3.860451,[200  45] ; [94 35],[192.59358289  52.40641711] ; [101.40641711  27.59358289],0
n6,1,0.056123,3.648415,[207  38] ; [101  31],[200.15915119  44.84084881] ; [107.84084881  24.15915119],0
p3,1,0.066633,3.364072,[115 130] ; [49 83],[106.57824934 138.42175066] ; [57.42175066 74.57824934],0
p12,1,0.069031,3.305916,[ 16 227] ; [  3 129],[ 12.312 230.688] ; [  6.688 125.312],0
p2,1,0.083246,3.000365,[205  40] ; [100  31],[198.73670213  46.26329787] ; [106.26329787  24.73670213],0
r2,1,0.088262,2.905799,[229  14] ; [118  14],[224.856  18.144] ; [122.144   9.856],0
p8,1,0.117024,2.456712,[126 120] ; [56 75],[118.75862069 127.24137931] ; [63.24137931 67.75862069],0
s5,1,0.162368,1.952033,[ 79 160] ; [33 94],[ 73.13661202 165.86338798] ; [38.86338798 88.13661202],0
p7,1,0.172565,1.860518,[148  95] ; [68 59],[141.85945946 101.14054054] ; [74.14054054 52.85945946],0
p5,1,0.181412,1.786019,[ 30 215] ; [ 10 119],[ 26.20320856 218.79679144] ; [ 13.79679144 115.20320856],0
p6,1,0.191366,1.707071,[ 90 155] ; [39 91],[ 84.28 160.72] ; [44.72 85.28],0
v4,1,0.239508,1.383486,[235  10] ; [122   9],[232.61968085  12.38031915] ; [124.38031915   6.61968085],0
a1,1,0.361988,0.830984,[ 10 236] ; [  3 129],[  8.46031746 237.53968254] ; [  4.53968254 127.46031746],0
n3,1,0.470734,0.520253,[44 19] ; [20 12],[42.44210526 20.55789474] ; [21.55789474 10.44210526],0
s1,1,0.512665,0.428623,[ 11 231] ; [  8 123],[ 12.32707775 229.67292225] ; [  6.67292225 124.32707775],0
v3,1,0.524865,0.404323,[ 46 195] ; [ 21 107],[ 43.75880759 197.24119241] ; [ 23.24119241 104.75880759],0
