Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,3e-06,21.541153,[160 169] ; [48 11],[176.37113402 152.62886598] ; [31.62886598 27.37113402],1
s2,1,7e-06,20.145734,[115 214] ; [40 21],[130.75641026 198.24358974] ; [24.24358974 36.75641026],1
s5,1,1.8e-05,18.440907,[ 62 263] ; [26 32],[ 74.67362924 250.32637076] ; [13.32637076 44.67362924],1
s3,1,0.001387,10.223439,[143 182] ; [41 21],[154.52196382 170.47803618] ; [29.47803618 32.52196382],0
b1,1,0.010458,6.555101,[130 202] ; [14 49],[121.03291139 210.96708861] ; [22.96708861 40.03291139],0
s7,1,0.042095,4.131363,[103 215] ; [28 33],[109.91556728 208.08443272] ; [21.08443272 39.91556728],0
n4,1,0.047581,3.92474,[221 109] ; [34 29],[214.1221374 115.8778626] ; [40.8778626 22.1221374],0
a8,1,0.050819,3.814239,[ 46 259] ; [ 3 53],[ 41.39889197 263.60110803] ; [ 7.60110803 48.39889197],0
a2,1,0.056722,3.630727,[ 65 267] ; [ 6 57],[ 59.67594937 272.32405063] ; [11.32405063 51.67594937],0
a4,1,0.079392,3.077297,[133 197] ; [18 45],[126.79389313 203.20610687] ; [24.20610687 38.79389313],0
n6,1,0.088659,2.898559,[237  91] ; [52 11],[242.43478261  85.56521739] ; [46.56521739 16.43478261],0
b3,1,0.101854,2.67627,[ 66 133] ; [ 5 23],[ 62.24229075 136.75770925] ; [ 8.75770925 19.24229075],0
b2,1,0.101854,2.67627,[ 66 133] ; [ 5 23],[ 62.24229075 136.75770925] ; [ 8.75770925 19.24229075],0
d4,1,0.102314,2.669097,[256  73] ; [43 20],[250.94642857  78.05357143] ; [48.05357143 14.94642857],0
d3,1,0.107857,2.585349,[201 130] ; [45 18],[206.66497462 124.33502538] ; [39.33502538 23.66497462],0
d2,1,0.124291,2.362397,[144 185] ; [21 42],[138.48214286 190.51785714] ; [26.51785714 36.48214286],0
p8,1,0.142017,2.155967,[106 221] ; [14 47],[101.13402062 225.86597938] ; [18.86597938 42.13402062],0
p4,1,0.1616,1.95919,[ 96 232] ; [13 50],[ 91.43734015 236.56265985] ; [17.56265985 45.43734015],0
p10,1,0.165756,1.92091,[218 108] ; [47 15],[222.65463918 103.34536082] ; [42.34536082 19.65463918],0
n1,1,0.195571,1.675141,[40 66] ; [ 6 19],[37.22137405 68.77862595] ; [ 8.77862595 16.22137405],0
a5,1,0.195659,1.674484,[218 114] ; [36 27],[213.48860759 118.51139241] ; [40.51139241 22.48860759],0
a1,1,0.217646,1.519825,[ 17 315] ; [ 1 62],[ 15.12911392 316.87088608] ; [ 2.87088608 60.12911392],0
d1,1,0.219679,1.506467,[165 167] ; [26 37],[160.53670886 171.46329114] ; [30.46329114 32.53670886],0
s8,1,0.232135,1.427729,[ 91 240] ; [22 41],[ 94.93147208 236.06852792] ; [18.06852792 44.93147208],0
a6,1,0.237246,1.396883,[215 116] ; [36 27],[210.86548223 120.13451777] ; [40.13451777 22.86548223],0
p11,1,0.270598,1.213714,[229 103] ; [39 24],[225.2556962 106.7443038] ; [42.7443038 20.2556962],0
v4,1,0.283146,1.151926,[283  42] ; [57  5],[285.52971576  39.47028424] ; [54.47028424  7.52971576],0
p5,1,0.310234,1.029681,[ 14 314] ; [ 1 62],[ 12.5831202 315.4168798] ; [ 2.4168798 60.5831202],0
s1,1,0.315405,1.007908,[ 14 312] ; [ 1 61],[ 12.60309278 313.39690722] ; [ 2.39690722 59.60309278],0
p9,1,0.327075,0.960442,[229  94] ; [47 14],[232.15625  90.84375] ; [43.84375 17.15625],0
n5,1,0.33165,0.942445,[213 114] ; [37 26],[209.61538462 117.38461538] ; [40.38461538 22.61538462],0
r1,1,0.338813,0.914916,[243  85] ; [43 20],[239.91815857  88.08184143] ; [46.08184143 16.91815857],0
n3,1,0.361272,0.833466,[66 40] ; [18  7],[67.96946565 38.03053435] ; [16.03053435  8.96946565],0
u1,1,0.412285,0.672201,[ 38 294] ; [ 5 58],[ 36.14177215 295.85822785] ; [ 6.85822785 56.14177215],0
a3,1,0.416558,0.660005,[216 113] ; [38 25],[213.17857143 115.82142857] ; [40.82142857 22.17857143],0
v3,1,0.436916,0.604369,[ 99 218] ; [16 45],[ 96.44179894 220.55820106] ; [18.55820106 42.44179894],0
b5,1,0.453813,0.56111,[194 138] ; [40 23],[196.67848101 135.32151899] ; [37.32151899 25.67848101],0
u3,1,0.482511,0.493182,[55 59] ; [14 11],[56.58992806 57.41007194] ; [12.41007194 12.58992806],0
p2,1,0.489001,0.478723,[230 101] ; [41 22],[227.66751269 103.33248731] ; [43.33248731 19.66751269],0
v1,1,0.500516,0.453842,[127 195] ; [22 41],[124.61818182 197.38181818] ; [24.38181818 38.61818182],0
u2,1,0.507293,0.439646,[58 55] ; [11 14],[56.5 56.5] ; [12.5 12.5],0
b4,1,0.51068,0.432674,[194 138] ; [34 29],[191.63544304 140.36455696] ; [36.36455696 26.63544304],0
