Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.000249,13.416365,[ 18 151] ; [29 75],[ 29.0952381 139.9047619] ; [17.9047619 86.0952381],1
p9,1,0.000619,11.716813,[119  49] ; [93 12],[130.46153846  37.53846154] ; [81.53846154 23.46153846],1
p10,1,0.000964,10.895854,[112  56] ; [89 16],[123.69230769  44.30769231] ; [77.30769231 27.69230769],1
n5,1,0.001935,9.609778,[105  66] ; [84 22],[116.67509025  54.32490975] ; [72.32490975 33.67509025],0
n4,1,0.003619,8.46564,[113  59] ; [86 19],[123.566787  48.433213] ; [75.433213 29.566787],0
p8,1,0.004994,7.881622,[74 96] ; [64 41],[85.30909091 84.69090909] ; [52.69090909 52.30909091],0
p4,1,0.005889,7.583964,[84 87] ; [70 36],[95.06859206 75.93140794] ; [58.93140794 47.06859206],0
p12,1,0.006771,7.332652,[  3 169] ; [ 9 96],[  7.45126354 164.54873646] ; [  4.54873646 100.45126354],0
s5,1,0.008133,7.00401,[ 39 131] ; [38 62],[ 48.48148148 121.51851852] ; [28.51851852 71.48148148],0
s8,1,0.012003,6.310383,[ 49 122] ; [46 60],[ 58.64620939 112.35379061] ; [36.35379061 69.64620939],0
s6,1,0.01429,6.002012,[94 77] ; [72 31],[103.59854015  67.40145985] ; [62.40145985 40.59854015],0
p3,1,0.016041,5.798425,[ 62 109] ; [54 52],[71.6101083 99.3898917] ; [44.3898917 61.6101083],0
p5,1,0.017604,5.635179,[ 11 159] ; [16 89],[ 16.69090909 153.30909091] ; [10.30909091 94.69090909],0
r2,1,0.023885,5.102947,[151  17] ; [103   3],[155.73722628  12.26277372] ; [98.26277372  7.73722628],0
a5,1,0.032283,4.583405,[105  67] ; [78 28],[113.22302158  58.77697842] ; [69.77697842 36.22302158],0
r4,1,0.036857,4.357007,[142  30] ; [97  9],[147.8705036  24.1294964] ; [91.1294964 14.8705036],0
n6,1,0.059806,3.542748,[129  42] ; [90 16],[135.19494585  35.80505415] ; [83.80505415 22.19494585],0
r1,1,0.06686,3.358467,[120  52] ; [83 21],[126.50724638  45.49275362] ; [76.49275362 27.50724638],0
p2,1,0.077142,3.124101,[132  39] ; [91 15],[137.66425993  33.33574007] ; [85.33574007 20.66425993],0
p7,1,0.151197,2.060129,[89 77] ; [65 39],[94.68148148 71.31851852] ; [59.31851852 44.68148148],0
v4,1,0.156211,2.01053,[155  16] ; [101   5],[158.03610108  12.96389892] ; [97.96389892  8.03610108],0
d5,1,0.166927,1.910327,[130  41] ; [88 18],[134.57761733  36.42238267] ; [83.42238267 22.57761733],0
n2,1,0.173428,1.853056,[36 21] ; [13  3],[38.26027397 18.73972603] ; [10.73972603  5.26027397],0
p1,1,0.227494,1.456461,[ 12 157] ; [12 94],[ 14.74909091 154.25090909] ; [ 9.25090909 96.74909091],0
b3,1,0.232508,1.425455,[27 68] ; [25 42],[30.49382716 64.50617284] ; [21.50617284 45.49382716],0
b2,1,0.232508,1.425455,[27 68] ; [25 42],[30.49382716 64.50617284] ; [21.50617284 45.49382716],0
s2,1,0.234966,1.410546,[75 97] ; [53 51],[79.76811594 92.23188406] ; [48.23188406 55.76811594],0
p6,1,0.258171,1.278539,[ 51 121] ; [38 67],[ 55.26353791 116.73646209] ; [33.73646209 71.26353791],0
b1,1,0.261565,1.260456,[ 63 109] ; [46 60],[ 67.43884892 104.56115108] ; [41.56115108 64.43884892],0
s1,1,0.283905,1.148301,[ 12 159] ; [ 4 99],[  9.98540146 161.01459854] ; [ 6.01459854 96.98540146],0
p11,1,0.311131,1.025869,[115  57] ; [77 29],[118.79136691  53.20863309] ; [73.20863309 32.79136691],0
a6,1,0.386368,0.750341,[126  45] ; [73 33],[122.84837545  48.15162455] ; [76.15162455 29.84837545],0
a3,1,0.443969,0.586002,[109  62] ; [71 33],[111.92727273  59.07272727] ; [68.07272727 35.92727273],0
d1,1,0.465594,0.532414,[88 84] ; [59 47],[90.94964029 81.05035971] ; [56.05035971 49.94964029],0
s7,1,0.493669,0.468519,[ 62 103] ; [41 57],[ 64.61977186 100.38022814] ; [38.38022814 59.61977186],0
n3,1,0.494125,0.467532,[40 16] ; [10  6],[38.88888889 17.11111111] ; [11.11111111  4.88888889],0
a8,1,0.506902,0.440456,[ 19 143] ; [14 82],[ 20.72093023 141.27906977] ; [12.27906977 83.72093023],0
u1,1,0.536948,0.381226,[ 26 146] ; [19 87],[ 27.84172662 144.15827338] ; [17.15827338 88.84172662],0
a4,1,0.559913,0.339855,[ 66 106] ; [44 61],[ 68.3032491 103.6967509] ; [41.6967509 63.3032491],0
n1,1,0.561391,0.337302,[23 32] ; [8 8],[24.01408451 30.98591549] ; [6.98591549 9.01408451],0
a2,1,0.594451,0.283446,[ 39 133] ; [27 79],[ 40.83453237 131.16546763] ; [25.16546763 80.83453237],0
r3,1,0.595594,0.281692,[153  18] ; [96  9],[154.27173913  16.72826087] ; [94.72826087 10.27173913],0
u3,1,0.622184,0.24281,[37 24] ; [23 12],[38.125 22.875] ; [21.875 13.125],0
d4,1,0.628826,0.233655,[138  33] ; [83 23],[136.42960289  34.57039711] ; [84.57039711 21.42960289],0
d3,1,0.649573,0.206439,[123  47] ; [74 32],[121.34057971  48.65942029] ; [75.65942029 30.34057971],0
s4,1,0.70555,0.142762,[ 31 138] ; [21 83],[ 32.19047619 136.80952381] ; [19.80952381 84.19047619],0
d2,1,0.832742,0.0446,[72 99] ; [46 60],[72.84476534 98.15523466] ; [45.15523466 60.84476534],0
b5,1,0.870021,0.026775,[112  60] ; [68 38],[111.36690647  60.63309353] ; [68.63309353 37.36690647],0
a1,1,0.902075,0.015139,[  7 165] ; [  4 102],[  6.8057554 165.1942446] ; [  4.1942446 101.8057554],0
s3,1,0.9134,0.011827,[88 84] ; [52 51],[87.56363636 84.43636364] ; [52.43636364 50.56363636],0
u2,1,0.94739,0.004354,[35 27] ; [20 15],[35.15463918 26.84536082] ; [19.84536082 15.15463918],0
b4,1,0.951374,0.003719,[98 74] ; [60 46],[97.75539568 74.24460432] ; [60.24460432 45.75539568],0
