Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.004539,8.054616,[33  7] ; [10 11],[28.19672131 11.80327869] ; [14.80327869  6.19672131],0
n5,1,0.004967,7.891279,[35  6] ; [11 10],[30.41935484 10.58064516] ; [15.58064516  5.41935484],0
p3,1,0.005581,7.680991,[25 16] ; [ 5 16],[19.83870968 21.16129032] ; [10.16129032 10.83870968],0
p6,1,0.014525,5.97319,[21 20] ; [ 4 17],[16.53225806 24.46774194] ; [ 8.46774194 12.53225806],0
p2,1,0.021454,5.289538,[37  4] ; [14  7],[33.72580645  7.27419355] ; [17.27419355  3.72580645],0
p10,1,0.024547,5.055596,[38  3] ; [15  6],[35.0483871  5.9516129] ; [17.9516129  3.0483871],0
p11,1,0.056602,3.634254,[37  4] ; [15  6],[34.38709677  6.61290323] ; [17.61290323  3.38709677],0
s7,1,0.076282,3.14239,[34  6] ; [13  7],[31.33333333  8.66666667] ; [15.66666667  4.33333333],0
v3,1,0.084978,2.967033,[17 23] ; [ 4 16],[14. 26.] ; [ 7. 13.],0
v2,1,0.097415,2.747368,[22 16] ; [ 7 13],[19. 19.] ; [10. 10.],0
s2,1,0.113724,2.501691,[28 13] ; [10 11],[25.12903226 15.87096774] ; [12.87096774  8.12903226],0
p12,1,0.118663,2.43488,[ 8 33] ; [ 1 20],[ 5.9516129 35.0483871] ; [ 3.0483871 17.9516129],0
p4,1,0.152931,2.042773,[29 12] ; [11 10],[26.4516129 14.5483871] ; [13.5483871  7.4516129],0
p1,1,0.160838,1.966334,[10 31] ; [ 2 19],[ 7.93548387 33.06451613] ; [ 4.06451613 16.93548387],0
p9,1,0.167189,1.907966,[38  3] ; [17  4],[36.37096774  4.62903226] ; [18.62903226  2.37096774],0
s6,1,0.17747,1.818682,[32  9] ; [13  8],[29.75806452 11.24193548] ; [15.24193548  5.75806452],0
s4,1,0.225412,1.46958,[ 9 32] ; [ 2 19],[ 7.27419355 33.72580645] ; [ 3.72580645 17.27419355],0
a8,1,0.237868,1.393184,[ 5 34] ; [ 5 15],[ 6.61016949 32.38983051] ; [ 3.38983051 16.61016949],0
s3,1,0.260522,1.265982,[31 10] ; [13  8],[29.09677419 11.90322581] ; [14.90322581  6.09677419],0
r1,1,0.290273,1.118356,[28 13] ; [17  4],[29.75806452 11.24193548] ; [15.24193548  5.75806452],0
u3,1,0.332474,0.939239,[9 9] ; [5 2],[10.08  7.92] ; [3.92 3.08],0
p5,1,0.346174,0.887432,[ 8 33] ; [ 2 18],[ 6.72131148 34.27868852] ; [ 3.27868852 16.72131148],0
v1,1,0.415214,0.663821,[23 18] ; [ 9 11],[21.50819672 19.49180328] ; [10.49180328  9.50819672],0
a3,1,0.422029,0.644658,[23 18] ; [14  7],[24.46774194 16.53225806] ; [12.53225806  8.46774194],0
r4,1,0.424502,0.637818,[34  7] ; [19  2],[35.0483871  5.9516129] ; [17.9516129  3.0483871],0
d2,1,0.455029,0.558096,[10 31] ; [ 7 14],[11.24193548 29.75806452] ; [ 5.75806452 15.24193548],0
r3,1,0.494289,0.467176,[37  4] ; [20  1],[37.69354839  3.30645161] ; [19.30645161  1.69354839],0
a5,1,0.516296,0.421285,[25 16] ; [11 10],[23.80645161 17.19354839] ; [12.19354839  8.80645161],0
a6,1,0.516296,0.421285,[25 16] ; [11 10],[23.80645161 17.19354839] ; [12.19354839  8.80645161],0
a2,1,0.593778,0.284483,[ 4 37] ; [ 3 18],[ 4.62903226 36.37096774] ; [ 2.37096774 18.62903226],0
u2,1,0.629412,0.232859,[11  7] ; [5 2],[11.52  6.48] ; [4.48 2.52],0
d3,1,0.643614,0.214047,[17 24] ; [10 11],[17.85483871 23.14516129] ; [ 9.14516129 11.85483871],0
b4,1,0.652449,0.202826,[22 19] ; [10 11],[21.16129032 19.83870968] ; [10.83870968 10.16129032],0
n4,1,0.656737,0.197511,[27 14] ; [15  6],[27.77419355 13.22580645] ; [14.22580645  6.77419355],0
a7,1,0.660982,0.192333,[23 18] ; [13  8],[23.80645161 17.19354839] ; [12.19354839  8.80645161],0
n3,1,0.735317,0.114286,[5 2] ; [4 1],[5.25 1.75] ; [3.75 1.25],0
d1,1,0.762642,0.091212,[ 3 38] ; [ 2 19],[ 3.30645161 37.69354839] ; [ 1.69354839 19.30645161],0
b1,1,0.794159,0.068076,[19 22] ; [ 9 12],[18.51612903 22.48387097] ; [ 9.48387097 11.51612903],0
s5,1,0.795338,0.067281,[14 26] ; [ 6 13],[13.55932203 26.44067797] ; [ 6.44067797 12.55932203],0
n1,1,0.796762,0.066327,[3 4] ; [3 3],[3.23076923 3.76923077] ; [2.76923077 3.23076923],0
b3,1,0.83491,0.043434,[14 14] ; [7 8],[13.6744186 14.3255814] ; [7.3255814 7.6744186],0
b2,1,0.83491,0.043434,[14 14] ; [7 8],[13.6744186 14.3255814] ; [7.3255814 7.6744186],0
r2,1,0.844371,0.038536,[35  5] ; [18  3],[34.75409836  5.24590164] ; [18.24590164  2.75409836],0
a4,1,0.84727,0.037096,[ 7 34] ; [ 4 17],[ 7.27419355 33.72580645] ; [ 3.72580645 17.27419355],0
n2,1,0.852876,0.034392,[5 2] ; [4 2],[4.84615385 2.15384615] ; [4.15384615 1.84615385],0
d4,1,0.930983,0.007501,[21 20] ; [11 10],[21.16129032 19.83870968] ; [10.83870968 10.16129032],0
b5,1,0.93738,0.006172,[23 18] ; [12  9],[23.14516129 17.85483871] ; [11.85483871  9.14516129],0
v4,1,0.967409,0.001669,[38  2] ; [20  1],[38.03278689  1.96721311] ; [19.96721311  1.03278689],0
n6,1,0.970597,0.001359,[35  6] ; [18  3],[35.0483871  5.9516129] ; [17.9516129  3.0483871],0
s1,1,0.983908,0.000407,[ 2 39] ; [ 1 20],[ 1.98387097 39.01612903] ; [ 1.01612903 19.98387097],0
