Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.000516,12.05839,[244  28] ; [86 27],[233.14285714  38.85714286] ; [96.85714286 16.14285714],1
s2,1,0.000574,11.857464,[216  58] ; [72 44],[202.33846154  71.66153846] ; [85.66153846 30.33846154],1
v1,1,0.000583,11.829591,[174  94] ; [53 62],[158.84073107 109.15926893] ; [68.15926893 46.84073107],1
s3,1,0.002476,9.158521,[217  56] ; [74 40],[205.27906977  67.72093023] ; [85.72093023 28.27906977],0
p9,1,0.009486,6.728927,[254  20] ; [95 18],[247.09560724  26.90439276] ; [101.90439276  11.09560724],0
n5,1,0.012908,6.181742,[230  44] ; [84 31],[221.1722365  52.8277635] ; [92.8277635 22.1722365],0
p10,1,0.018263,5.570786,[243  30] ; [92 23],[235.70876289  37.29123711] ; [99.29123711 15.70876289],0
n6,1,0.026715,4.909116,[251  22] ; [98 18],[244.92802057  28.07197943] ; [104.07197943  11.92802057],0
s5,1,0.030522,4.679633,[132 131] ; [43 70],[122.40691489 140.59308511] ; [52.59308511 60.40691489],0
p12,1,0.030532,4.679098,[ 34 239] ; [  6 110],[ 28.07197943 244.92802057] ; [ 11.92802057 104.07197943],0
u4,1,0.036269,4.384399,[ 15 260] ; [  1 115],[ 11.25319693 263.74680307] ; [  4.74680307 111.25319693],0
p5,1,0.037291,4.337053,[ 51 219] ; [ 12 104],[ 44.06735751 225.93264249] ; [18.93264249 97.06735751],0
v3,1,0.038422,4.286251,[134 129] ; [44 68],[124.83733333 138.16266667] ; [53.16266667 58.83733333],0
a5,1,0.070373,3.274294,[226  49] ; [86 30],[219.43734015  55.56265985] ; [92.56265985 23.43734015],0
d1,1,0.072601,3.223206,[185  90] ; [67 49],[177.23785166  97.76214834] ; [74.76214834 41.23785166],0
a7,1,0.088783,2.896301,[190  85] ; [90 26],[196.93094629  78.06905371] ; [83.06905371 32.93094629],0
b3,1,0.100582,2.696296,[ 90 107] ; [26 49],[ 84.01470588 112.98529412] ; [31.98529412 43.01470588],0
b2,1,0.100582,2.696296,[ 90 107] ; [26 49],[ 84.01470588 112.98529412] ; [31.98529412 43.01470588],0
v4,1,0.105392,2.621991,[272   3] ; [111   4],[270.06410256   4.93589744] ; [112.93589744   2.06410256],0
v2,1,0.118914,2.431573,[169  96] ; [63 51],[162.21635884 102.78364116] ; [69.78364116 44.21635884],0
p6,1,0.140204,2.175721,[134 137] ; [47 67],[127.40519481 143.59480519] ; [53.59480519 60.40519481],0
p8,1,0.147927,2.093498,[159 111] ; [58 56],[152.578125 117.421875] ; [64.421875 49.578125],0
u1,1,0.15038,2.068391,[ 76 199] ; [24 92],[ 70.33248082 204.66751918] ; [29.66751918 86.33248082],0
a3,1,0.151959,2.052472,[231  43] ; [90 25],[226.10282776  47.89717224] ; [94.89717224 20.10282776],0
