Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s4,1,0.007458,7.159091,[ 6 18] ; [8 3],[ 9.6 14.4] ; [4.4 6.6],0
b5,1,0.021288,5.30303,[20  4] ; [5 6],[17.14285714  6.85714286] ; [7.85714286 3.14285714],0
n1,1,0.030754,4.666667,[2 6] ; [5 1],[4. 4.] ; [3. 3.],0
p1,1,0.046089,3.978342,[ 1 23] ; [3 8],[ 2.74285714 21.25714286] ; [1.25714286 9.74285714],0
a7,1,0.053309,3.734217,[17  7] ; [4 7],[14.4  9.6] ; [6.6 4.4],0
s7,1,0.081262,3.039474,[ 7 15] ; [7 4],[ 9.33333333 12.66666667] ; [4.66666667 6.33333333],0
v1,1,0.087857,2.913201,[10 14] ; [8 3],[12.34285714 11.65714286] ; [5.65714286 5.34285714],0
p3,1,0.087857,2.913201,[10 14] ; [8 3],[12.34285714 11.65714286] ; [5.65714286 5.34285714],0
b3,1,0.093533,2.8125,[3 9] ; [5 3],[4.8 7.2] ; [3.2 4.8],0
b2,1,0.093533,2.8125,[3 9] ; [5 3],[4.8 7.2] ; [3.2 4.8],0
n5,1,0.180476,1.793698,[14  9] ; [4 7],[12.17647059 10.82352941] ; [5.82352941 5.17647059],0
b1,1,0.226238,1.46436,[18  6] ; [6 5],[16.45714286  7.54285714] ; [7.54285714 3.45714286],0
p7,1,0.30859,1.036702,[20  3] ; [8 3],[18.94117647  4.05882353] ; [9.05882353 1.94117647],0
a3,1,0.327929,0.957058,[11 13] ; [7 4],[12.34285714 11.65714286] ; [5.65714286 5.34285714],0
n3,1,0.333998,0.933333,[6 2] ; [3 3],[5.14285714 2.85714286] ; [3.85714286 2.14285714],0
p11,1,0.345976,0.888162,[17  7] ; [6 5],[15.77142857  8.22857143] ; [7.22857143 3.77142857],0
s3,1,0.387556,0.746596,[11 12] ; [7 4],[12.17647059 10.82352941] ; [5.82352941 5.17647059],0
a2,1,0.392166,0.732214,[ 5 19] ; [ 1 10],[ 4.11428571 19.88571429] ; [1.88571429 9.11428571],0
u1,1,0.395243,0.722752,[ 2 22] ; [2 9],[ 2.74285714 21.25714286] ; [1.25714286 9.74285714],0
s6,1,0.413272,0.669369,[14 10] ; [8 3],[15.08571429  8.91428571] ; [6.91428571 4.08571429],0
b4,1,0.452176,0.565191,[12 12] ; [7 4],[13.02857143 10.97142857] ; [5.97142857 5.02857143],0
d4,1,0.490021,0.47648,[17  7] ; [9 2],[17.82857143  6.17142857] ; [8.17142857 2.82857143],0
r4,1,0.490021,0.47648,[17  7] ; [9 2],[17.82857143  6.17142857] ; [8.17142857 2.82857143],0
a6,1,0.490843,0.474677,[16  8] ; [6 5],[15.08571429  8.91428571] ; [6.91428571 4.08571429],0
v4,1,0.552119,0.353535,[20  4] ; [10  1],[20.57142857  3.42857143] ; [9.42857143 1.57142857],0
p8,1,0.554015,0.350173,[15  9] ; [8 3],[15.77142857  8.22857143] ; [7.22857143 3.77142857],0
p5,1,0.560133,0.339474,[ 1 23] ; [ 1 10],[ 1.37142857 22.62857143] ; [ 0.62857143 10.37142857],0
n4,1,0.599203,0.276199,[11 13] ; [4 7],[10.28571429 13.71428571] ; [4.71428571 6.28571429],0
d1,1,0.632124,0.229191,[11 13] ; [6 5],[11.65714286 12.34285714] ; [5.34285714 5.65714286],0
a4,1,0.65564,0.198864,[ 9 15] ; [5 6],[ 9.6 14.4] ; [4.4 6.6],0
p2,1,0.65564,0.198864,[21  3] ; [9 2],[20.57142857  3.42857143] ; [9.42857143 1.57142857],0
v2,1,0.713926,0.134387,[12 11] ; [5 6],[11.5 11.5] ; [5.5 5.5],0
p10,1,0.719932,0.128558,[16  8] ; [8 3],[16.45714286  7.54285714] ; [7.54285714 3.45714286],0
p4,1,0.719932,0.128558,[16  8] ; [8 3],[16.45714286  7.54285714] ; [7.54285714 3.45714286],0
v3,1,0.75415,0.098077,[ 6 18] ; [2 8],[ 5.64705882 18.35294118] ; [2.35294118 7.64705882],0
s2,1,0.80276,0.062389,[12 12] ; [6 5],[12.34285714 11.65714286] ; [5.65714286 5.34285714],0
d2,1,0.833497,0.044192,[10 14] ; [5 6],[10.28571429 13.71428571] ; [4.71428571 6.28571429],0
a5,1,0.833497,0.044192,[10 14] ; [5 6],[10.28571429 13.71428571] ; [4.71428571 6.28571429],0
s8,1,0.833497,0.044192,[10 14] ; [5 6],[10.28571429 13.71428571] ; [4.71428571 6.28571429],0
r2,1,0.85554,0.033144,[19  5] ; [9 2],[19.2  4.8] ; [8.8 2.2],0
r1,1,0.860817,0.030742,[16  8] ; [7 4],[15.77142857  8.22857143] ; [7.22857143 3.77142857],0
u3,1,0.892795,0.018162,[7 6] ; [2 2],[6.88235294 6.11764706] ; [2.11764706 1.88235294],0
p9,1,0.908333,0.013258,[17  7] ; [8 3],[17.14285714  6.85714286] ; [7.85714286 3.14285714],0
d3,1,0.92809,0.008145,[15  8] ; [7 4],[14.88235294  8.11764706] ; [7.11764706 3.88235294],0
u2,1,0.936802,0.006287,[10  3] ; [3 1],[9.94117647 3.05882353] ; [3.05882353 0.94117647],0
