Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.00056,11.904574,[37 11] ; [ 9 16],[30.24657534 17.75342466] ; [15.75342466  9.24657534],1
r1,1,0.723891,0.124795,[36 12] ; [22  6],[36.63157895 11.36842105] ; [21.36842105  6.63157895],0
v3,1,0.733667,0.115772,[20 27] ; [10 16],[19.31506849 27.68493151] ; [10.68493151 15.31506849],0
b1,1,0.795917,0.066892,[26 23] ; [14 14],[25.45454545 23.54545455] ; [14.54545455 13.45454545],0
b2,1,0.80353,0.061892,[ 8 19] ; [ 5 10],[ 8.35714286 18.64285714] ; [ 4.64285714 10.35714286],0
b3,1,0.80353,0.061892,[ 8 19] ; [ 5 10],[ 8.35714286 18.64285714] ; [ 4.64285714 10.35714286],0
v1,1,0.820781,0.051321,[27 21] ; [15 13],[26.52631579 21.47368421] ; [15.47368421 12.52631579],0
r2,1,0.851446,0.035071,[41  6] ; [24  4],[40.73333333  6.26666667] ; [24.26666667  3.73333333],0
s7,1,0.86427,0.029221,[19 29] ; [ 9 15],[18.66666667 29.33333333] ; [ 9.33333333 14.66666667],0
p1,1,0.872337,0.025822,[ 4 45] ; [ 2 26],[ 3.81818182 45.18181818] ; [ 2.18181818 25.81818182],0
u2,1,0.905565,0.014074,[8 2] ; [7 2],[7.89473684 2.10526316] ; [7.10526316 1.89473684],0
a8,1,0.911536,0.012343,[ 3 40] ; [ 2 24],[ 3.11594203 39.88405797] ; [ 1.88405797 24.11594203],0
p3,1,0.924816,0.008906,[19 29] ; [10 16],[18.81081081 29.18918919] ; [10.18918919 15.81081081],0
s3,1,0.959948,0.002522,[22 26] ; [13 15],[22.10526316 25.89473684] ; [12.89473684 15.10526316],0
a7,1,0.963316,0.002115,[33 16] ; [19  9],[33.09090909 15.90909091] ; [18.90909091  9.09090909],0
a5,1,1.0,0.0,[35 14] ; [20  8],[35. 14.] ; [20.  8.],0
