Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,2e-06,22.661907,[14 34] ; [34  9],[25.31868132 22.68131868] ; [22.68131868 20.31868132],1
p9,1,2.5e-05,17.786561,[12 33] ; [32 13],[22. 23.] ; [22. 23.],1
p10,1,6.1e-05,16.0762,[14 33] ; [31 12],[23.5 23.5] ; [21.5 21.5],1
r3,1,0.00031,13.009599,[16 32] ; [30 12],[24.53333333 23.46666667] ; [21.46666667 20.53333333],1
p8,1,0.001426,10.171413,[ 7 40] ; [20 24],[13.94505495 33.05494505] ; [13.05494505 30.94505495],0
b1,1,0.004616,8.024134,[29 19] ; [14 31],[22.19354839 25.80645161] ; [20.80645161 24.19354839],0
s6,1,0.005272,7.783821,[ 8 40] ; [19 25],[14.08695652 33.91304348] ; [12.91304348 31.08695652],0
n6,1,0.011215,6.430886,[22 26] ; [31 12],[27.95604396 20.04395604] ; [25.04395604 17.95604396],0
s8,1,0.012381,6.255495,[ 3 45] ; [11 33],[ 7.30434783 40.69565217] ; [ 6.69565217 37.30434783],0
s7,1,0.013698,6.07661,[ 7 37] ; [17 26],[12.13793103 31.86206897] ; [11.86206897 31.13793103],0
p7,1,0.016683,5.729398,[11 36] ; [20 22],[16.37078652 30.62921348] ; [14.62921348 27.37078652],0
p4,1,0.01919,5.484113,[11 36] ; [21 24],[16.34782609 30.65217391] ; [15.65217391 29.34782609],0
b4,1,0.02297,5.170807,[23 25] ; [32 13],[28.38709677 19.61290323] ; [26.61290323 18.38709677],0
s5,1,0.025501,4.989566,[ 3 43] ; [10 33],[ 6.71910112 39.28089888] ; [ 6.28089888 36.71910112],0
n3,1,0.028456,4.80025,[ 8 18] ; [11  6],[11.48837209 14.51162791] ; [7.51162791 9.48837209],0
p3,1,0.033476,4.521247,[ 7 41] ; [15 30],[11.35483871 36.64516129] ; [10.64516129 34.35483871],0
a1,1,0.033622,4.513805,[ 7 41] ; [ 1 44],[ 4.12903226 43.87096774] ; [ 3.87096774 41.12903226],0
s2,1,0.034336,4.477908,[ 9 39] ; [17 27],[13.56521739 34.43478261] ; [12.43478261 31.56521739],0
u3,1,0.0346,4.464831,[ 3 20] ; [ 9 13],[ 6.13333333 16.86666667] ; [ 5.86666667 16.13333333],0
u2,1,0.051422,3.794466,[ 6 17] ; [12 10],[ 9.2 13.8] ; [ 8.8 13.2],0
s3,1,0.10183,2.676647,[13 34] ; [19 24],[16.71111111 30.28888889] ; [15.28888889 27.71111111],0
b2,1,0.116861,2.458889,[13 16] ; [ 7 21],[10.1754386 18.8245614] ; [ 9.8245614 18.1754386],0
b3,1,0.116861,2.458889,[13 16] ; [ 7 21],[10.1754386 18.8245614] ; [ 9.8245614 18.1754386],0
p1,1,0.137052,2.210754,[ 3 45] ; [ 7 37],[ 5.2173913 42.7826087] ; [ 4.7826087 39.2173913],0
p5,1,0.145196,2.12201,[ 1 46] ; [ 4 40],[ 2.58241758 44.41758242] ; [ 2.41758242 41.58241758],0
v4,1,0.160687,1.967746,[25 23] ; [28 14],[28.26666667 19.73333333] ; [24.73333333 17.26666667],0
s1,1,0.191635,1.705,[ 4 44] ; [ 1 44],[ 2.58064516 45.41935484] ; [ 2.41935484 42.58064516],0
v3,1,0.196078,1.671352,[ 6 42] ; [10 34],[ 8.34782609 39.65217391] ; [ 7.65217391 36.34782609],0
n2,1,0.220015,1.504274,[11 15] ; [11  7],[13. 13.] ; [9. 9.],0
p6,1,0.338002,0.917995,[ 7 40] ; [10 34],[ 8.78021978 38.21978022] ; [ 8.21978022 35.78021978],0
r1,1,0.345292,0.890685,[16 32] ; [11 34],[13.93548387 34.06451613] ; [13.06451613 31.93548387],0
s4,1,0.361503,0.832664,[ 9 39] ; [12 33],[10.83870968 37.16129032] ; [10.16129032 34.83870968],0
n1,1,0.402114,0.701994,[ 7 19] ; [ 7 11],[ 8.27272727 17.72727273] ; [ 5.72727273 12.27272727],0
v2,1,0.40261,0.700517,[11 35] ; [14 30],[12.77777778 33.22222222] ; [12.22222222 31.77777778],0
a4,1,0.415149,0.664006,[13 34] ; [16 29],[14.81521739 32.18478261] ; [14.18478261 30.81521739],0
d4,1,0.454674,0.558973,[28 20] ; [29 15],[29.73913043 18.26086957] ; [27.26086957 16.73913043],0
r2,1,0.499578,0.455834,[24 21] ; [26 17],[25.56818182 19.43181818] ; [24.43181818 18.56818182],0
u1,1,0.593222,0.285341,[ 2 46] ; [ 3 42],[ 2.58064516 45.41935484] ; [ 2.41935484 42.58064516],0
a6,1,0.601585,0.272612,[25 23] ; [21 24],[23.74193548 24.25806452] ; [22.25806452 22.74193548],0
a3,1,0.679833,0.170314,[25 22] ; [22 23],[24.01086957 22.98913043] ; [22.98913043 22.01086957],0
n4,1,0.795858,0.066932,[29 19] ; [26 19],[28.38709677 19.61290323] ; [26.61290323 18.38709677],0
a2,1,0.80333,0.062021,[ 5 43] ; [ 4 41],[ 4.64516129 43.35483871] ; [ 4.35483871 40.64516129],0
d1,1,0.813219,0.055826,[17 31] ; [17 28],[17.5483871 30.4516129] ; [16.4516129 28.5483871],0
d3,1,0.827556,0.047453,[23 24] ; [21 24],[22.47826087 24.52173913] ; [21.52173913 23.47826087],0
a7,1,0.841727,0.039874,[25 23] ; [22 22],[24.52173913 23.47826087] ; [22.47826087 21.52173913],0
d5,1,0.858217,0.031914,[29 19] ; [28 17],[29.41935484 18.58064516] ; [27.58064516 17.41935484],0
a8,1,0.880987,0.022416,[ 3 42] ; [ 3 37],[ 3.17647059 41.82352941] ; [ 2.82352941 37.17647059],0
b5,1,0.925302,0.008791,[25 23] ; [23 22],[24.77419355 23.22580645] ; [23.22580645 21.77419355],0
a5,1,0.925302,0.008791,[23 25] ; [22 23],[23.22580645 24.77419355] ; [21.77419355 23.22580645],0
n5,1,0.957607,0.002826,[31 17] ; [28 15],[31.12087912 16.87912088] ; [27.87912088 15.12087912],0
d2,1,0.962569,0.002202,[19 28] ; [18 26],[19.10989011 27.89010989] ; [17.89010989 26.10989011],0
