Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,42.99105,[ 3 26] ; [76 22],[18.03937008 10.96062992] ; [60.96062992 37.03937008],1
r3,1,0.0,32.831541,[11 18] ; [87 11],[22.37795276  6.62204724] ; [75.62204724 22.37795276],1
p2,1,2.2e-05,18.007161,[ 6 23] ; [64 34],[15.98425197 13.01574803] ; [54.01574803 43.98425197],1
r2,1,6.3e-05,16.000396,[15 13] ; [86 12],[22.44444444  5.55555556] ; [78.55555556 19.44444444],1
n6,1,0.000363,12.711635,[ 9 19] ; [68 30],[17.11111111 10.88888889] ; [59.88888889 38.11111111],1
u3,1,0.001133,10.596607,[ 1 13] ; [25 19],[6.27586207 7.72413793] ; [19.72413793 24.27586207],0
p7,1,0.001539,10.03116,[ 6 23] ; [53 45],[13.47244094 15.52755906] ; [45.52755906 52.47244094],0
p11,1,0.001792,9.751351,[ 7 22] ; [56 42],[14.38582677 14.61417323] ; [48.61417323 49.38582677],0
r1,1,0.00296,8.832203,[12 17] ; [70 28],[18.72440945 10.27559055] ; [63.27559055 34.72440945],0
s6,1,0.004873,7.925833,[ 5 24] ; [45 52],[11.50793651 17.49206349] ; [38.49206349 58.50793651],0
d5,1,0.005224,7.800354,[14 15] ; [74 24],[20.09448819  8.90551181] ; [67.90551181 30.09448819],0
u2,1,0.006736,7.342151,[ 2 12] ; [24 19],[6.38596491 7.61403509] ; [19.61403509 23.38596491],0
p8,1,0.008623,6.899204,[ 3 25] ; [36 62],[ 8.66666667 19.33333333] ; [30.33333333 67.66666667],0
p4,1,0.009359,6.753098,[ 5 24] ; [43 55],[10.96062992 18.03937008] ; [37.03937008 60.96062992],0
n2,1,0.012954,6.175439,[ 6 13] ; [24 12],[10.36363636  8.63636364] ; [19.63636364 16.36363636],0
a7,1,0.015714,5.834604,[12 17] ; [65 33],[17.58267717 11.41732283] ; [59.41732283 38.58267717],0
n3,1,0.020137,5.4,[ 6 12] ; [24 12],[10.  8.] ; [20. 16.],0
s2,1,0.044664,4.031283,[ 4 25] ; [32 65],[ 8.28571429 20.71428571] ; [27.71428571 69.28571429],0
a6,1,0.058143,3.589572,[12 17] ; [60 38],[16.44094488 12.55905512] ; [55.55905512 42.44094488],0
p3,1,0.064114,3.427623,[ 4 25] ; [30 66],[ 7.888 21.112] ; [26.112 69.888],0
v2,1,0.064119,3.42751,[ 5 24] ; [34 62],[ 9.048 19.952] ; [29.952 66.048],0
p6,1,0.071785,3.241725,[ 3 25] ; [26 70],[ 6.5483871 21.4516129] ; [22.4516129 73.5483871],0
p10,1,0.079522,3.074653,[ 3 26] ; [25 72],[ 6.44444444 22.55555556] ; [21.55555556 75.44444444],0
a5,1,0.090384,2.867529,[12 17] ; [58 40],[15.98425197 13.01574803] ; [54.01574803 43.98425197],0
a1,1,0.109105,2.567137,[ 4 25] ; [ 5 93],[ 2.05511811 26.94488189] ; [ 6.94488189 91.05511811],0
s3,1,0.14561,2.117647,[ 8 20] ; [43 55],[11.33333333 16.66666667] ; [39.66666667 58.33333333],0
d4,1,0.15616,2.011025,[17 12] ; [71 27],[20.09448819  8.90551181] ; [67.90551181 30.09448819],0
d3,1,0.162419,1.951559,[12 17] ; [55 43],[15.2992126 13.7007874] ; [51.7007874 46.2992126],0
s7,1,0.179206,1.804193,[ 4 24] ; [25 69],[ 6.6557377 21.3442623] ; [22.3442623 71.6557377],0
s1,1,0.183585,1.768359,[ 4 25] ; [ 6 91],[ 2.3015873 26.6984127] ; [ 7.6984127 89.3015873],0
v1,1,0.261283,1.261948,[ 5 24] ; [27 71],[ 7.30708661 21.69291339] ; [24.69291339 73.30708661],0
