Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,66.840367,[152  21] ; [19 38],[128.62173913  44.37826087] ; [42.37826087 14.62173913],1
d3,1,0.0,39.471498,[167   6] ; [38 19],[154.19565217  18.80434783] ; [50.80434783  6.19565217],1
a2,1,4.1e-05,16.815549,[ 69 104] ; [ 6 51],[ 56.41304348 116.58695652] ; [18.58695652 38.41304348],1
b5,1,0.000225,13.608318,[120  53] ; [24 33],[108.31304348  64.68695652] ; [35.68695652 21.31304348],1
u1,1,0.002001,9.548324,[ 50 123] ; [ 5 52],[ 41.36956522 131.63043478] ; [13.63043478 43.36956522],0
b1,1,0.004317,8.14542,[ 52 121] ; [29 28],[ 60.92608696 112.07391304] ; [20.07391304 36.92608696],0
r1,1,0.005729,7.633707,[144  28] ; [38 19],[136.69868996  35.30131004] ; [45.30131004 11.69868996],0
r4,1,0.011613,6.369063,[156  17] ; [44 13],[150.43478261  22.56521739] ; [49.56521739  7.43478261],0
v4,1,0.024126,5.085541,[166   7] ; [50  7],[162.46956522  10.53043478] ; [53.53043478  3.46956522],0
d2,1,0.025713,4.975195,[115  58] ; [46 10],[121.62882096  51.37117904] ; [39.37117904 16.62882096],0
r3,1,0.044173,4.049928,[163  10] ; [49  8],[159.46086957  13.53913043] ; [52.53913043  4.46086957],0
a8,1,0.045614,3.995782,[ 20 124] ; [ 2 51],[ 16.08121827 127.91878173] ; [ 5.91878173 47.08121827],0
s5,1,0.06114,3.506183,[ 34 136] ; [18 38],[ 39.11504425 130.88495575] ; [12.88495575 43.11504425],0
p5,1,0.093088,2.820138,[ 12 160] ; [ 8 48],[ 15.0877193 156.9122807] ; [ 4.9122807 51.0877193],0
s1,1,0.093398,2.814815,[  1 170] ; [ 2 55],[  2.25 168.75] ; [ 0.75 56.25],0
u3,1,0.10412,2.64127,[24 16] ; [4 8],[21.53846154 18.46153846] ; [6.46153846 5.53846154],0
n2,1,0.107034,2.59748,[30 15] ; [7 9],[27.29508197 17.70491803] ; [9.70491803 6.29508197],0
r2,1,0.12029,2.413535,[163   9] ; [47  6],[160.53333333  11.46666667] ; [49.46666667  3.53333333],0
s8,1,0.146059,2.112939,[ 43 128] ; [20 37],[ 47.25 123.75] ; [15.75 41.25],0
a4,1,0.180359,1.794666,[93 79] ; [36 20],[97.31578947 74.68421053] ; [31.68421053 24.31578947],0
s6,1,0.230431,1.438202,[71 99] ; [29 28],[74.88986784 95.11013216] ; [25.11013216 31.88986784],0
b4,1,0.251493,1.31499,[103  70] ; [29 28],[99.28695652 73.71304348] ; [32.71304348 24.28695652],0
n3,1,0.353391,0.861244,[30 15] ; [8 7],[28.5 16.5] ; [9.5 5.5],0
