Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,88.276042,[228  10] ; [48 42],[200.26829268  37.73170732] ; [75.73170732 14.26829268],1
r2,1,0.0,48.88478,[230   6] ; [64 25],[213.48923077  22.51076923] ; [80.51076923  8.48923077],1
v4,1,0.0,38.080397,[228  10] ; [65 25],[212.60365854  25.39634146] ; [80.39634146  9.60365854],1
r3,1,0.0,29.673434,[224  13] ; [65 24],[210.10122699  26.89877301] ; [78.89877301 10.10122699],1
p2,1,2.1e-05,18.089614,[196  41] ; [53 35],[181.57846154  55.42153846] ; [67.42153846 20.57846154],1
a5,1,0.000167,14.164882,[176  62] ; [47 43],[161.81097561  76.18902439] ; [61.18902439 28.81097561],1
d5,1,0.00037,12.679202,[197  41] ; [58 32],[185.0304878  52.9695122] ; [69.9695122 20.0304878],1
d4,1,0.000558,11.909645,[191  46] ; [56 34],[179.01834862  57.98165138] ; [67.98165138 22.01834862],1
n6,1,0.000603,11.766549,[208  29] ; [64 25],[197.74233129  39.25766871] ; [74.25766871 14.74233129],1
a7,1,0.000642,11.649362,[177  59] ; [50 40],[164.33128834  71.66871166] ; [62.66871166 27.33128834],1
p11,1,0.000775,11.299617,[197  41] ; [59 31],[185.75609756  52.24390244] ; [70.24390244 19.75609756],1
v2,1,0.000941,10.940896,[122 101] ; [29 57],[108.97411003 114.02588997] ; [42.02588997 43.97411003],1
u3,1,0.00103,10.77359,[48 36] ; [11 31],[39.33333333 44.66666667] ; [19.66666667 22.33333333],0
v1,1,0.001032,10.769082,[134  99] ; [33 56],[120.84161491 112.15838509] ; [46.15838509 42.84161491],0
p7,1,0.001373,10.242052,[143  90] ; [37 52],[130.2484472 102.7515528] ; [49.7515528 39.2484472],0
a6,1,0.001886,9.65731,[177  61] ; [51 39],[165.43902439  72.56097561] ; [62.56097561 27.43902439],0
p8,1,0.001888,9.655804,[122 111] ; [29 59],[109.60436137 123.39563863] ; [41.39563863 46.60436137],0
d1,1,0.002513,9.131062,[137 101] ; [35 55],[124.80487805 113.19512195] ; [47.19512195 42.80487805],0
a2,1,0.003195,8.692455,[ 59 179] ; [ 9 81],[ 49.34146341 188.65853659] ; [18.65853659 71.34146341],0
p4,1,0.003501,8.525923,[133 103] ; [34 55],[121.26769231 114.73230769] ; [45.73230769 43.26769231],0
p10,1,0.006477,7.412584,[191  44] ; [59 29],[181.88854489  53.11145511] ; [68.11145511 19.88854489],0
s6,1,0.007237,7.213298,[128 105] ; [34 55],[117.22360248 115.77639752] ; [44.77639752 44.22360248],0
d3,1,0.008664,6.890823,[158  80] ; [45 44],[147.74923547  90.25076453] ; [55.25076453 33.74923547],0
n4,1,0.008806,6.861838,[208  30] ; [68 22],[200.26829268  37.73170732] ; [75.73170732 14.26829268],0
s5,1,0.01567,5.839573,[ 59 173] ; [11 75],[ 51.06918239 180.93081761] ; [18.93081761 67.06918239],0
a1,1,0.021403,5.293679,[  7 231] ; [ 8 82],[ 10.88414634 227.11585366] ; [ 4.11585366 85.88414634],0
u1,1,0.023838,5.106391,[ 35 203] ; [ 5 85],[ 29.02439024 208.97560976] ; [10.97560976 79.02439024],0
p3,1,0.041809,4.142916,[104 133] ; [28 61],[ 95.96319018 141.03680982] ; [36.03680982 52.96319018],0
s8,1,0.046154,3.975961,[ 49 189] ; [10 80],[ 42.81097561 195.18902439] ; [16.18902439 73.81097561],0
a3,1,0.047477,3.928416,[154  82] ; [48 42],[146.23312883  89.76687117] ; [55.76687117 34.23312883],0
v3,1,0.06976,3.288651,[ 81 146] ; [22 66],[ 74.22539683 152.77460317] ; [28.77460317 59.22539683],0
u2,1,0.083223,3.000812,[42 41] ; [14 27],[37.48387097 45.51612903] ; [18.51612903 22.48387097],0
s4,1,0.145667,2.117052,[ 29 202] ; [17 73],[ 33.10280374 197.89719626] ; [12.89719626 77.10280374],0
