Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.000447,12.32288,[5 3] ; [59  2],[7.42028986 0.57971014] ; [56.57971014  4.42028986],1
s1,1,0.002104,9.456528,[3 5] ; [ 3 58],[0.69565217 7.30434783] ; [ 5.30434783 55.69565217],0
p2,1,0.00642,7.428368,[5 3] ; [57  4],[7.1884058 0.8115942] ; [54.8115942  6.1884058],0
p6,1,0.007118,7.24292,[1 6] ; [40 20],[4.28358209 2.71641791] ; [36.71641791 23.28358209],0
p3,1,0.008212,6.986659,[3 5] ; [49 12],[6.02898551 1.97101449] ; [45.97101449 15.02898551],0
p7,1,0.01268,6.213259,[3 4] ; [50 10],[5.53731343 1.46268657] ; [47.46268657 12.53731343],0
n6,1,0.039399,4.243571,[6 2] ; [58  3],[7.42028986 0.57971014] ; [56.57971014  4.42028986],0
r3,1,0.039399,4.243571,[6 2] ; [58  3],[7.42028986 0.57971014] ; [56.57971014  4.42028986],0
d1,1,0.048127,3.905549,[3 5] ; [44 17],[5.44927536 2.55072464] ; [41.55072464 19.44927536],0
s2,1,0.08001,3.064703,[3 5] ; [42 19],[5.2173913 2.7826087] ; [39.7826087 21.2173913],0
r4,1,0.081745,3.029859,[6 2] ; [57  4],[7.30434783 0.69565217] ; [55.69565217  5.30434783],0
b4,1,0.100706,2.694331,[7 1] ; [35 26],[4.86956522 3.13043478] ; [37.13043478 23.86956522],0
b5,1,0.121658,2.395847,[6 2] ; [28 33],[3.94202899 4.05797101] ; [30.05797101 30.94202899],0
s7,1,0.167818,1.902324,[4 4] ; [42 15],[5.66153846 2.33846154] ; [40.33846154 16.66153846],0
p8,1,0.197976,1.657241,[5 3] ; [50 11],[6.37681159 1.62318841] ; [48.62318841 12.37681159],0
s3,1,0.201549,1.631112,[3 4] ; [41 20],[4.52941176 2.47058824] ; [39.47058824 21.52941176],0
p9,1,0.22916,1.446069,[7 1] ; [59  2],[7.65217391 0.34782609] ; [58.34782609  2.65217391],0
s8,1,0.242252,1.367441,[4 4] ; [43 18],[5.44927536 2.55072464] ; [41.55072464 19.44927536],0
v2,1,0.256026,1.290119,[4 4] ; [42 18],[5.41176471 2.58823529] ; [40.58823529 19.41176471],0
v3,1,0.256026,1.290119,[4 4] ; [42 18],[5.41176471 2.58823529] ; [40.58823529 19.41176471],0
p12,1,0.274369,1.194775,[1 7] ; [19 42],[2.31884058 5.68115942] ; [17.68115942 43.31884058],0
d4,1,0.285531,1.140574,[6 2] ; [54  7],[6.95652174 1.04347826] ; [53.04347826  7.95652174],0
d2,1,0.287915,1.129347,[3 5] ; [35 26],[4.4057971 3.5942029] ; [33.5942029 27.4057971],0
a5,1,0.311259,1.025326,[7 1] ; [43 18],[5.79710145 2.20289855] ; [44.20289855 16.79710145],0
p10,1,0.318447,0.995316,[6 1] ; [58  3],[6.58823529 0.41176471] ; [57.41176471  3.58823529],0
a6,1,0.339868,0.910928,[6 2] ; [35 26],[4.75362319 3.24637681] ; [36.24637681 24.75362319],0
p1,1,0.3968,0.718004,[1 7] ; [16 45],[1.97101449 6.02898551] ; [15.02898551 45.97101449],0
d3,1,0.572382,0.318712,[5 3] ; [44 17],[5.68115942 2.31884058] ; [43.31884058 17.68115942],0
a3,1,0.625711,0.237922,[7 1] ; [49 12],[6.49275362 1.50724638] ; [49.50724638 11.49275362],0
a2,1,0.625711,0.237922,[1 7] ; [12 49],[1.50724638 6.49275362] ; [11.49275362 49.50724638],0
r1,1,0.635617,0.22452,[6 2] ; [50 11],[6.49275362 1.50724638] ; [49.50724638 11.49275362],0
s6,1,0.669672,0.181986,[6 2] ; [48 11],[6.44776119 1.55223881] ; [47.55223881 11.44776119],0
n4,1,0.684631,0.164959,[7 1] ; [56  5],[7.30434783 0.69565217] ; [55.69565217  5.30434783],0
d5,1,0.697871,0.150696,[7 1] ; [50 11],[6.60869565 1.39130435] ; [50.39130435 10.60869565],0
n1,1,0.793428,0.068571,[1 1] ; [6 4],[1.16666667 0.83333333] ; [5.83333333 4.16666667],0
a4,1,0.826994,0.047768,[4 4] ; [28 33],[3.71014493 4.28985507] ; [28.28985507 32.71014493],0
b1,1,0.826994,0.047768,[4 4] ; [28 33],[3.71014493 4.28985507] ; [28.28985507 32.71014493],0
a7,1,0.864383,0.029172,[6 2] ; [44 17],[5.79710145 2.20289855] ; [44.20289855 16.79710145],0
p11,1,0.864784,0.028998,[7 1] ; [52  9],[6.84057971 1.15942029] ; [52.15942029  8.84057971],0
a8,1,0.88804,0.01982,[1 6] ; [ 9 46],[1.12903226 5.87096774] ; [ 8.87096774 46.12903226],0
s5,1,0.922682,0.00942,[5 2] ; [39 17],[4.88888889 2.11111111] ; [39.11111111 16.88888889],0
b2,1,0.96085,0.00241,[3 3] ; [23 24],[2.94339623 3.05660377] ; [23.05660377 23.94339623],0
b3,1,0.96085,0.00241,[3 3] ; [23 24],[2.94339623 3.05660377] ; [23.05660377 23.94339623],0
n3,1,1.0,0.0,[1 1] ; [5 5],[1. 1.] ; [5. 5.],0
