Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.000124,14.728088,[21  7] ; [18 40],[12.69767442 15.30232558] ; [26.30232558 31.69767442],1
v2,1,0.000218,13.665541,[20  8] ; [17 41],[12.04651163 15.95348837] ; [24.95348837 33.04651163],1
a3,1,0.000588,11.812814,[20  8] ; [19 40],[12.55172414 15.44827586] ; [26.44827586 32.55172414],1
b3,1,0.000773,11.304344,[9 6] ; [ 5 31],[ 4.11764706 10.88235294] ; [ 9.88235294 26.11764706],1
b2,1,0.000773,11.304344,[9 6] ; [ 5 31],[ 4.11764706 10.88235294] ; [ 9.88235294 26.11764706],1
r4,1,0.004182,8.202877,[24  4] ; [32 27],[18.02298851  9.97701149] ; [37.97701149 21.02298851],0
b4,1,0.006099,7.520794,[22  6] ; [28 31],[16.09195402 11.90804598] ; [33.90804598 25.09195402],0
d1,1,0.006664,7.361391,[16 12] ; [16 43],[10.29885057 17.70114943] ; [21.70114943 37.29885057],0
d4,1,0.007123,7.241688,[25  3] ; [36 23],[19.63218391  8.36781609] ; [41.36781609 17.63218391],0
b1,1,0.009423,6.74092,[ 4 24] ; [25 34],[ 9.33333333 18.66666667] ; [19.66666667 39.33333333],0
d3,1,0.01553,5.855343,[21  7] ; [28 31],[15.77011494 12.22988506] ; [33.22988506 25.77011494],0
n6,1,0.037832,4.312567,[27  1] ; [46 12],[23.76744186  4.23255814] ; [49.23255814  8.76744186],0
p10,1,0.053499,3.728263,[26  2] ; [43 14],[22.72941176  5.27058824] ; [46.27058824 10.72941176],0
p9,1,0.062099,3.480423,[26  2] ; [45 14],[22.85057471  5.14942529] ; [48.14942529 10.85057471],0
n4,1,0.077605,3.114349,[22  6] ; [35 24],[18.34482759  9.65517241] ; [38.65517241 20.34482759],0
d5,1,0.077605,3.114349,[22  6] ; [35 24],[18.34482759  9.65517241] ; [38.65517241 20.34482759],0
a6,1,0.080276,3.05931,[11 17] ; [35 24],[14.8045977 13.1954023] ; [31.1954023 27.8045977],0
a8,1,0.146337,2.110021,[ 4 23] ; [ 3 53],[ 2.27710843 24.72289157] ; [ 4.72289157 51.27710843],0
a4,1,0.162113,1.954403,[ 9 19] ; [11 48],[ 6.43678161 21.56321839] ; [13.56321839 45.43678161],0
a7,1,0.166377,1.915289,[20  8] ; [33 26],[17.05747126 10.94252874] ; [35.94252874 23.05747126],0
r2,1,0.169028,1.891544,[25  3] ; [43 13],[22.66666667  5.33333333] ; [45.33333333 10.66666667],0
p3,1,0.185779,1.750779,[18 10] ; [29 30],[15.12643678 12.87356322] ; [31.87356322 27.12643678],0
p1,1,0.199891,1.643168,[ 5 23] ; [ 5 54],[ 3.2183908 24.7816092] ; [ 6.7816092 52.2183908],0
n5,1,0.216764,1.525666,[22  6] ; [38 20],[19.53488372  8.46511628] ; [40.46511628 17.53488372],0
u3,1,0.219013,1.510825,[2 6] ; [19 20],[3.57446809 4.42553191] ; [17.42553191 21.57446809],0
p6,1,0.222044,1.491113,[15 12] ; [24 34],[12.38823529 14.61176471] ; [26.61176471 31.38823529],0
s4,1,0.240099,1.38001,[ 4 24] ; [15 44],[ 6.11494253 21.88505747] ; [12.88505747 46.11494253],0
s6,1,0.262416,1.255966,[17  7] ; [34 25],[14.74698795  9.25301205] ; [36.25301205 22.74698795],0
r3,1,0.287534,1.13113,[26  2] ; [50  9],[24.45977011  3.54022989] ; [51.54022989  7.45977011],0
a2,1,0.332995,0.937214,[ 3 25] ; [ 3 56],[ 1.93103448 26.06896552] ; [ 4.06896552 54.93103448],0
s5,1,0.359381,0.840057,[ 8 18] ; [12 44],[ 6.34146341 19.65853659] ; [13.65853659 42.34146341],0
s1,1,0.399126,0.710956,[ 1 27] ; [ 5 54],[ 1.93103448 26.06896552] ; [ 4.06896552 54.93103448],0
d2,1,0.405742,0.691243,[ 9 19] ; [14 45],[ 7.40229885 20.59770115] ; [15.59770115 43.40229885],0
p11,1,0.476299,0.507324,[22  6] ; [50  9],[23.17241379  4.82758621] ; [48.82758621 10.17241379],0
p2,1,0.495953,0.463587,[24  4] ; [47 12],[22.85057471  5.14942529] ; [48.14942529 10.85057471],0
b5,1,0.514174,0.425563,[16 12] ; [38 21],[17.37931034 10.62068966] ; [36.62068966 22.37931034],0
a1,1,0.528473,0.397327,[ 3 25] ; [ 4 55],[ 2.25287356 25.74712644] ; [ 4.74712644 54.25287356],0
v4,1,0.54404,0.368104,[25  3] ; [54  4],[25.72093023  2.27906977] ; [53.27906977  4.72093023],0
s3,1,0.547177,0.362398,[14 14] ; [25 33],[12.69767442 15.30232558] ; [26.30232558 31.69767442],0
p5,1,0.61437,0.25386,[ 6 22] ; [10 49],[ 5.14942529 22.85057471] ; [10.85057471 48.14942529],0
p7,1,0.623421,0.241088,[22  6] ; [42 15],[21.08235294  6.91764706] ; [42.91764706 14.08235294],0
s7,1,0.654345,0.200466,[12 15] ; [22 34],[11.06024096 15.93975904] ; [22.93975904 33.06024096],0
