Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,2e-06,22.695767,[34 22] ; [ 8 43],[21.98130841 34.01869159] ; [20.01869159 30.98130841],1
s6,1,0.000274,13.24263,[39 14] ; [19 31],[29.84466019 23.15533981] ; [28.15533981 21.84466019],1
s8,1,0.003903,8.328627,[30 26] ; [13 37],[22.71698113 33.28301887] ; [20.28301887 29.71698113],0
a2,1,0.004873,7.92593,[ 1 55] ; [ 9 42],[ 5.23364486 50.76635514] ; [ 4.76635514 46.23364486],0
s7,1,0.02703,4.888889,[30 24] ; [15 30],[24.54545455 29.45454545] ; [20.45454545 24.54545455],0
p8,1,0.069998,3.283069,[29 26] ; [35 15],[33.52380952 21.47619048] ; [30.47619048 19.52380952],0
p6,1,0.072925,3.215931,[20 36] ; [27 24],[24.59813084 31.40186916] ; [22.40186916 28.59813084],0
b5,1,0.090656,2.862683,[26 30] ; [32 19],[30.35514019 25.64485981] ; [27.64485981 23.35514019],0
n6,1,0.09847,2.730148,[47  9] ; [36 15],[43.43925234 12.56074766] ; [39.56074766 11.43925234],0
a6,1,0.124862,2.355247,[28 28] ; [33 18],[31.92523364 24.07476636] ; [29.07476636 21.92523364],0
n4,1,0.127006,2.328724,[42 13] ; [32 19],[38.39622642 16.60377358] ; [35.60377358 15.39622642],0
r4,1,0.135937,2.223363,[49  7] ; [39 12],[46.05607477  9.94392523] ; [41.94392523  9.05607477],0
n2,1,0.1593,1.98086,[13  2] ; [9 5],[11.37931034  3.62068966] ; [10.62068966  3.37931034],0
a7,1,0.170602,1.877645,[32 24] ; [35 15],[35.39622642 20.60377358] ; [31.60377358 18.39622642],0
v3,1,0.182657,1.775874,[21 35] ; [13 38],[17.79439252 38.20560748] ; [16.20560748 34.79439252],0
a4,1,0.187395,1.737983,[13 42] ; [18 33],[16.08490566 38.91509434] ; [14.91509434 36.08490566],0
p12,1,0.192842,1.695772,[ 2 54] ; [ 5 46],[ 3.6635514 52.3364486] ; [ 3.3364486 47.6635514],0
d3,1,0.212555,1.553938,[20 36] ; [12 37],[17.06666667 38.93333333] ; [14.93333333 34.06666667],0
n5,1,0.216012,1.530666,[45 11] ; [35 15],[42.26415094 13.73584906] ; [37.73584906 12.26415094],0
u2,1,0.283818,1.148718,[13 17] ; [15 11],[15. 15.] ; [13. 13.],0
b1,1,0.296902,1.088059,[24 32] ; [27 24],[26.69158879 29.30841121] ; [24.30841121 26.69158879],0
p11,1,0.301611,1.067058,[39 17] ; [40 11],[41.34579439 14.65420561] ; [37.65420561 13.34579439],0
v1,1,0.306251,1.046774,[25 28] ; [19 32],[22.42307692 30.57692308] ; [21.57692308 29.42307692],0
d2,1,0.342338,0.901657,[12 44] ; [15 36],[14.13084112 41.86915888] ; [12.86915888 38.13084112],0
s1,1,0.346165,0.887467,[ 3 51] ; [ 1 49],[ 2.07692308 51.92307692] ; [ 1.92307692 48.07692308],0
s5,1,0.36237,0.829664,[17 37] ; [12 39],[14.91428571 39.08571429] ; [14.08571429 36.91428571],0
r3,1,0.412015,0.672979,[52  4] ; [45  6],[50.76635514  5.23364486] ; [46.23364486  4.76635514],0
p2,1,0.413771,0.667938,[45 11] ; [44  7],[46.57943925  9.42056075] ; [42.42056075  8.57943925],0
a8,1,0.451813,0.566101,[ 7 47] ; [ 4 44],[ 5.82352941 48.17647059] ; [ 5.17647059 42.82352941],0
s4,1,0.508735,0.436668,[13 43] ; [ 9 41],[11.62264151 44.37735849] ; [10.37735849 39.62264151],0
p4,1,0.561603,0.336936,[36 20] ; [30 21],[34.54205607 21.45794393] ; [31.45794393 19.54205607],0
u1,1,0.571611,0.319995,[ 2 54] ; [ 3 48],[ 2.61682243 53.38317757] ; [ 2.38317757 48.61682243],0
d1,1,0.571611,0.319995,[ 2 54] ; [ 3 48],[ 2.61682243 53.38317757] ; [ 2.38317757 48.61682243],0
a5,1,0.598566,0.277164,[29 27] ; [29 22],[30.35514019 25.64485981] ; [27.64485981 23.35514019],0
v2,1,0.63188,0.229521,[24 29] ; [25 25],[25.21359223 27.78640777] ; [23.78640777 26.21359223],0
b3,1,0.641633,0.216613,[ 8 30] ; [ 8 23],[ 8.8115942 29.1884058] ; [ 7.1884058 23.8115942],0
b2,1,0.641633,0.216613,[ 8 30] ; [ 8 23],[ 8.8115942 29.1884058] ; [ 7.1884058 23.8115942],0
r2,1,0.658726,0.195075,[49  6] ; [44  7],[48.25471698  6.74528302] ; [44.74528302  6.25471698],0
d5,1,0.697174,0.151429,[27 29] ; [26 24],[28. 28.] ; [25. 25.],0
n1,1,0.704738,0.14359,[6 8] ; [7 7],[6.5 7.5] ; [6.5 7.5],0
a3,1,0.788685,0.071834,[26 30] ; [25 26],[26.69158879 29.30841121] ; [24.30841121 26.69158879],0
p10,1,0.791064,0.070187,[39 15] ; [38 13],[39.6 14.4] ; [37.4 13.6],0
u3,1,0.832304,0.044837,[13 17] ; [12 14],[13.39285714 16.60714286] ; [11.60714286 14.39285714],0
r1,1,0.832451,0.044757,[36 18] ; [33 18],[35.48571429 18.51428571] ; [33.51428571 17.48571429],0
p5,1,0.880014,0.022786,[ 7 48] ; [ 6 45],[ 6.74528302 48.25471698] ; [ 6.25471698 44.74528302],0
b4,1,0.890264,0.019036,[26 30] ; [23 28],[25.64485981 30.35514019] ; [23.35514019 27.64485981],0
p3,1,0.904862,0.014285,[29 27] ; [27 24],[29.30841121 26.69158879] ; [26.69158879 24.30841121],0
p9,1,0.906099,0.013915,[42 14] ; [37 13],[41.73584906 14.26415094] ; [37.26415094 12.73584906],0
v4,1,0.91155,0.012339,[51  4] ; [47  4],[50.8490566  4.1509434] ; [47.1509434  3.8490566],0
p1,1,0.93356,0.00695,[ 8 48] ; [ 7 44],[ 7.85046729 48.14953271] ; [ 7.14953271 43.85046729],0
n3,1,0.940754,0.005524,[13  2] ; [12  2],[12.93103448  2.06896552] ; [12.06896552  1.93103448],0
a1,1,0.946754,0.00446,[ 1 55] ; [ 1 50],[ 1.04672897 54.95327103] ; [ 0.95327103 50.04672897],0
