Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.000771,11.309477,[17 14] ; [23 77],[ 9.46564885 21.53435115] ; [30.53435115 69.46564885],1
a1,1,0.219437,1.508048,[ 3 28] ; [ 4 96],[ 1.65648855 29.34351145] ; [ 5.34351145 94.65648855],0
p1,1,0.224962,1.472433,[ 3 28] ; [ 4 95],[ 1.66923077 29.33076923] ; [ 5.33076923 93.66923077],0
b5,1,0.25756,1.281825,[16 15] ; [63 37],[18.69465649 12.30534351] ; [60.30534351 39.69465649],0
a4,1,0.270189,1.215787,[ 9 22] ; [40 60],[11.59541985 19.40458015] ; [37.40458015 62.59541985],0
n3,1,0.313812,1.014566,[6 7] ; [17 10],[7.475 5.525] ; [15.525 11.475],0
p2,1,0.331843,0.941693,[23  7] ; [66 32],[20.859375  9.140625] ; [68.140625 29.859375],0
u2,1,0.339702,0.911555,[7 1] ; [22  9],[5.94871795 2.05128205] ; [23.05128205  7.94871795],0
p11,1,0.353565,0.860619,[16 15] ; [61 39],[18.22137405 12.77862595] ; [58.77862595 41.22137405],0
v3,1,0.377226,0.779722,[ 6 23] ; [27 66],[ 7.8442623 21.1557377] ; [25.1557377 67.8442623],0
d1,1,0.401243,0.704598,[20 11] ; [56 44],[17.98473282 13.01526718] ; [58.01526718 41.98473282],0
r2,1,0.404142,0.695968,[27  3] ; [83 16],[25.58139535  4.41860465] ; [84.41860465 14.58139535],0
n2,1,0.418408,0.654782,[10  3] ; [18 10],[8.87804878 4.12195122] ; [19.12195122  8.87804878],0
a2,1,0.435659,0.607689,[ 4 27] ; [19 81],[ 5.44274809 25.55725191] ; [17.55725191 82.44274809],0
r3,1,0.441251,0.593027,[28  3] ; [84 15],[26.70769231  4.29230769] ; [85.29230769 13.70769231],0
a3,1,0.512988,0.427967,[23  8] ; [68 32],[21.53435115  9.46564885] ; [69.46564885 30.53435115],0
n1,1,0.52369,0.406621,[6 7] ; [10 18],[5.07317073 7.92682927] ; [10.92682927 17.07317073],0
p4,1,0.570214,0.322325,[14 16] ; [40 58],[12.65625 17.34375] ; [41.34375 56.65625],0
r1,1,0.58469,0.298713,[21  9] ; [75 25],[22.15384615  7.84615385] ; [73.84615385 26.15384615],0
a8,1,0.678413,0.171918,[ 3 27] ; [ 7 85],[ 2.45901639 27.54098361] ; [ 7.54098361 84.45901639],0
d5,1,0.718075,0.130345,[26  5] ; [81 19],[25.32061069  5.67938931] ; [81.67938931 18.32061069],0
d2,1,0.755912,0.09663,[14 17] ; [42 58],[13.2519084 17.7480916] ; [42.7480916 57.2519084],0
n5,1,0.771241,0.084537,[11 20] ; [38 61],[11.68461538 19.31538462] ; [37.31538462 61.68461538],0
b1,1,0.782104,0.076495,[17 14] ; [52 48],[16.32824427 14.67175573] ; [52.67175573 47.32824427],0
p7,1,0.79293,0.06891,[15 14] ; [46 48],[14.38211382 14.61788618] ; [46.61788618 47.38211382],0
p8,1,0.827291,0.047601,[11 18] ; [35 63],[10.50393701 18.49606299] ; [35.49606299 62.50393701],0
v2,1,0.878654,0.02331,[15 16] ; [44 50],[14.632 16.368] ; [44.368 49.632],0
r4,1,0.895604,0.017218,[23  8] ; [73 27],[22.71755725  8.28244275] ; [73.28244275 26.71755725],0
u1,1,0.909049,0.01305,[ 3 28] ; [ 9 91],[ 2.83969466 28.16030534] ; [ 9.16030534 90.83969466],0
v4,1,0.909759,0.012847,[26  5] ; [83 17],[25.79389313  5.20610687] ; [83.20610687 16.79389313],0
a5,1,0.958253,0.00274,[20 11] ; [64 36],[19.8778626 11.1221374] ; [64.1221374 35.8778626],0
b4,1,0.976893,0.000839,[19 12] ; [61 39],[18.93129771 12.06870229] ; [61.06870229 38.93129771],0
d3,1,0.982865,0.000461,[23  8] ; [74 26],[22.95419847  8.04580153] ; [74.04580153 25.95419847],0
