Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,34.644486,[74 11] ; [ 1 10],[66.40625 18.59375] ; [8.59375 2.40625],1
v4,1,0.0,29.325587,[79  5] ; [4 7],[73.38947368 10.61052632] ; [9.61052632 1.38947368],1
s6,1,4.4e-05,16.670256,[66 19] ; [2 9],[60.20833333 24.79166667] ; [7.79166667 3.20833333],1
r2,1,6e-05,16.114559,[79  6] ; [5 5],[75.15789474  9.84210526] ; [8.84210526 1.15789474],1
v2,1,0.018724,5.527091,[38 44] ; [ 1 10],[34.38709677 47.61290323] ; [4.61290323 6.38709677],0
r1,1,0.022064,5.24076,[66 19] ; [5 6],[62.86458333 22.13541667] ; [8.13541667 2.86458333],0
a3,1,0.036243,4.385611,[49 35] ; [10  1],[52.16842105 31.83157895] ; [6.83157895 4.16842105],0
s1,1,0.054272,3.704323,[ 7 77] ; [3 8],[ 8.84210526 75.15789474] ; [1.15789474 9.84210526],0
p8,1,0.062843,3.460714,[34 51] ; [1 9],[31.31578947 53.68421053] ; [3.68421053 6.31578947],0
d5,1,0.065824,3.384209,[61 23] ; [5 6],[58.35789474 25.64210526] ; [7.64210526 3.35789474],0
d4,1,0.066037,3.378871,[66 17] ; [6 5],[63.57446809 19.42553191] ; [8.42553191 2.57446809],0
b1,1,0.06785,3.334281,[37 48] ; [8 3],[39.84375 45.15625] ; [5.15625 5.84375],0
p2,1,0.076484,3.138085,[61 24] ; [5 6],[58.4375 26.5625] ; [7.5625 3.4375],0
a1,1,0.082314,3.01861,[ 4 81] ; [2 9],[ 5.3125 79.6875] ; [ 0.6875 10.3125],0
v1,1,0.094984,2.787814,[37 46] ; [2 9],[34.43617021 48.56382979] ; [4.56382979 6.43617021],0
a4,1,0.135897,2.22381,[34 51] ; [7 4],[36.30208333 48.69791667] ; [4.69791667 6.30208333],0
a5,1,0.159582,1.978182,[51 34] ; [9 2],[53.125 31.875] ; [6.875 4.125],0
p11,1,0.16619,1.91698,[42 43] ; [3 8],[39.84375 45.15625] ; [5.15625 5.84375],0
n6,1,0.195507,1.675621,[55 29] ; [5 6],[53.05263158 30.94736842] ; [6.94736842 4.05263158],0
s8,1,0.20402,1.613362,[32 53] ; [2 9],[30.10416667 54.89583333] ; [3.89583333 7.10416667],0
d1,1,0.214334,1.541909,[40 45] ; [3 8],[38.07291667 46.92708333] ; [4.92708333 6.07291667],0
p9,1,0.244715,1.353227,[38 45] ; [3 8],[36.20212766 46.79787234] ; [4.79787234 6.20212766],0
a7,1,0.246449,1.343319,[54 31] ; [5 6],[52.23958333 32.76041667] ; [6.76041667 4.23958333],0
s4,1,0.269524,1.21917,[18 66] ; [4 7],[19.45263158 64.54736842] ; [2.54736842 8.45263158],0
b4,1,0.280854,1.162953,[53 32] ; [5 6],[51.35416667 33.64583333] ; [6.64583333 4.35416667],0
n1,1,0.295971,1.09226,[13 17] ; [4 2],[14.16666667 15.83333333] ; [2.83333333 3.16666667],0
v3,1,0.298816,1.079469,[27 53] ; [2 9],[25.49450549 54.50549451] ; [3.50549451 7.49450549],0
p6,1,0.382359,0.763102,[26 58] ; [2 9],[24.75789474 59.24210526] ; [3.24210526 7.75789474],0
n2,1,0.404698,0.694324,[21 10] ; [3 3],[20.10810811 10.89189189] ; [3.89189189 2.10810811],0
u1,1,0.426224,0.633091,[16 69] ; [ 1 10],[15.05208333 69.94791667] ; [1.94791667 9.05208333],0
n5,1,0.439952,0.596407,[51 33] ; [8 3],[52.16842105 31.83157895] ; [6.83157895 4.16842105],0
a2,1,0.473684,0.513369,[15 70] ; [ 1 10],[14.16666667 70.83333333] ; [1.83333333 9.16666667],0
p7,1,0.510698,0.432637,[47 37] ; [5 6],[45.97894737 38.02105263] ; [6.02105263 4.97894737],0
s5,1,0.538866,0.377645,[24 58] ; [2 8],[23.17391304 58.82608696] ; [2.82608696 7.17391304],0
b3,1,0.589698,0.290816,[17 32] ; [2 6],[16.33333333 32.66666667] ; [2.66666667 5.33333333],0
b2,1,0.589698,0.290816,[17 32] ; [2 6],[16.33333333 32.66666667] ; [2.66666667 5.33333333],0
a8,1,0.597311,0.279071,[13 66] ; [1 9],[12.42696629 66.57303371] ; [1.57303371 8.42696629],0
s7,1,0.599174,0.276244,[44 38] ; [4 5],[43.25274725 38.74725275] ; [4.74725275 4.25274725],0
s2,1,0.616624,0.250641,[53 32] ; [6 5],[52.23958333 32.76041667] ; [6.76041667 4.23958333],0
n4,1,0.632315,0.228934,[55 29] ; [8 3],[55.70526316 28.29473684] ; [7.29473684 3.70526316],0
d3,1,0.694534,0.154221,[51 33] ; [6 5],[50.4 33.6] ; [6.6 4.4],0
d2,1,0.720498,0.128016,[41 43] ; [6 5],[41.55789474 42.44210526] ; [5.44210526 5.55789474],0
p4,1,0.80487,0.061034,[42 43] ; [5 6],[41.61458333 43.38541667] ; [5.38541667 5.61458333],0
p3,1,0.851751,0.034926,[33 51] ; [4 7],[32.71578947 51.28421053] ; [4.28421053 6.71578947],0
n3,1,0.876681,0.02408,[19 11] ; [4 2],[19.16666667 10.83333333] ; [3.83333333 2.16666667],0
a6,1,0.929598,0.007806,[47 37] ; [6 5],[46.86315789 37.13684211] ; [6.13684211 4.86315789],0
p1,1,0.963229,0.002125,[ 8 76] ; [ 1 10],[ 7.95789474 76.04210526] ; [1.04210526 9.95789474],0
b5,1,0.994467,4.8e-05,[54 31] ; [7 4],[54.01041667 30.98958333] ; [6.98958333 4.01041667],0
