Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,1e-06,24.363865,[ 7 83] ; [33 51],[20.68965517 69.31034483] ; [19.31034483 64.68965517],1
p8,1,7.8e-05,15.594596,[18 72] ; [41 44],[30.34285714 59.65714286] ; [28.65714286 56.34285714],1
p3,1,0.001081,10.683802,[17 74] ; [35 50],[26.88636364 64.11363636] ; [25.11363636 59.88636364],0
p2,1,0.001602,9.95705,[54 37] ; [69 16],[63.59659091 27.40340909] ; [59.40340909 25.59659091],0
s2,1,0.001789,9.754028,[14 75] ; [31 54],[23.01724138 65.98275862] ; [21.98275862 63.01724138],0
v4,1,0.005313,7.769613,[71 20] ; [79  6],[77.55681818 13.44318182] ; [72.44318182 12.55681818],0
b3,1,0.009945,6.644719,[15 25] ; [ 7 43],[ 9.77777778 30.22222222] ; [12.22222222 37.77777778],0
b2,1,0.009945,6.644719,[15 25] ; [ 7 43],[ 9.77777778 30.22222222] ; [12.22222222 37.77777778],0
p4,1,0.010952,6.47304,[24 67] ; [38 47],[32.05681818 58.94318182] ; [29.94318182 55.05681818],0
r4,1,0.024898,5.030933,[59 32] ; [68 17],[65.66477273 25.33522727] ; [61.33522727 23.66477273],0
r3,1,0.026224,4.941176,[72 18] ; [78  7],[77.14285714 12.85714286] ; [72.85714286 12.14285714],0
b4,1,0.026492,4.923593,[60 31] ; [42 43],[52.73863636 38.26136364] ; [49.26136364 35.73863636],0
v2,1,0.03357,4.516493,[27 56] ; [40 42],[33.7030303 49.2969697] ; [33.2969697 48.7030303],0
s6,1,0.039657,4.232482,[32 59] ; [42 41],[38.70114943 52.29885057] ; [35.29885057 47.70114943],0
v1,1,0.056012,3.651693,[27 64] ; [35 45],[32.99415205 58.00584795] ; [29.00584795 50.99415205],0
s3,1,0.079603,3.07299,[28 59] ; [38 46],[33.57894737 53.42105263] ; [32.42105263 51.57894737],0
p11,1,0.102257,2.669986,[57 34] ; [63 22],[62.04545455 28.95454545] ; [57.95454545 27.04545455],0
p5,1,0.121843,2.393474,[ 2 89] ; [ 6 79],[ 4.13636364 86.86363636] ; [ 3.86363636 81.13636364],0
p10,1,0.148353,2.089104,[48 41] ; [55 30],[52.68390805 36.31609195] ; [50.31609195 34.68390805],0
n4,1,0.202912,1.621293,[47 44] ; [52 33],[51.1875 39.8125] ; [47.8125 37.1875],0
