Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.002438,9.186603,[ 2 20] ; [18 20],[ 7.33333333 14.66666667] ; [12.66666667 25.33333333],0
s2,1,0.002528,9.120501,[ 5 17] ; [24 14],[10.63333333 11.36666667] ; [18.36666667 19.63333333],0
s5,1,0.00818,6.993632,[ 2 18] ; [16 20],[ 6.42857143 13.57142857] ; [11.57142857 24.42857143],0
s8,1,0.008668,6.889952,[ 4 18] ; [20 18],[ 8.8 13.2] ; [15.2 22.8],0
r3,1,0.012405,6.251994,[17  5] ; [37  1],[19.8  2.2] ; [34.2  3.8],0
s3,1,0.019234,5.480092,[ 7 15] ; [24 14],[11.36666667 10.63333333] ; [19.63333333 18.36666667],0
s7,1,0.023319,5.14456,[ 4 15] ; [19 17],[ 7.94545455 11.05454545] ; [15.05454545 20.94545455],0
r4,1,0.042793,4.103574,[16  6] ; [35  3],[18.7  3.3] ; [32.3  5.7],0
p4,1,0.060907,3.512525,[ 9 13] ; [25 13],[12.46666667  9.53333333] ; [21.53333333 16.46666667],0
u1,1,0.084416,2.977765,[ 1 21] ; [ 8 30],[ 3.3 18.7] ; [ 5.7 32.3],0
v4,1,0.103371,2.652742,[17  5] ; [35  3],[19.06666667  2.93333333] ; [32.93333333  5.06666667],0
p1,1,0.107967,2.583732,[ 4 18] ; [ 2 36],[ 2.2 19.8] ; [ 3.8 34.2],0
a3,1,0.157286,2.000124,[11 11] ; [26 12],[13.56666667  8.43333333] ; [23.43333333 14.56666667],0
d5,1,0.160601,1.968558,[13  9] ; [29  9],[15.4  6.6] ; [26.6 11.4],0
v3,1,0.172983,1.856902,[ 5 16] ; [15 21],[ 7.36842105 13.63157895] ; [12.63157895 23.36842105],0
a7,1,0.179989,1.797716,[16  6] ; [21 17],[13.56666667  8.43333333] ; [23.43333333 14.56666667],0
n5,1,0.184258,1.762939,[18  4] ; [25 13],[15.76666667  6.23333333] ; [27.23333333 10.76666667],0
p8,1,0.228951,1.447368,[11 11] ; [13 25],[ 8.8 13.2] ; [15.2 22.8],0
s4,1,0.23013,1.440056,[ 3 19] ; [10 27],[ 4.84745763 17.15254237] ; [ 8.15254237 28.84745763],0
n6,1,0.242869,1.363862,[15  6] ; [32  6],[16.72881356  4.27118644] ; [30.27118644  7.72881356],0
n3,1,0.256839,1.285714,[8 1] ; [6 3],[7. 2.] ; [7. 2.],0
r2,1,0.258119,1.278817,[19  3] ; [36  2],[20.16666667  1.83333333] ; [34.83333333  3.16666667],0
