Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,4.1e-05,16.840875,[83 18] ; [4 9],[77.07894737 23.92105263] ; [9.92105263 3.07894737],1
b1,1,0.000936,10.949242,[44 57] ; [12  1],[49.61403509 51.38596491] ; [6.38596491 6.61403509],1
d1,1,0.001879,9.664388,[54 47] ; [ 1 12],[48.72807018 52.27192982] ; [6.27192982 6.72807018],0
r1,1,0.008584,6.907375,[74 26] ; [5 8],[69.91150442 30.08849558] ; [9.08849558 3.91150442],0
v4,1,0.011515,6.384123,[93  8] ; [9 4],[90.36842105 10.63157895] ; [11.63157895  1.36842105],0
d5,1,0.017824,5.613381,[77 23] ; [6 7],[73.45132743 26.54867257] ; [9.54867257 3.45132743],0
a6,1,0.023557,5.126937,[70 30] ; [5 8],[66.37168142 33.62831858] ; [8.62831858 4.37168142],0
s2,1,0.041548,4.153505,[45 55] ; [ 2 11],[41.59292035 58.40707965] ; [5.40707965 7.59292035],0
u3,1,0.067831,3.334744,[23  9] ; [2 4],[21.05263158 10.94736842] ; [3.94736842 2.05263158],0
b4,1,0.069322,3.298991,[58 43] ; [4 9],[54.92982456 46.07017544] ; [7.07017544 5.92982456],0
p7,1,0.085166,2.963448,[49 46] ; [10  3],[51.89814815 43.10185185] ; [7.10185185 5.89814815],0
d2,1,0.108699,2.573042,[38 62] ; [ 2 11],[35.39823009 64.60176991] ; [4.60176991 8.39823009],0
d3,1,0.125656,2.345371,[67 32] ; [6 7],[64.52678571 34.47321429] ; [8.47321429 4.52678571],0
a1,1,0.140206,2.175702,[ 5 96] ; [ 2 11],[ 6.20175439 94.79824561] ; [ 0.79824561 12.20175439],0
a7,1,0.171544,1.869399,[73 28] ; [7 6],[70.87719298 30.12280702] ; [9.12280702 3.87719298],0
r3,1,0.207664,1.58764,[90 11] ; [10  3],[88.59649123 12.40350877] ; [11.40350877  1.59649123],0
p2,1,0.271178,1.210781,[75 24] ; [8 5],[73.36607143 25.63392857] ; [9.63392857 3.36607143],0
s3,1,0.306492,1.045734,[53 46] ; [5 8],[51.26785714 47.73214286] ; [6.73214286 6.26785714],0
v2,1,0.325244,0.967742,[45 48] ; [4 8],[43.4 49.6] ; [5.6 6.4],0
a3,1,0.334875,0.929953,[68 33] ; [7 6],[66.44736842 34.55263158] ; [8.55263158 4.44736842],0
d4,1,0.371809,0.797609,[80 20] ; [9 4],[78.76106195 21.23893805] ; [10.23893805  2.76106195],0
p6,1,0.374758,0.787827,[26 71] ; [ 2 11],[24.69090909 72.30909091] ; [3.30909091 9.69090909],0
n4,1,0.376708,0.781417,[52 49] ; [5 8],[50.5 50.5] ; [6.5 6.5],0
p12,1,0.389073,0.741837,[ 3 97] ; [ 1 12],[ 3.53982301 96.46017699] ; [ 0.46017699 12.53982301],0
n1,1,0.412339,0.672047,[14 16] ; [1 3],[13.23529412 16.76470588] ; [1.76470588 2.23529412],0
s6,1,0.440757,0.594311,[58 43] ; [6 7],[56.70175439 44.29824561] ; [7.29824561 5.70175439],0
a8,1,0.456852,0.553597,[ 9 84] ; [ 2 10],[ 9.74285714 83.25714286] ; [ 1.25714286 10.74285714],0
s7,1,0.494003,0.467795,[37 61] ; [3 8],[35.96330275 62.03669725] ; [4.03669725 6.96330275],0
p3,1,0.520813,0.412283,[40 60] ; [4 9],[38.9380531 61.0619469] ; [5.0619469 7.9380531],0
s5,1,0.527209,0.399769,[22 73] ; [ 2 11],[21.11111111 73.88888889] ; [ 2.88888889 10.11111111],0
s1,1,0.548884,0.35932,[ 4 95] ; [ 1 12],[ 4.41964286 94.58035714] ; [ 0.58035714 12.41964286],0
u2,1,0.558612,0.342113,[23  9] ; [5 1],[23.57894737  8.42105263] ; [4.42105263 1.57894737],0
b5,1,0.570591,0.321694,[70 31] ; [8 5],[69.10526316 31.89473684] ; [8.89473684 4.10526316],0
p4,1,0.616256,0.251165,[46 53] ; [7 6],[46.84821429 52.15178571] ; [6.15178571 6.84821429],0
v3,1,0.639435,0.219482,[27 65] ; [ 3 10],[26.28571429 65.71428571] ; [3.71428571 9.28571429],0
a4,1,0.678345,0.171995,[37 64] ; [4 9],[36.3245614 64.6754386] ; [4.6754386 8.3245614],0
n2,1,0.681314,0.168651,[25  5] ; [3 1],[24.70588235  5.29411765] ; [3.29411765 0.70588235],0
p8,1,0.691967,0.156964,[40 59] ; [6 7],[40.66071429 58.33928571] ; [5.33928571 7.66071429],0
s8,1,0.728876,0.120146,[36 65] ; [4 9],[35.43859649 65.56140351] ; [4.56140351 8.43859649],0
v1,1,0.902544,0.014994,[47 51] ; [6 7],[46.79279279 51.20720721] ; [6.20720721 6.79279279],0
n5,1,0.92854,0.008043,[47 52] ; [6 7],[46.84821429 52.15178571] ; [6.15178571 6.84821429],0
p10,1,0.929876,0.007744,[78 22] ; [10  3],[77.87610619 22.12389381] ; [10.12389381  2.87610619],0
n3,1,0.94342,0.005037,[22  8] ; [3 1],[22.05882353  7.94117647] ; [2.94117647 1.05882353],0
p11,1,0.946799,0.004453,[69 32] ; [9 4],[69.10526316 31.89473684] ; [8.89473684 4.10526316],0
a5,1,0.953222,0.003441,[63 38] ; [8 5],[62.90350877 38.09649123] ; [8.09649123 4.90350877],0
s4,1,0.966076,0.001809,[16 85] ; [ 2 11],[15.94736842 85.05263158] ; [ 2.05263158 10.94736842],0
