Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.000355,12.75351,[336 200] ; [ 9 21],[326.71378092 209.28621908] ; [18.28621908 11.71378092],1
p2,1,0.000746,11.370649,[484  66] ; [20 10],[477.93103448  72.06896552] ; [26.06896552  3.93103448],1
p6,1,0.002451,9.176528,[231 317] ; [ 4 25],[223.18890815 324.81109185] ; [11.81109185 17.18890815],0
b1,1,0.00457,8.042225,[207 346] ; [19 11],[214.37049743 338.62950257] ; [11.62950257 18.37049743],0
p3,1,0.005736,7.631579,[315 236] ; [ 9 20],[307.8 243.2] ; [16.2 12.8],0
a4,1,0.009311,6.76226,[263 289] ; [ 7 23],[256.08247423 295.91752577] ; [13.91752577 16.08247423],0
p4,1,0.010244,6.591945,[374 177] ; [13 16],[367.65 183.35] ; [19.35  9.65],0
p11,1,0.028156,4.818462,[483  70] ; [22  8],[479.01372213  73.98627787] ; [25.98627787  4.01372213],0
s6,1,0.030339,4.689955,[387 152] ; [16 14],[381.75219684 157.24780316] ; [21.24780316  8.75219684],0
b3,1,0.053855,3.717186,[140 195] ; [ 4 16],[135.88732394 199.11267606] ; [ 8.11267606 11.88732394],0
b2,1,0.053855,3.717186,[140 195] ; [ 4 16],[135.88732394 199.11267606] ; [ 8.11267606 11.88732394],0
s4,1,0.056141,3.647858,[ 92 454] ; [ 1 28],[ 88.30956522 457.69043478] ; [ 4.69043478 24.30956522],0
p5,1,0.068012,3.330356,[ 85 463] ; [ 1 29],[ 81.53633218 466.46366782] ; [ 4.46366782 25.53633218],0
n6,1,0.069018,3.306223,[509  41] ; [25  5],[506.37931034  43.62068966] ; [27.62068966  2.37931034],0
a5,1,0.080718,3.050385,[427 126] ; [19 11],[423.04974271 129.95025729] ; [22.95025729  7.04974271],0
s5,1,0.109182,2.566022,[201 330] ; [ 7 23],[196.87700535 334.12299465] ; [11.12299465 18.87700535],0
r4,1,0.114973,2.484505,[507  46] ; [25  5],[504.62435678  48.37564322] ; [27.37564322  2.62435678],0
r3,1,0.11584,2.472689,[527  22] ; [27  3],[525.29533679  23.70466321] ; [28.70466321  1.29533679],0
a2,1,0.11937,2.425562,[144 409] ; [ 4 26],[140.38421955 412.61578045] ; [ 7.61578045 22.38421955],0
