Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,0.000449,12.315974,[126  16] ; [24 13],[118.99441341  23.00558659] ; [31.00558659  5.99441341],1
r3,1,0.0011,10.651899,[135   7] ; [29  8],[130.10055866  11.89944134] ; [33.89944134  3.10055866],0
p2,1,0.004875,7.925334,[127  16] ; [26 11],[121.55  21.45] ; [31.45  5.55],0
p8,1,0.006354,7.447201,[95 48] ; [15 21],[87.87709497 55.12290503] ; [22.12290503 13.87709497],0
d3,1,0.006406,7.432443,[100  43] ; [17 20],[92.95 50.05] ; [24.05 12.95],0
p6,1,0.008709,6.881535,[72 71] ; [ 9 26],[65.07303371 77.92696629] ; [15.92696629 19.07303371],0
s6,1,0.009192,6.785099,[103  36] ; [18 17],[96.66091954 42.33908046] ; [24.33908046 10.66091954],0
s2,1,0.012796,6.197114,[83 60] ; [13 24],[76.26666667 66.73333333] ; [19.73333333 17.26666667],0
n5,1,0.015074,5.907843,[109  33] ; [21 16],[103.12849162  38.87150838] ; [26.87150838 10.12849162],0
n4,1,0.025675,4.977782,[117  26] ; [24 13],[112.01666667  30.98333333] ; [28.98333333  8.01666667],0
s7,1,0.048604,3.888961,[76 57] ; [13 21],[70.88023952 62.11976048] ; [18.11976048 15.88023952],0
v4,1,0.061039,3.508924,[136   7] ; [32  5],[133.46666667   9.53333333] ; [34.53333333  2.46666667],0
p10,1,0.078228,3.101334,[115  27] ; [25 12],[111.06145251  30.93854749] ; [28.93854749  8.06145251],0
p5,1,0.078994,3.085482,[ 29 112] ; [ 3 34],[ 25.34831461 115.65168539] ; [ 6.65168539 30.34831461],0
p7,1,0.080649,3.05178,[104  38] ; [21 15],[99.71910112 42.28089888] ; [25.28089888 10.71910112],0
a7,1,0.082144,3.021962,[99 44] ; [20 17],[94.53888889 48.46111111] ; [24.46111111 12.53888889],0
p11,1,0.089571,2.882061,[112  31] ; [24 13],[108.04444444  34.95555556] ; [27.95555556  9.04444444],0
r1,1,0.103605,2.649148,[108  35] ; [23 14],[104.07222222  38.92777778] ; [26.92777778 10.07222222],0
b3,1,0.115073,2.483131,[28 64] ; [11 12],[31.2 60.8] ; [ 7.8 15.2],0
b2,1,0.115073,2.483131,[28 64] ; [11 12],[31.2 60.8] ; [ 7.8 15.2],0
s3,1,0.121177,2.402048,[89 53] ; [18 19],[84.88268156 57.11731844] ; [22.11731844 14.88268156],0
b4,1,0.124803,2.355985,[82 61] ; [16 21],[77.85555556 65.14444444] ; [20.14444444 16.85555556],0
p9,1,0.138613,2.19329,[122  21] ; [27  9],[119.03351955  23.96648045] ; [29.96648045  6.03351955],0
a3,1,0.183419,1.769699,[91 51] ; [28  9],[94.40223464 47.59776536] ; [24.59776536 12.40223464],0
r2,1,0.18997,1.71785,[128  13] ; [36  1],[129.91011236  11.08988764] ; [34.08988764  2.91011236],0
d5,1,0.198102,1.656315,[117  25] ; [27 10],[114.23463687  27.76536313] ; [29.76536313  7.23463687],0
s5,1,0.236176,1.403275,[54 83] ; [10 25],[50.97674419 86.02325581] ; [13.02325581 21.97674419],0
n2,1,0.236289,1.402597,[15 12] ; [7 2],[16.5 10.5] ; [5.5 3.5],0
d1,1,0.269492,1.219333,[84 59] ; [18 19],[81.03333333 61.96666667] ; [20.96666667 16.03333333],0
b5,1,0.291793,1.111328,[79 64] ; [24 13],[81.82777778 61.17222222] ; [21.17222222 15.82777778],0
p12,1,0.291951,1.1106,[ 11 132] ; [ 1 35],[  9.58659218 133.41340782] ; [ 2.41340782 33.58659218],0
s4,1,0.317108,1.000836,[ 38 103] ; [ 7 30],[ 35.64606742 105.35393258] ; [ 9.35393258 27.64606742],0
v1,1,0.40009,0.708055,[61 78] ; [13 23],[58.77714286 80.22285714] ; [15.22285714 20.77714286],0
a4,1,0.405328,0.692463,[65 78] ; [14 23],[62.76111111 80.23888889] ; [16.23888889 20.76111111],0
n3,1,0.414216,0.666667,[17 10] ; [7 2],[18.  9.] ; [6. 3.],0
s8,1,0.433252,0.614091,[66 77] ; [14 22],[63.91061453 79.08938547] ; [16.08938547 19.91061453],0
a8,1,0.440335,0.595409,[ 13 118] ; [ 2 33],[ 11.8373494 119.1626506] ; [ 3.1626506 31.8373494],0
u2,1,0.460043,0.545789,[30 22] ; [4 5],[28.98360656 23.01639344] ; [5.01639344 3.98360656],0
b1,1,0.535568,0.383815,[70 73] ; [16 21],[68.32222222 74.67777778] ; [17.67777778 19.32222222],0
d4,1,0.537734,0.379755,[114  28] ; [28  9],[112.64804469  29.35195531] ; [29.35195531  7.64804469],0
r4,1,0.562749,0.334966,[125  18] ; [31  6],[123.93333333  19.06666667] ; [32.06666667  4.93333333],0
d2,1,0.572401,0.318681,[64 79] ; [18 18],[65.50837989 77.49162011] ; [16.49162011 19.50837989],0
p1,1,0.612564,0.256459,[ 20 123] ; [ 4 33],[ 19.06666667 123.93333333] ; [ 4.93333333 32.06666667],0
v3,1,0.660139,0.193354,[ 32 108] ; [ 7 29],[ 31.02272727 108.97727273] ; [ 7.97727273 28.02272727],0
n1,1,0.693012,0.155844,[10 17] ; [4 5],[10.5 16.5] ; [3.5 5.5],0
u1,1,0.759094,0.094047,[ 24 119] ; [ 7 30],[ 24.62777778 118.37222222] ; [ 6.37222222 30.62777778],0
u3,1,0.821916,0.050661,[32 19] ; [6 3],[32.3 18.7] ; [5.7 3.3],0
a5,1,0.902624,0.014969,[99 44] ; [26 11],[99.30555556 43.69444444] ; [25.69444444 11.30555556],0
s1,1,0.906091,0.013917,[  7 135] ; [ 2 35],[  7.1396648 134.8603352] ; [ 1.8603352 35.1396648],0
a1,1,0.964319,0.002001,[  8 135] ; [ 2 35],[  7.94444444 135.05555556] ; [ 2.05555556 34.94444444],0
a6,1,0.984574,0.000374,[93 50] ; [24 13],[92.95 50.05] ; [24.05 12.95],0
a2,1,0.995822,2.7e-05,[ 27 116] ; [ 7 30],[ 27.01111111 115.98888889] ; [ 6.98888889 30.01111111],0
