Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,98.123411,[303  16] ; [21 25],[283.16712329  35.83287671] ; [40.83287671  5.16712329],1
p11,1,3e-06,21.913289,[271  49] ; [27 21],[259.13043478  60.86956522] ; [38.86956522  9.13043478],1
p7,1,0.000544,11.957177,[222  90] ; [21 25],[211.77653631 100.22346369] ; [31.22346369 14.77653631],1
n6,1,0.001034,10.765933,[295  21] ; [38 10],[289.08791209  26.91208791] ; [43.91208791  4.08791209],0
p2,1,0.001394,10.213765,[281  38] ; [34 14],[273.80108992  45.19891008] ; [41.19891008  6.80108992],0
r3,1,0.003128,8.731344,[308  10] ; [42  6],[304.09836066  13.90163934] ; [45.90163934  2.09836066],0
v4,1,0.005964,7.561229,[309   8] ; [43  5],[305.70958904  11.29041096] ; [46.29041096  1.70958904],0
p8,1,0.006332,7.453404,[182 135] ; [17 30],[173.30494505 143.69505495] ; [25.69505495 21.30494505],0
p4,1,0.009556,6.715904,[225  93] ; [25 23],[217.21311475 100.78688525] ; [32.78688525 15.21311475],0
p3,1,0.01092,6.478292,[188 130] ; [19 29],[179.85245902 138.14754098] ; [27.14754098 20.85245902],0
r4,1,0.011142,6.442577,[300  20] ; [40  8],[295.65217391  24.34782609] ; [44.34782609  3.65217391],0
n5,1,0.014218,6.010843,[289  29] ; [38 10],[284.1147541  33.8852459] ; [42.8852459  5.1147541],0
p12,1,0.023443,5.135347,[ 43 276] ; [ 1 47],[ 38.24523161 280.75476839] ; [ 5.75476839 42.24523161],0
a6,1,0.032213,4.587125,[207 111] ; [23 24],[200.38356164 117.61643836] ; [29.61643836 17.38356164],0
s8,1,0.034762,4.456846,[209 109] ; [24 24],[202.44262295 115.55737705] ; [30.55737705 17.44262295],0
a7,1,0.056789,3.62875,[235  84] ; [29 19],[229.47138965  89.52861035] ; [34.52861035 13.47138965],0
n2,1,0.0671,3.352582,[42  8] ; [10  6],[39.39393939 10.60606061] ; [12.60606061  3.39393939],0
b1,1,0.076667,3.134172,[130 190] ; [26 22],[135.65217391 184.34782609] ; [20.34782609 27.65217391],0
u4,1,0.078587,3.093893,[ 10 310] ; [ 4 44],[ 12.17391304 307.82608696] ; [ 1.82608696 46.17391304],0
s5,1,0.117019,2.456772,[150 154] ; [17 29],[145.05142857 158.94857143] ; [21.94857143 24.05142857],0
p6,1,0.123632,2.3707,[149 166] ; [17 31],[144.04958678 170.95041322] ; [21.95041322 26.04958678],0
a3,1,0.150599,2.066176,[255  64] ; [34 14],[251.20163488  67.79836512] ; [37.79836512 10.20163488],0
s1,1,0.172428,1.861706,[ 17 299] ; [ 5 43],[ 19.0989011 296.9010989] ; [ 2.9010989 45.0989011],0
v2,1,0.188161,1.731962,[189 120] ; [24 23],[184.87921348 124.12078652] ; [28.12078652 18.87921348],0
u1,1,0.220246,1.502767,[ 74 246] ; [15 33],[ 77.39130435 242.60869565] ; [11.60869565 36.39130435],0
d5,1,0.226522,1.462571,[272  46] ; [37 10],[269.2109589  48.7890411] ; [39.7890411  7.2109589],0
r2,1,0.267924,1.227343,[306  10] ; [44  3],[304.68319559  11.31680441] ; [45.31680441  1.68319559],0
