Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,5e-06,20.659741,[17 59] ; [53 40],[31.47928994 44.52071006] ; [38.52071006 54.47928994],1
a3,1,1.5e-05,18.735484,[30 45] ; [68 25],[43.75 31.25] ; [54.25 38.75],1
a4,1,1.5e-05,18.734717,[11 65] ; [42 50],[23.97619048 52.02380952] ; [29.02380952 62.97619048],1
d5,1,3.5e-05,17.139734,[41 34] ; [78 15],[53.125 21.875] ; [65.875 27.125],1
d4,1,4.6e-05,16.625516,[42 34] ; [78 15],[53.96449704 22.03550296] ; [66.03550296 26.96449704],1
a6,1,0.000414,12.46862,[30 46] ; [62 31],[41.37278107 34.62721893] ; [50.62721893 42.37278107],1
s7,1,0.005204,7.807051,[18 55] ; [40 47],[26.4625 46.5375] ; [31.5375 55.4625],0
d2,1,0.007147,7.23568,[19 57] ; [41 50],[27.30538922 48.69461078] ; [32.69461078 58.30538922],0
p10,1,0.007581,7.129802,[46 27] ; [75 17],[53.53333333 19.46666667] ; [67.46666667 24.53333333],0
p9,1,0.009378,6.749479,[53 21] ; [79 11],[59.56097561 14.43902439] ; [72.43902439 17.56097561],0
s6,1,0.015291,5.882575,[32 42] ; [56 34],[39.70731707 34.29268293] ; [48.29268293 41.70731707],0
s5,1,0.016787,5.718479,[12 60] ; [29 58],[18.56603774 53.43396226] ; [22.43396226 64.56603774],0
n5,1,0.019787,5.43061,[47 29] ; [72 20],[53.83333333 22.16666667] ; [65.16666667 26.83333333],0
s2,1,0.021037,5.323765,[25 51] ; [47 46],[32.37869822 43.62130178] ; [39.62130178 53.37869822],0
u1,1,0.021915,5.252523,[ 1 75] ; [ 9 84],[ 4.49704142 71.50295858] ; [ 5.50295858 87.49704142],0
s8,1,0.032431,4.575556,[17 59] ; [35 58],[23.38461538 52.61538462] ; [28.61538462 64.38461538],0
p3,1,0.036267,4.384519,[27 49] ; [48 45],[33.72781065 42.27218935] ; [41.27218935 51.72781065],0
p4,1,0.062872,3.459954,[32 44] ; [52 40],[38. 38.] ; [46. 46.],0
b3,1,0.067108,3.352381,[12 33] ; [24 30],[16.36363636 28.63636364] ; [19.63636364 34.36363636],0
b2,1,0.067108,3.352381,[12 33] ; [24 30],[16.36363636 28.63636364] ; [19.63636364 34.36363636],0
a1,1,0.101741,2.678045,[ 2 74] ; [ 8 85],[ 4.49704142 71.50295858] ; [ 5.50295858 87.49704142],0
b4,1,0.137948,2.200706,[51 25] ; [52 41],[46.31952663 29.68047337] ; [56.68047337 36.31952663],0
v1,1,0.181219,1.787602,[26 49] ; [40 49],[30.18292683 44.81707317] ; [35.81707317 53.18292683],0
p12,1,0.184298,1.762618,[ 6 70] ; [ 3 89],[ 4.07142857 71.92857143] ; [ 4.92857143 87.07142857],0
u3,1,0.201866,1.628824,[14 32] ; [11 13],[16.42857143 29.57142857] ; [ 8.57142857 15.42857143],0
r3,1,0.204015,1.613396,[70  6] ; [79 13],[67.4047619  8.5952381] ; [81.5952381 10.4047619],0
d3,1,0.215234,1.535868,[38 37] ; [56 37],[41.96428571 33.03571429] ; [52.03571429 40.96428571],0
p6,1,0.227594,1.455832,[20 53] ; [33 58],[23.59146341 49.40853659] ; [29.40853659 61.59146341],0
n2,1,0.242818,1.364161,[14  8] ; [25  7],[15.88888889  6.11111111] ; [23.11111111  8.88888889],0
n1,1,0.250776,1.318977,[ 5 17] ; [12 20],[ 6.92592593 15.07407407] ; [10.07407407 21.92592593],0
r2,1,0.258375,1.277442,[58 17] ; [75 14],[60.82317073 14.17682927] ; [72.17682927 16.82317073],0
n4,1,0.301828,1.066099,[50 26] ; [68 25],[53.06508876 22.93491124] ; [64.93491124 28.06508876],0
a8,1,0.414517,0.665807,[ 8 61] ; [ 7 83],[ 6.50943396 62.49056604] ; [ 8.49056604 81.50943396],0
p11,1,0.435506,0.608094,[54 22] ; [71 22],[56.21301775 19.78698225] ; [68.78698225 24.21301775],0
s3,1,0.484242,0.489295,[31 44] ; [43 49],[33.23353293 41.76646707] ; [40.76646707 51.23353293],0
b1,1,0.546031,0.364476,[26 50] ; [36 57],[27.8816568 48.1183432] ; [34.1183432 58.8816568],0
p8,1,0.599943,0.275082,[32 44] ; [42 49],[33.67664671 42.32335329] ; [40.32335329 50.67664671],0
a7,1,0.603452,0.26982,[43 32] ; [57 36],[44.64285714 30.35714286] ; [55.35714286 37.64285714],0
b5,1,0.644774,0.212553,[50 26] ; [58 35],[48.56804734 27.43195266] ; [59.43195266 33.56804734],0
p5,1,0.743997,0.106645,[ 7 68] ; [10 82],[ 7.63473054 67.36526946] ; [ 9.36526946 82.63473054],0
v2,1,0.764152,0.09002,[30 44] ; [39 52],[30.94545455 43.05454545] ; [38.05454545 52.94545455],0
p2,1,0.775049,0.081668,[55 20] ; [70 23],[55.80357143 19.19642857] ; [69.19642857 23.80357143],0
s1,1,0.800909,0.06359,[ 3 73] ; [ 3 90],[ 2.69822485 73.30177515] ; [ 3.30177515 89.69822485],0
s4,1,0.809907,0.057862,[15 61] ; [17 76],[14.39053254 61.60946746] ; [17.60946746 75.39053254],0
n3,1,0.844737,0.038352,[15  7] ; [21 11],[14.66666667  7.33333333] ; [21.33333333 10.66666667],0
v3,1,0.864893,0.02895,[24 51] ; [28 63],[23.4939759 51.5060241] ; [28.5060241 62.4939759],0
r4,1,0.879475,0.022993,[49 27] ; [61 32],[49.46745562 26.53254438] ; [60.53254438 32.46745562],0
u2,1,0.885487,0.020741,[19 26] ; [11 14],[19.28571429 25.71428571] ; [10.71428571 14.28571429],0
p1,1,0.888359,0.019707,[ 6 69] ; [ 8 85],[ 6.25 68.75] ; [ 7.75 85.25],0
p7,1,0.899788,0.015858,[38 37] ; [47 44],[38.40361446 36.59638554] ; [46.59638554 44.40361446],0
v4,1,0.934526,0.006749,[65 10] ; [81 12],[65.17857143  9.82142857] ; [80.82142857 12.17857143],0
