Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,4.4e-05,16.700362,[11 21] ; [83 30],[20.74482759 11.25517241] ; [73.25517241 39.74482759],1
n5,1,0.000305,13.042009,[11 20] ; [80 33],[19.59027778 11.40972222] ; [71.40972222 41.59027778],1
u2,1,0.007824,7.073262,[11  1] ; [21 22],[6.98181818 5.01818182] ; [25.01818182 17.98181818],0
a7,1,0.011751,6.348068,[14 18] ; [77 36],[20.08275862 11.91724138] ; [70.91724138 42.08275862],0
a6,1,0.012357,6.258929,[12 19] ; [72 41],[18.08333333 12.91666667] ; [65.91666667 47.08333333],0
s6,1,0.012994,6.169957,[14 17] ; [77 34],[19.86619718 11.13380282] ; [71.13380282 39.86619718],0
p10,1,0.062821,3.461299,[15 16] ; [74 37],[19.42957746 11.57042254] ; [69.57042254 41.42957746],0
u3,1,0.092617,2.828283,[10  2] ; [25 19],[7.5 4.5] ; [27.5 16.5],0
s8,1,0.093807,2.807805,[ 9 23] ; [50 62],[13.11111111 18.88888889] ; [45.88888889 66.11111111],0
a8,1,0.098165,2.735109,[ 6 26] ; [ 9 98],[ 3.45323741 28.54676259] ; [11.54676259 95.45323741],0
s5,1,0.105805,2.615788,[ 5 23] ; [36 71],[ 8.5037037 19.4962963] ; [32.4962963 74.5037037],0
u1,1,0.111004,2.539876,[ 2 30] ; [20 93],[ 4.85517241 27.14482759] ; [17.14482759 95.85517241],0
d2,1,0.134893,2.235266,[10 21] ; [53 59],[13.65734266 17.34265734] ; [49.34265734 62.65734266],0
p11,1,0.141168,2.165185,[17 15] ; [76 37],[20.52413793 11.47586207] ; [72.47586207 40.52413793],0
p3,1,0.172223,1.863483,[ 8 24] ; [43 70],[11.25517241 20.74482759] ; [39.74482759 73.25517241],0
v4,1,0.174004,1.848108,[29  3] ; [109   4],[30.45517241  1.54482759] ; [107.54482759   5.45517241],0
s4,1,0.18119,1.787833,[ 4 28] ; [26 85],[ 6.71328671 25.28671329] ; [23.28671329 87.71328671],0
p12,1,0.296369,1.090462,[ 1 30] ; [ 10 103],[ 2.36805556 28.63194444] ; [  8.63194444 104.36805556],0
s7,1,0.298318,1.081698,[ 9 19] ; [46 61],[11.40740741 16.59259259] ; [43.59259259 63.40740741],0
p6,1,0.310084,1.030317,[ 5 26] ; [28 85],[ 7.10416667 23.89583333] ; [25.89583333 87.10416667],0
a2,1,0.313672,1.015151,[ 4 28] ; [23 90],[ 5.95862069 26.04137931] ; [21.04137931 91.95862069],0
r2,1,0.33044,0.947174,[30  2] ; [109   3],[30.88888889  1.11111111] ; [108.11111111   3.88888889],0
n2,1,0.334068,0.933063,[12  5] ; [24  5],[13.30434783  3.69565217] ; [22.69565217  6.30434783],0
v1,1,0.34944,0.875489,[11 21] ; [48 62],[13.29577465 18.70422535] ; [45.70422535 64.29577465],0
d3,1,0.364552,0.822152,[15 16] ; [65 48],[17.22222222 13.77777778] ; [62.77777778 50.22222222],0
s3,1,0.371314,0.799262,[18 14] ; [52 58],[15.77464789 16.22535211] ; [54.22535211 55.77464789],0
v3,1,0.384154,0.757367,[ 8 19] ; [41 65],[ 9.94736842 17.05263158] ; [39.05263158 66.94736842],0
b5,1,0.388303,0.744249,[18 14] ; [73 40],[20.08275862 11.91724138] ; [70.91724138 42.08275862],0
p4,1,0.43379,0.612653,[ 9 22] ; [41 71],[10.83916084 20.16083916] ; [39.16083916 72.83916084],0
d1,1,0.449158,0.572777,[14 18] ; [58 55],[15.88965517 16.11034483] ; [56.11034483 56.88965517],0
p9,1,0.452707,0.563866,[19 12] ; [76 35],[20.73943662 10.26056338] ; [74.26056338 36.73943662],0
r1,1,0.483384,0.49122,[27  5] ; [89 24],[25.6  6.4] ; [90.4 22.6],0
a1,1,0.50196,0.450791,[ 1 31] ; [  7 106],[ 1.76551724 30.23448276] ; [  6.23448276 106.76551724],0
s1,1,0.507833,0.438529,[ 3 28] ; [  7 105],[ 2.16783217 28.83216783] ; [  7.83216783 104.16783217],0
a5,1,0.524526,0.404984,[19 13] ; [74 39],[20.52413793 11.47586207] ; [72.47586207 40.52413793],0
n1,1,0.530801,0.392857,[9 7] ; [13 15],[8. 8.] ; [14. 14.],0
b4,1,0.532736,0.389171,[17 15] ; [67 46],[18.53793103 13.46206897] ; [65.46206897 47.53793103],0
p8,1,0.550474,0.356469,[ 9 23] ; [26 87],[ 7.72413793 24.27586207] ; [27.27586207 85.72413793],0
d5,1,0.56589,0.329608,[20 11] ; [79 34],[21.3125  9.6875] ; [77.6875 35.3125],0
b2,1,0.639482,0.219421,[ 6 14] ; [26 47],[ 6.88172043 13.11827957] ; [25.11827957 47.88172043],0
b3,1,0.639482,0.219421,[ 6 14] ; [26 47],[ 6.88172043 13.11827957] ; [25.11827957 47.88172043],0
a4,1,0.686168,0.163265,[13 19] ; [50 62],[14. 18.] ; [49. 63.],0
n3,1,0.711465,0.136818,[12  3] ; [21  7],[11.51162791  3.48837209] ; [21.48837209  6.51162791],0
p7,1,0.715507,0.132839,[10 20] ; [41 70],[10.85106383 19.14893617] ; [40.14893617 70.85106383],0
r3,1,0.7445,0.106211,[31  1] ; [108   5],[30.67586207  1.32413793] ; [108.32413793   4.67586207],0
u4,1,0.7445,0.106211,[ 1 31] ; [  5 108],[ 1.32413793 30.67586207] ; [  4.67586207 108.32413793],0
s2,1,0.753007,0.099021,[16 16] ; [52 59],[15.21678322 16.78321678] ; [52.78321678 58.21678322],0
p1,1,0.870123,0.026733,[ 2 30] ; [  8 105],[ 2.20689655 29.79310345] ; [  7.79310345 105.20689655],0
a3,1,0.926953,0.008405,[20 12] ; [69 43],[19.77777778 12.22222222] ; [69.22222222 42.77777778],0
b1,1,0.927291,0.008327,[15 17] ; [54 59],[15.22758621 16.77241379] ; [53.77241379 59.22758621],0
d4,1,0.987145,0.00026,[23  8] ; [84 29],[23.03472222  7.96527778] ; [83.96527778 29.03472222],0
v2,1,1.0,0.0,[14 14] ; [54 54],[14. 14.] ; [54. 54.],0
