Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,1.7e-05,18.453894,[25 39] ; [51 16],[37.12977099 26.87022901] ; [38.87022901 28.12977099],1
s6,1,2.1e-05,18.141946,[36 28] ; [59  7],[46.76923077 17.23076923] ; [48.23076923 17.76923077],1
s3,1,0.000118,14.825071,[29 37] ; [52 16],[39.89552239 26.10447761] ; [41.10447761 26.89552239],1
s2,1,0.000382,12.617109,[28 39] ; [49 19],[38.21481481 28.78518519] ; [38.78518519 29.21481481],1
p9,1,0.005828,7.60281,[52 15] ; [64  4],[57.57037037  9.42962963] ; [58.42962963  9.57037037],0
v1,1,0.008047,7.023061,[19 48] ; [34 33],[26.5 40.5] ; [26.5 40.5],0
p10,1,0.010252,6.590499,[47 18] ; [61  7],[52.78195489 12.21804511] ; [55.21804511 12.78195489],0
d1,1,0.010952,6.473022,[34 33] ; [49 19],[41.19259259 25.80740741] ; [41.80740741 26.19259259],0
a5,1,0.012775,6.19999,[40 27] ; [54 14],[46.65185185 20.34814815] ; [47.34814815 20.65185185],0
p4,1,0.018759,5.5238,[47 20] ; [59  9],[52.60740741 14.39259259] ; [53.39259259 14.60740741],0
d4,1,0.045958,3.983119,[50 17] ; [59  8],[54.5 12.5] ; [54.5 12.5],0
p12,1,0.048565,3.890323,[ 2 65] ; [ 8 59],[ 5. 62.] ; [ 5. 62.],0
p8,1,0.049104,3.871807,[43 24] ; [54 14],[48.14074074 18.85925926] ; [48.85925926 19.14074074],0
n5,1,0.052535,3.758647,[46 20] ; [57 11],[50.73134328 15.26865672] ; [52.26865672 15.73134328],0
a7,1,0.058834,3.569946,[49 17] ; [40 28],[43.8358209 22.1641791] ; [45.1641791 22.8358209],0
b1,1,0.068121,3.327733,[25 42] ; [36 32],[30.27407407 36.72592593] ; [30.72592593 37.27407407],0
d2,1,0.070006,3.282883,[27 40] ; [38 30],[32.25925926 34.74074074] ; [32.74074074 35.25925926],0
p11,1,0.073754,3.197426,[50 17] ; [59  9],[54.0962963 12.9037037] ; [54.9037037 13.0962963],0
d5,1,0.080747,3.049796,[48 18] ; [57 10],[52.10526316 13.89473684] ; [52.89473684 14.10526316],0
v3,1,0.143422,2.140858,[10 57] ; [17 51],[13.4 53.6] ; [13.6 54.4],0
a8,1,0.150965,2.062474,[ 5 55] ; [11 54],[ 7.68 52.32] ; [ 8.32 56.68],0
a4,1,0.166866,1.910873,[29 37] ; [38 30],[33. 33.] ; [34. 34.],0
r2,1,0.171376,1.870866,[62  4] ; [65  1],[63.5  2.5] ; [63.5  2.5],0
s5,1,0.181421,1.785945,[25 39] ; [33 32],[28.7751938 35.2248062] ; [29.2248062 35.7751938],0
n2,1,0.186832,1.742425,[16  3] ; [9 5],[14.39393939  4.60606061] ; [10.60606061  3.39393939],0
s4,1,0.241304,1.37296,[14 49] ; [21 46],[16.96153846 46.03846154] ; [18.03846154 48.96153846],0
a6,1,0.24817,1.333575,[43 24] ; [37 31],[39.7037037 27.2962963] ; [40.2962963 27.7037037],0
n4,1,0.263186,1.251921,[51 16] ; [57 11],[53.6 13.4] ; [54.4 13.6],0
p5,1,0.286052,1.13811,[10 57] ; [15 53],[12.40740741 54.59259259] ; [12.59259259 55.40740741],0
b2,1,0.367802,0.811078,[17 24] ; [24 23],[19.10227273 21.89772727] ; [21.89772727 25.10227273],0
b3,1,0.367802,0.811078,[17 24] ; [24 23],[19.10227273 21.89772727] ; [21.89772727 25.10227273],0
r3,1,0.424815,0.636958,[64  2] ; [64  4],[63.04477612  2.95522388] ; [64.95522388  3.04477612],0
b5,1,0.431539,0.618679,[39 28] ; [35 33],[36.72592593 30.27407407] ; [37.27407407 30.72592593],0
p3,1,0.439509,0.597564,[38 29] ; [43 25],[40.2 26.8] ; [40.8 27.2],0
d3,1,0.45981,0.546357,[44 21] ; [50 18],[45.93984962 19.06015038] ; [48.06015038 19.93984962],0
u1,1,0.499369,0.456277,[ 9 58] ; [12 56],[10.42222222 56.57777778] ; [10.57777778 57.42222222],0
a3,1,0.50031,0.454278,[43 23] ; [48 20],[44.82089552 21.17910448] ; [46.17910448 21.82089552],0
r1,1,0.500486,0.453906,[51 16] ; [55 13],[52.60740741 14.39259259] ; [53.39259259 14.60740741],0
r4,1,0.527545,0.399119,[60  7] ; [63  5],[61.04444444  5.95555556] ; [61.95555556  6.04444444],0
a2,1,0.55943,0.340692,[13 54] ; [16 52],[14.39259259 52.60740741] ; [14.60740741 53.39259259],0
u3,1,0.570603,0.321675,[13 10] ; [13  7],[13.90697674  9.09302326] ; [12.09302326  7.90697674],0
n3,1,0.580912,0.304762,[12  6] ; [8 6],[11.25  6.75] ; [8.75 5.25],0
p7,1,0.585745,0.297038,[53 12] ; [57 10],[54.16666667 10.83333333] ; [55.83333333 11.16666667],0
