Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.013403,6.115165,[17  6] ; [11 17],[12.62745098 10.37254902] ; [15.37254902 12.62745098],0
p11,1,0.021776,5.263622,[10 13] ; [21  7],[13.98039216  9.01960784] ; [17.01960784 10.98039216],0
v3,1,0.034877,4.451201,[ 2 19] ; [10 18],[ 5.14285714 15.85714286] ; [ 6.85714286 21.14285714],0
p4,1,0.081776,3.029243,[17  6] ; [14 14],[13.98039216  9.01960784] ; [17.01960784 10.98039216],0
u3,1,0.109504,2.561364,[6 2] ; [6 9],[4.17391304 3.82608696] ; [7.82608696 7.17391304],0
a5,1,0.124965,2.353968,[14  9] ; [11 17],[11.2745098 11.7254902] ; [13.7254902 14.2745098],0
a3,1,0.179664,1.800401,[15  8] ; [13 15],[12.62745098 10.37254902] ; [15.37254902 12.62745098],0
u2,1,0.191719,1.704359,[6 2] ; [7 8],[4.52173913 3.47826087] ; [8.47826087 6.52173913],0
n1,1,0.210096,1.570767,[5 2] ; [5 7],[3.68421053 3.31578947] ; [6.31578947 5.68421053],0
a2,1,0.281363,1.160493,[ 5 18] ; [ 3 25],[ 3.60784314 19.39215686] ; [ 4.39215686 23.60784314],0
u1,1,0.281363,1.160493,[ 5 18] ; [ 3 25],[ 3.60784314 19.39215686] ; [ 4.39215686 23.60784314],0
b3,1,0.304652,1.053719,[11  7] ; [6 8],[9.5625 8.4375] ; [7.4375 6.5625],0
b2,1,0.304652,1.053719,[11  7] ; [6 8],[9.5625 8.4375] ; [7.4375 6.5625],0
s4,1,0.306934,1.043823,[ 5 18] ; [ 3 24],[ 3.68 19.32] ; [ 4.32 22.68],0
s7,1,0.307675,1.040631,[13  9] ; [12 15],[11.2244898 10.7755102] ; [13.7755102 13.2244898],0
a4,1,0.357363,0.847139,[12 11] ; [11 17],[10.37254902 12.62745098] ; [12.62745098 15.37254902],0
s6,1,0.368365,0.809172,[14  9] ; [13 14],[12.42 10.58] ; [14.58 12.42],0
n6,1,0.407431,0.686284,[18  5] ; [19  9],[16.68627451  6.31372549] ; [20.31372549  7.68627451],0
p7,1,0.42606,0.63354,[14  9] ; [20  8],[15.33333333  7.66666667] ; [18.66666667  9.33333333],0
u4,1,0.439,0.598894,[ 2 21] ; [ 1 27],[ 1.35294118 21.64705882] ; [ 1.64705882 26.35294118],0
a1,1,0.439,0.598894,[ 2 21] ; [ 1 27],[ 1.35294118 21.64705882] ; [ 1.64705882 26.35294118],0
d4,1,0.462732,0.539279,[16  7] ; [22  6],[17.1372549  5.8627451] ; [20.8627451  7.1372549],0
p2,1,0.462732,0.539279,[16  7] ; [22  6],[17.1372549  5.8627451] ; [20.8627451  7.1372549],0
n3,1,0.481924,0.494505,[5 2] ; [11  2],[5.6 1.4] ; [10.4  2.6],0
p1,1,0.490508,0.475412,[ 4 19] ; [ 3 25],[ 3.15686275 19.84313725] ; [ 3.84313725 24.15686275],0
b4,1,0.507142,0.439959,[11 12] ; [16 12],[12.17647059 10.82352941] ; [14.82352941 13.17647059],0
d3,1,0.572014,0.319325,[13 10] ; [18 10],[13.98039216  9.01960784] ; [17.01960784 10.98039216],0
v2,1,0.585588,0.297287,[12 11] ; [12 15],[11.04 11.96] ; [12.96 14.04],0
s1,1,0.626013,0.237507,[ 1 22] ; [ 2 24],[ 1.40816327 21.59183673] ; [ 1.59183673 24.40816327],0
d5,1,0.634308,0.226264,[15  8] ; [20  8],[15.78431373  7.21568627] ; [19.21568627  8.78431373],0
n2,1,0.639207,0.21978,[6 1] ; [10  3],[5.6 1.4] ; [10.4  2.6],0
s8,1,0.643103,0.214707,[10 13] ; [10 17],[ 9.2 13.8] ; [10.8 16.2],0
