Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.013403,6.115165,[17  6] ; [11 17],[12.62745098 10.37254902] ; [15.37254902 12.62745098],0
r3,1,0.672939,0.178183,[22  1] ; [26  2],[21.64705882  1.35294118] ; [26.35294118  1.64705882],0
d2,1,0.682979,0.166792,[12 11] ; [13 15],[11.2745098 11.7254902] ; [13.7254902 14.2745098],0
d1,1,0.682979,0.166792,[12 11] ; [13 15],[11.2745098 11.7254902] ; [13.7254902 14.2745098],0
r4,1,0.717841,0.130571,[19  4] ; [22  6],[18.49019608  4.50980392] ; [22.50980392  5.49019608],0
s2,1,0.722699,0.125921,[11 12] ; [12 16],[10.37254902 12.62745098] ; [12.62745098 15.37254902],0
a6,1,0.762106,0.091637,[13 10] ; [17 11],[13.52941176  9.47058824] ; [16.47058824 11.52941176],0
n5,1,0.801752,0.063041,[14  9] ; [18 10],[14.43137255  8.56862745] ; [17.56862745 10.43137255],0
s3,1,0.833126,0.044392,[13 10] ; [15 13],[12.62745098 10.37254902] ; [15.37254902 12.62745098],0
p8,1,0.833126,0.044392,[13 10] ; [15 13],[12.62745098 10.37254902] ; [15.37254902 12.62745098],0
v4,1,0.837384,0.042124,[21  2] ; [26  2],[21.19607843  1.80392157] ; [25.80392157  2.19607843],0
p5,1,0.837384,0.042124,[ 2 21] ; [ 2 26],[ 1.80392157 21.19607843] ; [ 2.19607843 25.80392157],0
b5,1,0.843176,0.039138,[17  6] ; [20  8],[16.68627451  6.31372549] ; [20.31372549  7.68627451],0
r2,1,0.867096,0.028005,[21  2] ; [25  2],[21.16  1.84] ; [24.84  2.16],0
v1,1,0.879192,0.023102,[ 9 14] ; [10 17],[ 8.74 14.26] ; [10.26 16.74],0
n4,1,0.884458,0.021118,[16  7] ; [20  8],[16.23529412  6.76470588] ; [19.76470588  8.23529412],0
r1,1,0.895926,0.017111,[16  7] ; [19  9],[15.78431373  7.21568627] ; [19.21568627  8.78431373],0
p9,1,0.920746,0.009899,[11 12] ; [13 15],[10.82352941 12.17647059] ; [13.17647059 14.82352941],0
s5,1,0.926721,0.008459,[ 3 17] ; [ 4 21],[ 3.11111111 16.88888889] ; [ 3.88888889 21.11111111],0
a7,1,0.944768,0.0048,[15  8] ; [18 10],[14.88235294  8.11764706] ; [18.11764706  9.88235294],0
a8,1,0.958908,0.002655,[ 3 18] ; [ 4 23],[ 3.0625 17.9375] ; [ 3.9375 23.0625],0
