Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,38.141146,[105  27] ; [ 4 20],[92.23076923 39.76923077] ; [16.76923077  7.23076923],1
p4,1,0.243527,1.36006,[54 75] ; [ 7 17],[51.43137255 77.56862745] ; [ 9.56862745 14.43137255],0
p10,1,0.244646,1.353624,[73 56] ; [10 13],[70.44078947 58.55921053] ; [12.55921053 10.44078947],0
s7,1,0.295771,1.093165,[32 92] ; [ 3 17],[30.13888889 93.86111111] ; [ 4.86111111 15.13888889],0
s3,1,0.311711,1.023411,[60 70] ; [ 8 15],[57.77777778 72.22222222] ; [10.22222222 12.77777778],0
v1,1,0.323343,0.975378,[57 72] ; [ 8 16],[54.80392157 74.19607843] ; [10.19607843 13.80392157],0
a1,1,0.336611,0.923295,[  9 123] ; [ 3 21],[ 10.15384615 121.84615385] ; [ 1.84615385 22.15384615],0
s8,1,0.377304,0.779469,[33 99] ; [ 4 20],[ 31.30769231 100.69230769] ; [ 5.69230769 18.30769231],0
n5,1,0.433467,0.613516,[60 70] ; [ 9 15],[58.24675325 71.75324675] ; [10.75324675 13.24675325],0
p7,1,0.441182,0.593207,[57 68] ; [13 11],[58.72483221 66.27516779] ; [11.27516779 12.72483221],0
a2,1,0.449551,0.571784,[ 25 107] ; [ 3 21],[ 23.69230769 108.30769231] ; [ 4.30769231 19.69230769],0
b3,1,0.467898,0.526936,[23 51] ; [ 3 11],[21.86363636 52.13636364] ; [4.13636364 9.86363636],0
b2,1,0.467898,0.526936,[23 51] ; [ 3 11],[21.86363636 52.13636364] ; [4.13636364 9.86363636],0
a5,1,0.474881,0.510597,[87 45] ; [14 10],[85.46153846 46.53846154] ; [15.53846154  8.46153846],0
p1,1,0.475919,0.508201,[ 11 120] ; [ 1 23],[ 10.14193548 120.85806452] ; [ 1.85806452 22.14193548],0
p8,1,0.579698,0.306723,[47 82] ; [ 7 16],[45.82894737 83.17105263] ; [ 8.17105263 14.82894737],0
p12,1,0.608677,0.262106,[  3 125] ; [ 1 23],[  3.36842105 124.63157895] ; [ 0.63157895 23.36842105],0
a4,1,0.620965,0.244514,[48 84] ; [10 14],[49.07692308 82.92307692] ; [ 8.92307692 15.07692308],0
a7,1,0.691774,0.157172,[88 44] ; [15  9],[87.15384615 44.84615385] ; [15.84615385  8.15384615],0
b4,1,0.75629,0.096321,[76 56] ; [13 11],[75.30769231 56.69230769] ; [13.69230769 10.30769231],0
p6,1,0.78979,0.071067,[ 19 106] ; [ 4 19],[ 19.42567568 105.57432432] ; [ 3.57432432 19.42567568],0
u2,1,0.846026,0.03771,[28 16] ; [8 4],[28.28571429 15.71428571] ; [7.71428571 4.28571429],0
n1,1,0.84733,0.037067,[17 26] ; [4 7],[16.72222222 26.27777778] ; [4.27777778 6.72222222],0
b5,1,0.889328,0.019364,[79 53] ; [14 10],[78.69230769 53.30769231] ; [14.30769231  9.69230769],0
n3,1,0.926922,0.008412,[28 15] ; [7 4],[27.87037037 15.12962963] ; [7.12962963 3.87037037],0
