Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,38.141146,[105  27] ; [ 4 20],[92.23076923 39.76923077] ; [16.76923077  7.23076923],1
v4,1,3e-06,22.047402,[114  17] ; [11 13],[105.64516129  25.35483871] ; [19.35483871  4.64516129],1
r1,1,5.5e-05,16.255366,[102  29] ; [ 9 15],[93.81290323 37.18709677] ; [17.18709677  6.81290323],1
r3,1,0.000325,12.923088,[113  19] ; [13 11],[106.61538462  25.38461538] ; [19.38461538  4.61538462],1
b1,1,0.001301,10.34086,[63 69] ; [20  4],[70.23076923 61.76923077] ; [12.76923077 11.23076923],0
p2,1,0.006845,7.313317,[86 43] ; [ 9 15],[80.09803922 48.90196078] ; [14.90196078  9.09803922],0
u3,1,0.011138,6.443182,[29 15] ; [3 9],[25.14285714 18.85714286] ; [6.85714286 5.14285714],0
d1,1,0.01211,6.294762,[64 68] ; [ 5 19],[58.38461538 73.61538462] ; [10.61538462 13.38461538],0
d5,1,0.013832,6.059449,[98 33] ; [12 12],[92.96774194 38.03225806] ; [17.03225806  6.96774194],0
s2,1,0.033298,4.530411,[45 86] ; [ 3 21],[40.56774194 90.43225806] ; [ 7.43225806 16.56774194],0
p3,1,0.046216,3.97372,[44 86] ; [ 3 20],[39.93464052 90.06535948] ; [ 7.06535948 15.93464052],0
n4,1,0.05582,3.657416,[72 60] ; [ 8 16],[67.69230769 64.30769231] ; [12.30769231 11.69230769],0
d3,1,0.058807,3.570721,[81 49] ; [10 14],[76.81818182 53.18181818] ; [14.18181818  9.81818182],0
a6,1,0.089945,2.87536,[89 42] ; [12 12],[85.36129032 45.63870968] ; [15.63870968  8.36129032],0
d2,1,0.102758,2.662214,[56 75] ; [ 6 18],[52.4 78.6] ; [ 9.6 14.4],0
n2,1,0.107162,2.595583,[32 13] ; [5 6],[29.73214286 15.26785714] ; [7.26785714 3.73214286],0
p9,1,0.108395,2.577465,[85 45] ; [11 12],[81.56862745 48.43137255] ; [14.43137255  8.56862745],0
s5,1,0.112634,2.516868,[ 21 105] ; [ 1 23],[ 18.48 107.52] ; [ 3.52 20.48],0
p11,1,0.130474,2.286857,[77 55] ; [10 14],[73.61538462 58.38461538] ; [13.38461538 10.61538462],0
s6,1,0.138124,2.198741,[60 72] ; [ 7 17],[56.69230769 75.30769231] ; [10.30769231 13.69230769],0
v2,1,0.195377,1.676602,[57 65] ; [ 7 15],[54.22222222 67.77777778] ; [ 9.77777778 12.22222222],0
s1,1,0.197947,1.657459,[  7 122] ; [ 3 21],[  8.43137255 120.56862745] ; [ 1.56862745 22.43137255],0
a3,1,0.205716,1.601323,[87 45] ; [12 11],[84.30967742 47.69032258] ; [14.69032258  8.30967742],0
v3,1,0.208413,1.582418,[35 85] ; [ 4 20],[32.5 87.5] ; [ 6.5 17.5],0
a8,1,0.220638,1.500214,[ 11 112] ; [ 4 19],[ 12.6369863 110.3630137] ; [ 2.3630137 20.6369863],0
d4,1,0.220782,1.499279,[97 33] ; [15  9],[94.54545455 35.45454545] ; [17.45454545  6.54545455],0
