Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.002491,9.147146,[ 4 11] ; [93 47],[9.38709677 5.61290323] ; [87.61290323 52.38709677],0
r2,1,0.004441,8.094122,[8 7] ; [114  22],[12.1192053  2.8807947] ; [109.8807947  26.1192053],0
p8,1,0.052384,3.763459,[ 3 11] ; [67 71],[6.44736842 7.55263158] ; [63.55263158 74.44736842],0
u2,1,0.080755,3.04964,[1 5] ; [34 29],[3.04347826 2.95652174] ; [31.95652174 31.04347826],0
b1,1,0.085044,2.965768,[9 6] ; [52 88],[5.90322581 9.09677419] ; [55.09677419 84.90322581],0
p7,1,0.130348,2.288359,[6 9] ; [82 54],[8.74172185 6.25827815] ; [79.25827815 56.74172185],0
d4,1,0.147328,2.099704,[8 7] ; [100  40],[10.4516129  4.5483871] ; [97.5483871 42.4516129],0
v1,1,0.186609,1.744186,[ 4 11] ; [60 75],[6.4 8.6] ; [57.6 77.4],0
p9,1,0.207755,1.586999,[11  4] ; [120  20],[12.67741935  2.32258065] ; [118.32258065  21.67741935],0
a8,1,0.236654,1.400417,[ 3 12] ; [ 13 118],[ 1.64383562 13.35616438] ; [ 14.35616438 116.64383562],0
s6,1,0.273484,1.19919,[6 8] ; [79 57],[7.93333333 6.06666667] ; [77.06666667 58.93333333],0
v2,1,0.302942,1.061198,[8 7] ; [55 84],[6.13636364 8.86363636] ; [56.86363636 82.13636364],0
r3,1,0.324401,0.971119,[11  3] ; [123  17],[12.18181818  1.81818182] ; [121.81818182  18.18181818],0
s5,1,0.352383,0.864856,[ 2 11] ; [36 96],[3.40689655 9.59310345] ; [34.59310345 97.40689655],0
s7,1,0.364405,0.822657,[ 4 10] ; [55 79],[5.58108108 8.41891892] ; [53.41891892 80.58108108],0
b5,1,0.365192,0.81996,[11  4] ; [86 54],[9.38709677 5.61290323] ; [87.61290323 52.38709677],0
p11,1,0.365699,0.818227,[10  5] ; [108  32],[11.41935484  3.58064516] ; [106.58064516  33.41935484],0
d3,1,0.390022,0.738874,[10  5] ; [76 62],[8.43137255 6.56862745] ; [77.56862745 60.43137255],0
s3,1,0.399631,0.709436,[9 6] ; [67 71],[7.45098039 7.54901961] ; [68.54901961 69.45098039],0
n3,1,0.417121,0.658411,[1 1] ; [37 12],[1.49019608 0.50980392] ; [36.50980392 12.49019608],0
n6,1,0.450726,0.568825,[11  4] ; [114  26],[12.09677419  2.90322581] ; [112.90322581  27.09677419],0
s2,1,0.469682,0.522724,[8 7] ; [61 79],[6.67741935 8.32258065] ; [62.32258065 77.67741935],0
a7,1,0.483546,0.490856,[8 7] ; [87 52],[9.25324675 5.74675325] ; [85.74675325 53.25324675],0
a2,1,0.540882,0.373908,[ 2 13] ; [ 12 128],[ 1.35483871 13.64516129] ; [ 12.64516129 127.35483871],0
n4,1,0.57764,0.310066,[9 6] ; [94 46],[9.96774194 5.03225806] ; [93.03225806 46.96774194],0
s8,1,0.588572,0.29258,[ 4 11] ; [47 93],[ 4.93548387 10.06451613] ; [46.06451613 93.93548387],0
n5,1,0.613543,0.255047,[11  4] ; [93 46],[10.12987013  4.87012987] ; [93.87012987 45.12987013],0
b2,1,0.664108,0.188571,[2 6] ; [26 54],[2.54545455 5.45454545] ; [25.45454545 54.54545455],0
b3,1,0.664108,0.188571,[2 6] ; [26 54],[2.54545455 5.45454545] ; [25.45454545 54.54545455],0
u1,1,0.673001,0.178112,[ 1 14] ; [  6 134],[ 0.67741935 14.32258065] ; [  6.32258065 133.67741935],0
a3,1,0.693648,0.155165,[9 6] ; [76 63],[8.27922078 6.72077922] ; [76.72077922 62.27922078],0
a5,1,0.725874,0.122934,[7 8] ; [72 68],[7.64516129 7.35483871] ; [71.35483871 68.64516129],0
a6,1,0.750564,0.101058,[9 6] ; [78 62],[8.41935484 6.58064516] ; [78.58064516 61.41935484],0
d5,1,0.757728,0.095151,[10  5] ; [98 41],[10.51948052  4.48051948] ; [97.48051948 41.51948052],0
p6,1,0.761678,0.091978,[6 9] ; [49 87],[5.46357616 9.53642384] ; [49.53642384 86.46357616],0
p12,1,0.786873,0.073102,[ 1 14] ; [  7 132],[ 0.77922078 14.22077922] ; [  7.22077922 131.77922078],0
a4,1,0.788258,0.072131,[ 4 11] ; [42 98],[ 4.4516129 10.5483871] ; [41.5483871 98.4516129],0
p10,1,0.813013,0.055951,[11  4] ; [105  33],[11.37254902  3.62745098] ; [104.62745098  33.37254902],0
v3,1,0.818908,0.052418,[ 4 11] ; [41 98],[ 4.38311688 10.61688312] ; [40.61688312 98.38311688],0
b4,1,0.831571,0.045236,[9 6] ; [80 60],[8.61290323 6.38709677] ; [80.38709677 59.61290323],0
s4,1,0.848834,0.036331,[ 3 12] ; [ 31 109],[ 3.29032258 11.70967742] ; [ 30.70967742 109.29032258],0
d1,1,0.870955,0.026388,[6 9] ; [53 87],[5.70967742 9.29032258] ; [53.29032258 86.70967742],0
p4,1,0.878717,0.023285,[8 7] ; [77 62],[8.27922078 6.72077922] ; [76.72077922 62.27922078],0
p3,1,0.971988,0.001233,[7 8] ; [66 74],[7.06451613 7.93548387] ; [65.93548387 74.06451613],0
d2,1,0.985191,0.000345,[ 5 10] ; [47 93],[5.03225806 9.96774194] ; [46.96774194 93.03225806],0
