Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,1e-06,24.376841,[19 37] ; [73 25],[33.45454545 22.54545455] ; [58.54545455 39.45454545],1
d3,1,0.000959,10.904859,[29 27] ; [76 22],[38.18181818 17.81818182] ; [66.81818182 31.18181818],1
a2,1,0.001623,9.93311,[ 6 50] ; [33 65],[14.18181818 41.81818182] ; [24.81818182 73.18181818],0
u1,1,0.007255,7.208617,[ 4 52] ; [24 74],[10.18181818 45.81818182] ; [17.81818182 80.18181818],0
b5,1,0.009873,6.657746,[24 32] ; [63 35],[31.63636364 24.36363636] ; [55.36363636 42.63636364],0
b1,1,0.011134,6.443793,[33 23] ; [37 61],[25.45454545 30.54545455] ; [44.54545455 53.45454545],0
v3,1,0.032387,4.577882,[18 38] ; [16 78],[12.69333333 43.30666667] ; [21.30666667 72.69333333],0
p2,1,0.042089,4.131611,[42 14] ; [86 12],[46.54545455  9.45454545] ; [81.45454545 16.54545455],0
b3,1,0.070186,3.278658,[21 17] ; [24 41],[16.60194175 21.39805825] ; [28.39805825 36.60194175],0
b2,1,0.070186,3.278658,[21 17] ; [24 41],[16.60194175 21.39805825] ; [28.39805825 36.60194175],0
n5,1,0.07801,3.105882,[48  8] ; [72 26],[43.63636364 12.36363636] ; [76.36363636 21.63636364],0
b4,1,0.08784,2.913514,[24 32] ; [56 42],[29.09090909 26.90909091] ; [50.90909091 47.09090909],0
n1,1,0.094615,2.794045,[12  7] ; [ 9 15],[9.27906977 9.72093023] ; [11.72093023 12.27906977],0
p11,1,0.10247,2.666667,[48  8] ; [73 25],[44. 12.] ; [77. 21.],0
d1,1,0.106414,2.606687,[31 25] ; [67 31],[35.63636364 20.36363636] ; [62.36363636 35.63636364],0
p1,1,0.131949,2.269429,[ 9 47] ; [ 8 90],[ 6.18181818 49.81818182] ; [10.81818182 87.18181818],0
d4,1,0.172381,1.862115,[41 14] ; [82 16],[44.21568627 10.78431373] ; [78.78431373 19.21568627],0
u3,1,0.199101,1.648955,[8 7] ; [19  7],[9.87804878 5.12195122] ; [17.12195122  8.87804878],0
r2,1,0.206302,1.597188,[50  6] ; [91  5],[51.94736842  4.05263158] ; [89.05263158  6.94736842],0
n6,1,0.207821,1.586538,[50  6] ; [80 18],[47.27272727  8.72727273] ; [82.72727273 15.27272727],0
r4,1,0.265953,1.2375,[49  7] ; [91  7],[50.90909091  5.09090909] ; [89.09090909  8.90909091],0
d5,1,0.268305,1.225393,[42 13] ; [82 16],[44.5751634 10.4248366] ; [79.4248366 18.5751634],0
p6,1,0.269581,1.218878,[28 28] ; [40 58],[24.72727273 31.27272727] ; [43.27272727 54.72727273],0
n3,1,0.306504,1.045679,[10  8] ; [17  7],[11.57142857  6.42857143] ; [15.42857143  8.57142857],0
s7,1,0.31847,0.995219,[42 12] ; [66 28],[39.40540541 14.59459459] ; [68.59459459 25.40540541],0
v4,1,0.478759,0.501689,[53  3] ; [95  3],[53.81818182  2.18181818] ; [94.18181818  3.81818182],0
v1,1,0.492801,0.470405,[23 31] ; [46 49],[25.00671141 28.99328859] ; [43.99328859 51.00671141],0
a8,1,0.496461,0.462494,[ 6 47] ; [14 77],[ 7.36111111 45.63888889] ; [12.63888889 78.36111111],0
u2,1,0.548262,0.36044,[9 6] ; [18  8],[9.87804878 5.12195122] ; [17.12195122  8.87804878],0
r1,1,0.552964,0.352033,[44 12] ; [80 17],[45.38562092 10.61437908] ; [78.61437908 18.38562092],0
p12,1,0.571903,0.319509,[ 6 49] ; [ 8 90],[ 5.03267974 49.96732026] ; [ 8.96732026 89.03267974],0
p4,1,0.57621,0.312402,[37 19] ; [69 29],[38.54545455 17.45454545] ; [67.45454545 30.54545455],0
a4,1,0.604128,0.268814,[25 31] ; [48 50],[26.54545455 29.45454545] ; [46.45454545 51.54545455],0
s5,1,0.645522,0.211592,[24 31] ; [37 56],[22.66891892 32.33108108] ; [38.33108108 54.66891892],0
a5,1,0.646089,0.210867,[41 15] ; [75 23],[42.18181818 13.81818182] ; [73.81818182 24.18181818],0
p9,1,0.66185,0.191284,[49  7] ; [88 10],[49.81818182  6.18181818] ; [87.18181818 10.81818182],0
s6,1,0.703148,0.145218,[47  8] ; [85 12],[47.76315789  7.23684211] ; [84.23684211 12.76315789],0
s4,1,0.704676,0.143653,[15 40] ; [24 74],[14.01960784 40.98039216] ; [24.98039216 73.01960784],0
s1,1,0.735526,0.114098,[ 3 53] ; [ 4 92],[ 2.57894737 53.42105263] ; [ 4.42105263 91.57894737],0
p3,1,0.760516,0.092905,[30 26] ; [50 48],[29.09090909 26.90909091] ; [50.90909091 47.09090909],0
d2,1,0.783551,0.075457,[29 27] ; [53 45],[29.81818182 26.18181818] ; [52.18181818 45.81818182],0
p8,1,0.804748,0.061111,[32 24] ; [58 40],[32.72727273 23.27272727] ; [57.27272727 40.72727273],0
r3,1,0.804748,0.061111,[52  4] ; [92  6],[52.36363636  3.63636364] ; [91.63636364  6.36363636],0
s2,1,0.812389,0.056333,[38 18] ; [64 33],[37.33333333 18.66666667] ; [64.66666667 32.33333333],0
a1,1,0.87493,0.024775,[ 2 54] ; [ 4 94],[ 2.18181818 53.81818182] ; [ 3.81818182 94.18181818],0
n2,1,0.902962,0.014865,[13  6] ; [16  8],[12.81395349  6.18604651] ; [16.18604651  7.81395349],0
