Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.008591,6.905868,[ 5 27] ; [7 6],[ 8.53333333 23.46666667] ; [3.46666667 9.53333333],0
p10,1,0.07269,3.221199,[29  3] ; [9 4],[27.02222222  4.97777778] ; [10.97777778  2.02222222],0
n1,1,0.079839,3.068182,[ 2 10] ; [2 1],[3.2 8.8] ; [0.8 2.2],0
s6,1,0.081872,3.02735,[13 19] ; [9 4],[15.64444444 16.35555556] ; [6.35555556 6.64444444],0
p7,1,0.097449,2.746808,[16 16] ; [10  3],[18.48888889 13.51111111] ; [7.51111111 5.48888889],0
s8,1,0.102312,2.669124,[ 9 23] ; [7 6],[11.37777778 20.62222222] ; [4.62222222 8.37777778],0
p12,1,0.103534,2.65024,[ 2 30] ; [ 3 10],[ 3.55555556 28.44444444] ; [ 1.44444444 11.55555556],0
p4,1,0.139679,2.18149,[17 15] ; [10  3],[19.2 12.8] ; [7.8 5.2],0
p5,1,0.188313,1.730769,[ 8 24] ; [ 1 12],[ 6.4 25.6] ; [ 2.6 10.4],0
v1,1,0.194822,1.680773,[14 18] ; [ 3 10],[12.08888889 19.91111111] ; [4.91111111 8.08888889],0
r4,1,0.194822,1.680773,[14 18] ; [ 3 10],[12.08888889 19.91111111] ; [4.91111111 8.08888889],0
a4,1,0.202694,1.622856,[11 21] ; [ 2 11],[ 9.24444444 22.75555556] ; [3.75555556 9.24444444],0
r1,1,0.265017,1.242358,[13 19] ; [ 3 10],[11.37777778 20.62222222] ; [4.62222222 8.37777778],0
a1,1,0.329096,0.952451,[ 2 30] ; [ 2 11],[ 2.84444444 29.15555556] ; [ 1.15555556 11.84444444],0
b2,1,0.333804,0.934085,[ 7 10] ; [2 7],[ 5.88461538 11.11538462] ; [3.11538462 5.88461538],0
b3,1,0.333804,0.934085,[ 7 10] ; [2 7],[ 5.88461538 11.11538462] ; [3.11538462 5.88461538],0
p3,1,0.343814,0.896158,[10 22] ; [6 7],[11.37777778 20.62222222] ; [4.62222222 8.37777778],0
a8,1,0.359397,0.84,[ 4 26] ; [3 9],[ 5. 25.] ; [ 2. 10.],0
d1,1,0.367395,0.812455,[ 9 23] ; [ 2 11],[ 7.82222222 24.17777778] ; [3.17777778 9.82222222],0
n6,1,0.40122,0.704665,[23  8] ; [8 5],[21.84090909  9.15909091] ; [9.15909091 3.84090909],0
b5,1,0.420457,0.649038,[18 14] ; [9 4],[19.2 12.8] ; [7.8 5.2],0
d2,1,0.458078,0.550586,[11 21] ; [ 3 10],[ 9.95555556 22.04444444] ; [4.04444444 8.95555556],0
s7,1,0.468717,0.525,[ 9 21] ; [5 7],[10. 20.] ; [4. 8.],0
u2,1,0.468717,0.525,[10  6] ; [4 1],[10.66666667  5.33333333] ; [3.33333333 1.66666667],0
s5,1,0.481924,0.494505,[ 8 24] ; [ 2 11],[ 7.11111111 24.88888889] ; [ 2.88888889 10.11111111],0
a3,1,0.481924,0.494505,[16 16] ; [8 5],[17.06666667 14.93333333] ; [6.93333333 6.06666667],0
v2,1,0.487662,0.481682,[13 18] ; [4 9],[11.97727273 19.02272727] ; [5.02272727 7.97727273],0
n4,1,0.536527,0.382015,[19 13] ; [9 4],[19.91111111 12.08888889] ; [8.08888889 4.91111111],0
a7,1,0.53835,0.378606,[18 14] ; [6 7],[17.06666667 14.93333333] ; [6.93333333 6.06666667],0
a6,1,0.53835,0.378606,[14 18] ; [7 6],[14.93333333 17.06666667] ; [6.06666667 6.93333333],0
d4,1,0.583509,0.300596,[22 10] ; [10  3],[22.75555556  9.24444444] ; [9.24444444 3.75555556],0
v4,1,0.641838,0.216346,[22 10] ; [8 5],[21.33333333 10.66666667] ; [8.66666667 4.33333333],0
v3,1,0.691615,0.157343,[ 8 24] ; [4 9],[ 8.53333333 23.46666667] ; [3.46666667 9.53333333],0
n5,1,0.691615,0.157343,[24  8] ; [9 4],[23.46666667  8.53333333] ; [9.53333333 3.46666667],0
u3,1,0.71714,0.13125,[ 5 11] ; [2 3],[ 5.33333333 10.66666667] ; [1.66666667 3.33333333],0
b1,1,0.733594,0.115837,[19 13] ; [7 6],[18.48888889 13.51111111] ; [7.51111111 5.48888889],0
d5,1,0.744764,0.105983,[18 14] ; [8 5],[18.48888889 13.51111111] ; [7.51111111 5.48888889],0
p11,1,0.788981,0.071628,[26  6] ; [11  2],[26.31111111  5.68888889] ; [10.68888889  2.31111111],0
p2,1,0.929955,0.007727,[25  7] ; [10  3],[24.88888889  7.11111111] ; [10.11111111  2.88888889],0
p6,1,0.929955,0.007727,[ 7 25] ; [ 3 10],[ 7.11111111 24.88888889] ; [ 2.88888889 10.11111111],0
r3,1,0.950885,0.003794,[26  5] ; [11  2],[26.06818182  4.93181818] ; [10.93181818  2.06818182],0
a5,1,0.951917,0.003636,[20 12] ; [8 5],[19.91111111 12.08888889] ; [8.08888889 4.91111111],0
d3,1,0.964944,0.001932,[17 15] ; [7 6],[17.06666667 14.93333333] ; [6.93333333 6.06666667],0
b4,1,0.964944,0.001932,[17 15] ; [7 6],[17.06666667 14.93333333] ; [6.93333333 6.06666667],0
p8,1,0.964944,0.001932,[15 17] ; [6 7],[14.93333333 17.06666667] ; [6.06666667 6.93333333],0
s4,1,0.983911,0.000407,[ 5 27] ; [ 2 11],[ 4.97777778 27.02222222] ; [ 2.02222222 10.97777778],0
