Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,56.449229,[153 102] ; [ 37 127],[115.63245823 139.36754177] ; [74.36754177 89.63245823],1
v1,1,0.0,34.568868,[183  72] ; [70 93],[154.34210526 100.65789474] ; [98.65789474 64.34210526],1
a5,1,0.000496,12.130618,[216  43] ; [116  52],[201.37704918  57.62295082] ; [130.62295082  37.37704918],1
a3,1,0.000989,10.847535,[208  50] ; [111  56],[193.65176471  64.34823529] ; [125.34823529  41.65176471],1
s4,1,0.001695,9.853182,[ 34 222] ; [ 42 124],[ 46.1042654 209.8957346] ; [ 29.8957346 136.1042654],0
p10,1,0.003111,8.74136,[231  26] ; [133  34],[220.63207547  36.36792453] ; [143.36792453  23.63207547],0
r1,1,0.004294,8.155019,[223  35] ; [127  41],[211.97183099  46.02816901] ; [138.02816901  29.97183099],0
n5,1,0.015207,5.892352,[213  44] ; [122  45],[203.05424528  53.94575472] ; [131.94575472  35.05424528],0
p7,1,0.022221,5.228361,[206  51] ; [117  49],[196.24349882  60.75650118] ; [126.75650118  39.24349882],0
a2,1,0.023403,5.138343,[ 78 181] ; [ 34 134],[ 67.93442623 191.06557377] ; [ 44.06557377 123.93442623],0
n2,1,0.031681,4.615685,[32  5] ; [22 12],[28.14084507  8.85915493] ; [25.85915493  8.14084507],0
d1,1,0.035584,4.416932,[174  85] ; [96 72],[163.7704918  95.2295082] ; [106.2295082  61.7704918],0
p11,1,0.035961,4.398941,[221  38] ; [130  38],[212.90163934  46.09836066] ; [138.09836066  29.90163934],0
p12,1,0.038644,4.276436,[ 35 223] ; [ 12 156],[ 28.46478873 229.53521127] ; [ 18.53521127 149.46478873],0
a8,1,0.052712,3.75303,[ 35 197] ; [ 13 141],[ 28.84974093 203.15025907] ; [ 19.15025907 134.84974093],0
d2,1,0.055623,3.663309,[144 115] ; [77 90],[134.36384977 124.63615023] ; [86.63615023 80.36384977],0
n3,1,0.057696,3.602398,[32  5] ; [23 11],[28.66197183  8.33802817] ; [26.33802817  7.66197183],0
a7,1,0.058152,3.589335,[198  60] ; [115  53],[189.56338028  68.43661972] ; [123.43661972  44.56338028],0
d4,1,0.061165,3.505523,[224  35] ; [133  34],[217.04929577  41.95070423] ; [139.95070423  27.04929577],0
p9,1,0.073967,3.192715,[234  24] ; [142  25],[228.25411765  29.74588235] ; [147.74588235  19.25411765],0
u1,1,0.078906,3.087296,[ 65 194] ; [ 30 138],[ 57.62295082 201.37704918] ; [ 37.37704918 130.62295082],0
r4,1,0.078927,3.086855,[248  11] ; [154  14],[243.83606557  15.16393443] ; [158.16393443   9.83606557],0
r2,1,0.093673,2.810084,[251   6] ; [157   9],[247.88652482   9.11347518] ; [160.11347518   5.88652482],0
n4,1,0.110468,2.547508,[221  37] ; [134  34],[215.  43.] ; [140.  28.],0
s8,1,0.117881,2.445253,[140 117] ; [78 89],[132.13679245 124.86320755] ; [85.86320755 81.13679245],0
d3,1,0.120224,2.414396,[185  74] ; [108  60],[177.72131148  81.27868852] ; [115.27868852  52.72131148],0
a6,1,0.12661,2.333581,[184  74] ; [108  60],[176.84507042  81.15492958] ; [115.15492958  52.84507042],0
n6,1,0.139488,2.183601,[231  26] ; [143  25],[226.16  30.84] ; [147.84  20.16],0
d5,1,0.159685,1.977207,[224  35] ; [136  31],[218.87323944  40.12676056] ; [141.12676056  25.87323944],0
b2,1,0.184787,1.758695,[73 97] ; [37 69],[ 67.75362319 102.24637681] ; [42.24637681 63.75362319],0
b3,1,0.184787,1.758695,[73 97] ; [37 69],[ 67.75362319 102.24637681] ; [42.24637681 63.75362319],0
b1,1,0.186301,1.74663,[105 154] ; [79 89],[111.60655738 147.39344262] ; [72.39344262 95.60655738],0
p8,1,0.201076,1.634541,[177  80] ; [105  62],[170.92924528  86.07075472] ; [111.07075472  55.92924528],0
u4,1,0.205109,1.60562,[  8 251] ; [  2 166],[  6.06557377 252.93442623] ; [  3.93442623 164.06557377],0
b4,1,0.24603,1.345707,[155 104] ; [91 77],[149.21311475 109.78688525] ; [96.78688525 71.21311475],0
s1,1,0.275232,1.190486,[  6 252] ; [  7 160],[  7.89176471 250.10823529] ; [  5.10823529 161.89176471],0
r3,1,0.400051,0.708174,[252   7] ; [160   7],[250.48826291   8.51173709] ; [161.51173709   5.48826291],0
s5,1,0.423765,0.63985,[106 142] ; [62 98],[102.11764706 145.88235294] ; [65.88235294 94.11764706],0
s3,1,0.480925,0.496764,[145 112] ; [100  67],[148.50235849 108.49764151] ; [96.49764151 70.50235849],0
n1,1,0.511139,0.431734,[17 20] ; [13 21],[15.63380282 21.36619718] ; [14.36619718 19.63380282],0
s7,1,0.530191,0.394025,[145 101] ; [87 69],[141.97014925 104.02985075] ; [90.02985075 65.97014925],0
u2,1,0.540742,0.374166,[26 24] ; [33 24],[27.57009346 22.42990654] ; [31.42990654 25.57009346],0
a4,1,0.544071,0.368046,[126 132] ; [77 91],[122.94366197 135.05633803] ; [80.05633803 87.94366197],0
p2,1,0.554591,0.349157,[230  29] ; [146  22],[228.06557377  30.93442623] ; [147.93442623  20.06557377],0
u3,1,0.570342,0.322111,[31 20] ; [37 19],[32.41121495 18.58878505] ; [35.58878505 20.41121495],0
p1,1,0.651178,0.204418,[ 30 228] ; [ 22 146],[ 31.49295775 226.50704225] ; [ 20.50704225 147.49295775],0
p6,1,0.686148,0.163288,[126 128] ; [79 87],[123.97619048 130.02380952] ; [81.02380952 84.97619048],0
p4,1,0.720415,0.128096,[206  53] ; [136  32],[207.44262295  51.55737705] ; [134.55737705  33.44262295],0
b5,1,0.780145,0.077914,[150 109] ; [95 73],[148.60655738 110.39344262] ; [96.39344262 71.60655738],0
a1,1,0.799836,0.064292,[ 17 242] ; [ 10 158],[ 16.37704918 242.62295082] ; [ 10.62295082 157.37704918],0
s6,1,0.879741,0.022891,[182  74] ; [117  46],[182.68257757  73.31742243] ; [116.31742243  46.68257757],0
s2,1,0.895369,0.017296,[137 119] ; [91 77],[137.66037736 118.33962264] ; [90.33962264 77.66037736],0
p5,1,0.934802,0.006692,[ 46 213] ; [ 30 136],[ 46.31529412 212.68470588] ; [ 29.68470588 136.31529412],0
