Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.00098,10.864043,[23 74] ; [14 10],[29.66115702 67.33884298] ; [ 7.33884298 16.66115702],1
a1,1,0.004896,7.917336,[ 1 96] ; [ 3 21],[ 3.20661157 93.79338843] ; [ 0.79338843 23.20661157],0
s6,1,0.009297,6.76483,[44 53] ; [18  6],[49.70247934 47.29752066] ; [12.29752066 11.70247934],0
v1,1,0.033358,4.527312,[39 57] ; [15  8],[43.56302521 52.43697479] ; [10.43697479 12.56302521],0
p12,1,0.035452,4.423256,[ 1 95] ; [ 2 21],[ 2.42016807 93.57983193] ; [ 0.57983193 22.42016807],0
s4,1,0.036386,4.378924,[ 9 88] ; [ 6 18],[12.02479339 84.97520661] ; [ 2.97520661 21.02479339],0
s7,1,0.044258,4.046685,[24 63] ; [11 11],[27.93577982 59.06422018] ; [ 7.06422018 14.93577982],0
s2,1,0.045989,3.981984,[33 64] ; [13 10],[37.18333333 59.81666667] ; [ 8.81666667 14.18333333],0
s3,1,0.061947,3.484473,[46 50] ; [16  7],[50.01680672 45.98319328] ; [11.98319328 11.01680672],0
b2,1,0.112516,2.518519,[11 40] ; [ 7 10],[13.5 37.5] ; [ 4.5 12.5],0
b3,1,0.112516,2.518519,[11 40] ; [ 7 10],[13.5 37.5] ; [ 4.5 12.5],0
p6,1,0.117114,2.455498,[16 78] ; [ 7 15],[18.63793103 75.36206897] ; [ 4.36206897 17.63793103],0
a7,1,0.153871,2.033448,[71 26] ; [14 10],[68.14049587 28.85950413] ; [16.85950413  7.14049587],0
p8,1,0.167427,1.905829,[39 57] ; [13 10],[41.94957983 54.05042017] ; [10.05042017 12.94957983],0
d2,1,0.188746,1.72738,[34 62] ; [12 12],[36.8 59.2] ; [ 9.2 14.8],0
p3,1,0.216734,1.525868,[33 64] ; [11 12],[35.56666667 61.43333333] ; [ 8.43333333 14.56666667],0
p5,1,0.231685,1.430485,[ 3 93] ; [ 2 21],[ 4.03361345 91.96638655] ; [ 0.96638655 22.03361345],0
