Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,3.2e-05,17.30745,[53 44] ; [20 63],[39.33888889 57.66111111] ; [33.66111111 49.33888889],1
p11,1,0.000619,11.716482,[80 17] ; [50 34],[69.66850829 27.33149171] ; [60.33149171 23.66850829],1
p2,1,0.002664,9.024121,[83 14] ; [56 28],[74.49171271 22.50828729] ; [64.50828729 19.49171271],0
d2,1,0.002807,8.928571,[38 58] ; [52 32],[48. 48.] ; [42. 42.],0
s3,1,0.003526,8.513035,[78 17] ; [52 31],[69.38202247 25.61797753] ; [60.61797753 22.38202247],0
p6,1,0.003751,8.40049,[39 58] ; [17 67],[30.01104972 66.98895028] ; [25.98895028 58.01104972],0
p10,1,0.007807,7.077266,[83 13] ; [59 25],[75.73333333 20.26666667] ; [66.26666667 17.73333333],0
s8,1,0.008212,6.98671,[73 24] ; [47 36],[64.66666667 32.33333333] ; [55.33333333 27.66666667],0
r3,1,0.008405,6.945153,[94  2] ; [74 10],[89.6  6.4] ; [78.4  5.6],0
r1,1,0.010654,6.522149,[85 10] ; [63 21],[78.54748603 16.45251397] ; [69.45251397 14.54748603],0
p4,1,0.010826,6.493699,[53 44] ; [30 54],[44.48066298 52.51933702] ; [38.51933702 45.48066298],0
v4,1,0.016536,5.744925,[92  2] ; [74  9],[88.15819209  5.84180791] ; [77.84180791  5.15819209],0
r4,1,0.022122,5.236167,[88  9] ; [66 18],[82.53038674 14.46961326] ; [71.46961326 12.53038674],0
a8,1,0.032176,4.589102,[24 64] ; [10 64],[18.4691358 69.5308642] ; [15.5308642 58.4691358],0
a2,1,0.052517,3.759214,[18 79] ; [26 58],[23.5801105 73.4198895] ; [20.4198895 63.5801105],0
n5,1,0.063535,3.442613,[76 19] ; [57 27],[70.58659218 24.41340782] ; [62.41340782 21.58659218],0
s5,1,0.071925,3.238527,[44 52] ; [26 54],[38.18181818 57.81818182] ; [31.81818182 48.18181818],0
u1,1,0.072626,3.222649,[14 83] ; [21 63],[18.75690608 78.24309392] ; [16.24309392 67.75690608],0
b5,1,0.074099,3.189805,[52 45] ; [56 28],[57.87845304 39.12154696] ; [50.12154696 33.87845304],0
s2,1,0.108886,2.570315,[74 23] ; [55 29],[69.13259669 27.86740331] ; [59.86740331 24.13259669],0
s6,1,0.11052,2.546764,[82 13] ; [64 19],[77.92134831 17.07865169] ; [68.07865169 14.92134831],0
r2,1,0.126508,2.334841,[91  3] ; [75  7],[88.65909091  5.34090909] ; [77.34090909  4.65909091],0
p9,1,0.133084,2.256162,[83 14] ; [63 19],[79.11731844 17.88268156] ; [66.88268156 15.11731844],0
d1,1,0.161113,1.963745,[50 47] ; [52 32],[54.66298343 42.33701657] ; [47.33701657 36.66298343],0
