Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,79.284487,[ 5 40] ; [228  67],[30.83823529 14.16176471] ; [202.16176471  92.83823529],1
d4,1,0.0,50.477883,[24 21] ; [271  24],[39.04411765  5.95588235] ; [255.95588235  39.04411765],1
a4,1,9e-05,15.338868,[10 35] ; [158 137],[22.23529412 22.76470588] ; [145.76470588 149.23529412],1
d2,1,0.000557,11.913629,[16 29] ; [185 110],[26.60294118 18.39705882] ; [174.39705882 120.60294118],1
d3,1,0.005758,7.624439,[25 20] ; [222  73],[32.69117647 12.30882353] ; [214.30882353  80.69117647],0
u1,1,0.00585,7.596026,[ 4 41] ; [ 83 212],[11.51470588 33.48529412] ; [ 75.48529412 219.51470588],0
n4,1,0.010742,6.507506,[32 13] ; [253  41],[37.83185841  7.16814159] ; [247.16814159  46.83185841],0
r3,1,0.011239,6.427073,[41  4] ; [289   6],[43.67647059  1.32352941] ; [286.32352941   8.67647059],0
a5,1,0.023587,5.12473,[31 14] ; [245  50],[36.52941176  8.47058824] ; [239.47058824  55.52941176],0
a2,1,0.031565,4.621983,[ 7 38] ; [ 92 203],[13.10294118 31.89705882] ; [ 85.89705882 209.10294118],0
p1,1,0.031685,4.615468,[ 8 37] ; [ 23 270],[ 4.12721893 40.87278107] ; [ 26.87278107 266.12721893],0
a3,1,0.034182,4.485586,[31 14] ; [242  52],[36.23893805  8.76106195] ; [236.76106195  57.23893805],0
s6,1,0.042883,4.100019,[34 11] ; [254  38],[38.45697329  6.54302671] ; [249.54302671  42.45697329],0
b3,1,0.074717,3.176232,[19 13] ; [ 85 115],[14.34482759 17.65517241] ; [ 89.65517241 110.34482759],0
b2,1,0.074717,3.176232,[19 13] ; [ 85 115],[14.34482759 17.65517241] ; [ 89.65517241 110.34482759],0
s2,1,0.085792,2.951607,[27 18] ; [211  80],[31.875 13.125] ; [206.125  84.875],0
b1,1,0.158771,1.985895,[23 22] ; [118 177],[18.66176471 26.33823529] ; [122.33823529 172.66176471],0
r2,1,0.165891,1.919689,[42  3] ; [285   8],[43.53550296  1.46449704] ; [283.46449704   9.53550296],0
p3,1,0.217758,1.519082,[22 23] ; [173 122],[25.80882353 19.19117647] ; [169.19117647 125.80882353],0
p4,1,0.26533,1.24073,[27 18] ; [201  93],[30.26548673 14.73451327] ; [197.73451327  96.26548673],0
v2,1,0.267292,1.230592,[23 19] ; [182 104],[26.25 15.75] ; [178.75 107.25],0
a7,1,0.268542,1.224178,[29 16] ; [213  81],[32.12389381 12.87610619] ; [209.87610619  84.12389381],0
n5,1,0.28278,1.153678,[34 11] ; [241  52],[36.61242604  8.38757396] ; [238.38757396  54.61242604],0
v3,1,0.319932,0.989225,[18 25] ; [141 141],[21.03692308 21.96307692] ; [137.96307692 144.03692308],0
a1,1,0.323154,0.976139,[ 1 44] ; [ 17 278],[ 2.38235294 42.61764706] ; [ 15.61764706 279.38235294],0
s4,1,0.350996,0.869853,[ 6 39] ; [ 56 237],[ 8.25443787 36.74556213] ; [ 53.74556213 239.25443787],0
r4,1,0.420045,0.650188,[43  2] ; [288   7],[43.80882353  1.19117647] ; [287.19117647   7.80882353],0
s7,1,0.421963,0.644842,[36  8] ; [213  66],[33.91950464 10.08049536] ; [215.08049536  63.91950464],0
p11,1,0.423602,0.640301,[38  7] ; [234  61],[36.  9.] ; [236.  59.],0
p12,1,0.46024,0.54531,[ 7 38] ; [ 34 257],[ 5.49107143 39.50892857] ; [ 35.50892857 255.49107143],0
p6,1,0.498119,0.458941,[18 27] ; [133 160],[20.1035503 24.8964497] ; [130.8964497 162.1035503],0
