Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.000325,12.92106,[8 7] ; [97 12],[12.7016129  2.2983871] ; [92.2983871 16.7016129],1
p10,1,0.000462,12.263344,[7 8] ; [91 16],[12.04918033  2.95081967] ; [85.95081967 21.04918033],1
d5,1,0.004624,8.020826,[8 7] ; [91 17],[12.07317073  2.92682927] ; [86.92682927 21.07317073],0
a5,1,0.014226,6.009856,[6 9] ; [78 31],[10.16129032  4.83870968] ; [73.83870968 35.16129032],0
a7,1,0.02612,4.948025,[8 7] ; [85 22],[11.43442623  3.56557377] ; [81.56557377 25.43442623],0
p11,1,0.027339,4.869245,[10  5] ; [96 13],[12.82258065  2.17741935] ; [93.17741935 15.82258065],0
d1,1,0.032043,4.596191,[ 5 10] ; [68 41],[8.83064516 6.16935484] ; [64.16935484 44.83064516],0
p4,1,0.038737,4.272375,[8 7] ; [85 24],[11.25  3.75] ; [81.75 27.25],0
n4,1,0.048917,3.878194,[8 7] ; [84 25],[11.12903226  3.87096774] ; [80.87096774 28.12903226],0
d3,1,0.058128,3.59001,[7 8] ; [76 31],[10.20491803  4.79508197] ; [72.79508197 34.20491803],0
p7,1,0.077394,3.118805,[10  5] ; [91 16],[12.41803279  2.58196721] ; [88.58196721 18.41803279],0
s1,1,0.10369,2.647854,[ 1 14] ; [  1 105],[ 0.24793388 14.75206612] ; [  1.75206612 104.24793388],0
s6,1,0.127363,2.32435,[11  3] ; [59 44],[8.37606838 5.62393162] ; [61.62393162 41.37606838],0
d4,1,0.143859,2.136188,[10  5] ; [90 19],[12.09677419  2.90322581] ; [87.90322581 21.09677419],0
u2,1,0.164309,1.934118,[5 2] ; [19 25],[3.29411765 3.70588235] ; [20.70588235 23.29411765],0
n5,1,0.187703,1.735554,[9 6] ; [82 26],[11.09756098  3.90243902] ; [79.90243902 28.09756098],0
a8,1,0.268158,1.226148,[ 3 12] ; [10 88],[ 1.72566372 13.27433628] ; [11.27433628 86.72566372],0
n6,1,0.291974,1.110496,[11  4] ; [91 17],[12.43902439  2.56097561] ; [89.56097561 18.43902439],0
p8,1,0.318214,0.996275,[9 6] ; [79 30],[10.64516129  4.35483871] ; [77.35483871 31.64516129],0
s4,1,0.328016,0.956715,[ 1 14] ; [17 87],[ 2.26890756 12.73109244] ; [15.73109244 88.26890756],0
a6,1,0.334304,0.932155,[8 7] ; [72 37],[9.67741935 5.32258065] ; [70.32258065 38.67741935],0
r1,1,0.342133,0.902421,[10  5] ; [84 24],[11.46341463  3.53658537] ; [82.53658537 25.46341463],0
b4,1,0.372434,0.795527,[11  4] ; [67 42],[9.43548387 5.56451613] ; [68.56451613 40.43548387],0
r4,1,0.4241,0.638927,[13  2] ; [101   8],[13.79032258  1.20967742] ; [100.20967742   8.79032258],0
r3,1,0.426225,0.633088,[14  1] ; [105   3],[14.51219512  0.48780488] ; [104.48780488   3.51219512],0
p12,1,0.431332,0.619233,[ 2 13] ; [  8 100],[ 1.2195122 13.7804878] ; [ 8.7804878 99.2195122],0
p1,1,0.442196,0.590577,[ 1 14] ; [15 94],[ 1.93548387 13.06451613] ; [14.06451613 94.93548387],0
b1,1,0.455331,0.557346,[8 7] ; [47 62],[6.65322581 8.34677419] ; [48.34677419 60.65322581],0
v1,1,0.468678,0.52509,[7 8] ; [60 46],[8.30578512 6.69421488] ; [58.69421488 47.30578512],0
v3,1,0.48524,0.487063,[ 3 11] ; [32 73],[4.11764706 9.88235294] ; [30.88235294 74.11764706],0
s3,1,0.495189,0.465232,[ 5 10] ; [46 62],[6.2195122 8.7804878] ; [44.7804878 63.2195122],0
a4,1,0.553598,0.350911,[6 9] ; [52 56],[7.07317073 7.92682927] ; [50.92682927 57.07317073],0
d2,1,0.574909,0.314538,[6 9] ; [52 57],[7.01612903 7.98387097] ; [50.98387097 58.01612903],0
u3,1,0.601596,0.272596,[4 3] ; [20 23],[3.36 3.64] ; [20.64 22.36],0
p5,1,0.606744,0.264944,[ 1 14] ; [12 97],[ 1.57258065 13.42741935] ; [11.42741935 97.57258065],0
a3,1,0.642016,0.216115,[8 7] ; [65 44],[8.83064516 6.16935484] ; [64.16935484 44.83064516],0
s2,1,0.680675,0.169367,[6 9] ; [37 70],[5.28688525 9.71311475] ; [37.71311475 69.28688525],0
s5,1,0.753626,0.098509,[4 9] ; [28 77],[3.52542373 9.47457627] ; [28.47457627 76.52542373],0
b2,1,0.78254,0.076182,[3 5] ; [26 35],[3.36231884 4.63768116] ; [25.63768116 35.36231884],0
b3,1,0.78254,0.076182,[3 5] ; [26 35],[3.36231884 4.63768116] ; [25.63768116 35.36231884],0
b5,1,0.799468,0.064534,[10  5] ; [69 40],[9.55645161 5.44354839] ; [69.44354839 39.55645161],0
n1,1,0.826403,0.0481,[1 2] ; [ 6 16],[0.84 2.16] ; [ 6.16 15.84],0
n3,1,0.826403,0.0481,[2 1] ; [16  6],[2.16 0.84] ; [15.84  6.16],0
p3,1,0.847564,0.036951,[8 7] ; [61 48],[8.34677419 6.65322581] ; [60.65322581 48.34677419],0
v2,1,0.944779,0.004798,[7 6] ; [56 50],[6.88235294 6.11764706] ; [56.11764706 49.88235294],0
s8,1,0.951458,0.003706,[ 4 10] ; [32 77],[4.09756098 9.90243902] ; [31.90243902 77.09756098],0
v4,1,0.978258,0.000743,[14  1] ; [101   7],[14.02439024  0.97560976] ; [100.97560976   7.02439024],0
r2,1,0.992679,8.4e-05,[14  1] ; [99  7],[14.00826446  0.99173554] ; [98.99173554  7.00826446],0
