Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,4e-06,21.044861,[ 99 150] ; [40 14],[114.22772277 134.77227723] ; [24.77227723 29.22772277],1
s3,1,0.000761,11.33412,[126 119] ; [42 13],[137.2 107.8] ; [30.8 24.2],1
s7,1,0.002927,8.852452,[103 134] ; [35 18],[112.77931034 124.22068966] ; [25.22068966 27.77931034],0
a8,1,0.00384,8.358091,[ 40 190] ; [ 1 52],[ 33.32155477 196.67844523] ; [ 7.67844523 45.32155477],0
s6,1,0.004258,8.170489,[147  99] ; [42 10],[156.02013423  89.97986577] ; [32.97986577 19.02013423],0
s5,1,0.005101,7.8433,[ 66 180] ; [23 26],[ 74.21694915 171.78305085] ; [14.78305085 34.21694915],0
s8,1,0.048251,3.90123,[ 91 158] ; [28 27],[ 97.47039474 151.52960526] ; [21.52960526 33.47039474],0
d4,1,0.053421,3.730708,[193  55] ; [36 19],[187.43234323  60.56765677] ; [41.56765677 13.43234323],0
b3,1,0.056931,3.624614,[68 94] ; [ 8 25],[63.13846154 98.86153846] ; [12.86153846 20.13846154],0
b2,1,0.056931,3.624614,[68 94] ; [ 8 25],[63.13846154 98.86153846] ; [12.86153846 20.13846154],0
b4,1,0.070771,3.265045,[147 103] ; [25 30],[140.98360656 109.01639344] ; [31.01639344 23.98360656],0
p3,1,0.084429,2.977505,[108 140] ; [31 24],[113.7689769 134.2310231] ; [25.2310231 29.7689769],0
p4,1,0.086322,2.941652,[136 113] ; [37 18],[141.70065789 107.29934211] ; [31.29934211 23.70065789],0
p6,1,0.095163,2.784792,[ 79 169] ; [24 31],[ 84.30363036 163.69636964] ; [18.69636964 36.30363036],0
p8,1,0.162625,1.949645,[114 134] ; [31 24],[118.67986799 129.32013201] ; [26.32013201 28.67986799],0
p2,1,0.167816,1.902342,[191  57] ; [47  8],[194.79867987  53.20132013] ; [43.20132013 11.79867987],0
p11,1,0.203338,1.618238,[179  71] ; [44 11],[182.78688525  67.21311475] ; [40.21311475 14.78688525],0
a1,1,0.207892,1.586043,[ 15 235] ; [ 1 54],[ 13.1147541 236.8852459] ; [ 2.8852459 52.1147541],0
p10,1,0.227792,1.454594,[178  69] ; [44 11],[181.56953642  65.43046358] ; [40.43046358 14.56953642],0
v4,1,0.271785,1.207715,[224  26] ; [51  3],[226.15131579  23.84868421] ; [48.84868421  5.15131579],0
v3,1,0.278574,1.174035,[ 56 187] ; [ 9 46],[ 53.0033557 189.9966443] ; [11.9966443 43.0033557],0
b1,1,0.290935,1.115292,[115 135] ; [21 34],[111.47540984 138.52459016] ; [24.52459016 30.47540984],0
u1,1,0.297676,1.084579,[ 36 214] ; [11 44],[ 38.52459016 211.47540984] ; [ 8.47540984 46.52459016],0
n1,1,0.307025,1.043431,[32 31] ; [5 9],[30.27272727 32.72727273] ; [6.72727273 7.27272727],0
u3,1,0.31529,1.008384,[40 42] ; [10  6],[41.83673469 40.16326531] ; [8.16326531 7.83673469],0
s1,1,0.348591,0.878581,[ 14 232] ; [ 5 50],[ 15.5282392 230.4717608] ; [ 3.4717608 51.5282392],0
p9,1,0.387029,0.748255,[188  58] ; [45 10],[190.42524917  55.57475083] ; [42.57475083 12.42524917],0
n3,1,0.389755,0.739706,[36 25] ; [10  4],[37.41333333 23.58666667] ; [8.58666667 5.41333333],0
a7,1,0.398576,0.712617,[165  85] ; [33 22],[162.29508197  87.70491803] ; [35.70491803 19.29508197],0
p5,1,0.471058,0.519494,[ 36 210] ; [ 6 49],[ 34.3255814 211.6744186] ; [ 7.6744186 47.3255814],0
p7,1,0.474088,0.512432,[134 111] ; [33 22],[136.38333333 108.61666667] ; [30.61666667 24.38333333],0
v1,1,0.483519,0.490915,[ 94 150] ; [24 31],[ 96.29431438 147.70568562] ; [21.70568562 33.29431438],0
