Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,4e-06,21.044861,[ 99 150] ; [40 14],[114.22772277 134.77227723] ; [24.77227723 29.22772277],1
a4,1,0.488694,0.479401,[116 131] ; [23 32],[113.68543046 133.31456954] ; [25.31456954 29.68543046],0
d5,1,0.49899,0.457083,[191  57] ; [40 15],[189.06930693  58.93069307] ; [41.93069307 13.06930693],0
d3,1,0.506828,0.440611,[151  98] ; [36 19],[153.16776316  95.83223684] ; [33.83223684 21.16776316],0
r1,1,0.508286,0.437594,[184  65] ; [43 12],[185.93092105  63.06907895] ; [41.06907895 13.93092105],0
d1,1,0.52187,0.410196,[129 121] ; [31 24],[131.14754098 118.85245902] ; [28.85245902 26.14754098],0
n6,1,0.616439,0.250904,[205  43] ; [47  8],[206.25742574  41.74257426] ; [45.74257426  9.25742574],0
a3,1,0.634796,0.225613,[167  80] ; [39 16],[168.48344371  78.51655629] ; [37.51655629 17.48344371],0
a5,1,0.659144,0.194565,[179  71] ; [41 14],[180.32786885  69.67213115] ; [39.67213115 15.32786885],0
p1,1,0.694968,0.153759,[ 27 221] ; [ 5 50],[ 26.19141914 221.80858086] ; [ 5.80858086 49.19141914],0
a6,1,0.696428,0.152214,[156  93] ; [36 19],[157.26315789  91.73684211] ; [34.73684211 20.26315789],0
p12,1,0.74032,0.109846,[ 15 232] ; [ 4 51],[ 15.5397351 231.4602649] ; [ 3.4602649 51.5397351],0
d2,1,0.795122,0.067426,[112 135] ; [26 29],[112.86754967 134.13245033] ; [25.13245033 29.86754967],0
n2,1,0.893658,0.01787,[43 22] ; [9 5],[42.78481013 22.21518987] ; [9.21518987 4.78481013],0
n5,1,0.897335,0.016648,[210  39] ; [46  9],[209.68421053  39.31578947] ; [46.31578947  8.68421053],0
r3,1,0.917789,0.010654,[218  31] ; [47  7],[217.77227723  31.22772277] ; [47.22772277  6.77227723],0
r4,1,0.946988,0.004421,[210  40] ; [46  9],[209.83606557  40.16393443] ; [46.16393443  8.83606557],0
r2,1,0.947526,0.004332,[229  18] ; [49  4],[228.88666667  18.11333333] ; [49.11333333  3.88666667],0
u2,1,0.964801,0.001947,[41 42] ; [8 8],[41.08080808 41.91919192] ; [7.91919192 8.08080808],0
b5,1,0.976293,0.000883,[146 104] ; [32 23],[145.90163934 104.09836066] ; [32.09836066 22.90163934],0
a2,1,0.976477,0.000869,[ 55 195] ; [12 43],[ 54.91803279 195.08196721] ; [12.08196721 42.91803279],0
