Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,75.703827,[47 36] ; [277  17],[71.33156499 11.66843501] ; [252.66843501  41.33156499],1
r3,1,0.0,31.200105,[68 14] ; [286   5],[77.8230563  4.1769437] ; [276.1769437  14.8230563],1
a5,1,0.0,27.063274,[35 48] ; [214  80],[54.81962865 28.18037135] ; [194.18037135  99.81962865],1
r2,1,3e-06,22.14457,[63 17] ; [277  14],[73.31536388  6.68463612] ; [266.68463612  24.31536388],1
d1,1,4.1e-05,16.815219,[26 57] ; [167 127],[42.49071618 40.50928382] ; [150.50928382 143.49071618],1
d3,1,6.6e-05,15.912684,[41 40] ; [217  77],[55.728 25.272] ; [202.272  91.728],1
d4,1,9.5e-05,15.235191,[53 30] ; [244  48],[65.736 17.264] ; [231.264  60.736],1
a7,1,0.000162,14.230303,[46 36] ; [226  67],[59.47733333 22.52266667] ; [212.52266667  80.47733333],1
d5,1,0.000369,12.684422,[51 31] ; [238  56],[63.02659574 18.97340426] ; [225.97340426  68.02659574],1
v1,1,0.000479,12.197093,[23 55] ; [149 139],[36.6557377 41.3442623] ; [135.3442623 152.6557377],1
a6,1,0.000766,11.322445,[42 41] ; [207  87],[54.81962865 28.18037135] ; [194.18037135  99.81962865],1
a2,1,0.001267,10.389465,[ 5 78] ; [ 63 231],[14.97082228 68.02917772] ; [ 53.02917772 240.97082228],0
s4,1,0.002594,9.0734,[22 61] ; [ 37 252],[13.16397849 69.83602151] ; [ 45.83602151 243.16397849],0
a3,1,0.006257,7.474884,[43 39] ; [202  92],[53.43085106 28.56914894] ; [191.56914894 102.43085106],0
u1,1,0.008096,7.012087,[ 3 80] ; [ 42 252],[ 9.9071618 73.0928382] ; [ 35.0928382 258.9071618],0
s8,1,0.008263,6.975642,[19 64] ; [113 180],[29.13829787 53.86170213] ; [102.86170213 190.13829787],0
v2,1,0.009081,6.80675,[32 51] ; [152 125],[42.42222222 40.57777778] ; [141.57777778 135.42222222],0
s6,1,0.012575,6.227934,[40 40] ; [190 101],[49.59568733 30.40431267] ; [180.40431267 110.59568733],0
a4,1,0.013847,6.057499,[23 60] ; [125 168],[32.67021277 50.32978723] ; [115.32978723 177.67021277],0
s7,1,0.020103,5.402961,[23 57] ; [123 162],[32. 48.] ; [114. 171.],0
n4,1,0.029579,4.733616,[51 32] ; [216  77],[58.93882979 24.06117021] ; [208.06117021  84.93882979],0
p7,1,0.029929,4.713374,[36 44] ; [166 117],[44.51790634 35.48209366] ; [157.48209366 125.51790634],0
v4,1,0.030342,4.68981,[74  8] ; [279  11],[77.81182796  4.18817204] ; [275.18817204  14.81182796],0
u3,1,0.043646,4.070194,[15 25] ; [51 39],[20.30769231 19.69230769] ; [45.69230769 44.30769231],0
n6,1,0.04759,3.9244,[61 22] ; [242  49],[67.24331551 15.75668449] ; [235.75668449  55.24331551],0
s3,1,0.078789,3.089713,[37 45] ; [161 126],[44. 38.] ; [154. 133.],0
v3,1,0.083046,3.004268,[19 64] ; [ 93 190],[25.3989071 57.6010929] ; [ 86.6010929 196.3989071],0
