Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.008926,6.837607,[ 2 22] ; [4 4],[ 4.5 19.5] ; [1.5 6.5],0
p11,1,0.014306,6.0,[ 9 15] ; [7 1],[12. 12.] ; [4. 4.],0
s6,1,0.024705,5.04442,[ 9 15] ; [6 1],[11.61290323 12.38709677] ; [3.38709677 3.61290323],0
p8,1,0.053116,3.74026,[ 6 18] ; [5 3],[ 8.25 15.75] ; [2.75 5.25],0
u3,1,0.072414,3.227431,[1 7] ; [2 1],[2.18181818 5.81818182] ; [0.81818182 2.18181818],0
p7,1,0.09169,2.844444,[ 7 17] ; [5 3],[ 9. 15.] ; [3. 5.],0
p10,1,0.112483,2.518983,[ 9 15] ; [5 2],[10.83870968 13.16129032] ; [3.16129032 3.83870968],0
a7,1,0.152239,2.049673,[11 13] ; [6 2],[12.75 11.25] ; [4.25 3.75],0
n5,1,0.152239,2.049673,[11 13] ; [6 2],[12.75 11.25] ; [4.25 3.75],0
p9,1,0.165623,1.922123,[10 14] ; [5 2],[11.61290323 12.38709677] ; [3.38709677 3.61290323],0
n4,1,0.186449,1.745455,[15  9] ; [7 1],[16.5  7.5] ; [5.5 2.5],0
a8,1,0.192969,1.694805,[ 2 20] ; [2 5],[ 3.03448276 18.96551724] ; [0.96551724 6.03448276],0
b1,1,0.217044,1.52381,[15  9] ; [3 5],[13.5 10.5] ; [4.5 3.5],0
p6,1,0.217044,1.52381,[ 4 20] ; [3 5],[ 5.25 18.75] ; [1.75 6.25],0
p5,1,0.217044,1.52381,[ 2 22] ; [2 6],[ 3. 21.] ; [1. 7.],0
p2,1,0.217044,1.52381,[12 12] ; [6 2],[13.5 10.5] ; [4.5 3.5],0
r2,1,0.28263,1.154401,[17  7] ; [4 4],[15.75  8.25] ; [5.25 2.75],0
s7,1,0.290689,1.116427,[ 6 16] ; [3 3],[ 7.07142857 14.92857143] ; [1.92857143 4.07142857],0
b4,1,0.298782,1.079622,[13 11] ; [6 2],[14.25  9.75] ; [4.75 3.25],0
u2,1,0.386916,0.748611,[3 5] ; [2 1],[3.63636364 4.36363636] ; [1.36363636 1.63636364],0
a6,1,0.399075,0.711111,[ 8 16] ; [4 4],[ 9. 15.] ; [3. 5.],0
r4,1,0.414216,0.666667,[11 13] ; [5 3],[12. 12.] ; [4. 4.],0
d2,1,0.414216,0.666667,[11 13] ; [5 3],[12. 12.] ; [4. 4.],0
b3,1,0.415522,0.662946,[ 5 11] ; [3 3],[ 5.81818182 10.18181818] ; [2.18181818 3.81818182],0
b2,1,0.415522,0.662946,[ 5 11] ; [3 3],[ 5.81818182 10.18181818] ; [2.18181818 3.81818182],0
s3,1,0.469094,0.52411,[10 14] ; [4 3],[10.83870968 13.16129032] ; [3.16129032 3.83870968],0
s5,1,0.495868,0.463768,[ 6 18] ; [3 5],[ 6.75 17.25] ; [2.25 5.75],0
b5,1,0.533003,0.388664,[ 9 15] ; [4 4],[ 9.75 14.25] ; [3.25 4.75],0
d4,1,0.600991,0.273504,[19  5] ; [7 1],[19.5  4.5] ; [6.5 1.5],0
d3,1,0.680724,0.169312,[11 13] ; [3 5],[10.5 13.5] ; [3.5 4.5],0
a3,1,0.71271,0.135585,[16  7] ; [5 3],[15.58064516  7.41935484] ; [5.41935484 2.58064516],0
a2,1,0.726226,0.122605,[ 2 22] ; [1 7],[ 2.25 21.75] ; [0.75 7.25],0
p3,1,0.820422,0.05153,[ 7 17] ; [2 6],[ 6.75 17.25] ; [2.25 5.75],0
a5,1,0.829856,0.046176,[16  8] ; [5 3],[15.75  8.25] ; [5.25 2.75],0
a4,1,0.835378,0.043185,[10 14] ; [3 5],[ 9.75 14.25] ; [3.25 4.75],0
v2,1,0.837944,0.04183,[11 13] ; [4 4],[11.25 12.75] ; [3.75 4.25],0
n2,1,0.919154,0.010302,[7 6] ; [1 1],[6.93333333 6.06666667] ; [1.06666667 0.93333333],0
s2,1,0.975646,0.000932,[ 7 17] ; [2 5],[ 6.96774194 17.03225806] ; [2.03225806 4.96774194],0
p4,1,1.0,0.0,[ 9 15] ; [3 5],[ 9. 15.] ; [3. 5.],0
d1,1,1.0,0.0,[ 9 15] ; [3 5],[ 9. 15.] ; [3. 5.],0
v1,1,1.0,0.0,[ 9 15] ; [3 5],[ 9. 15.] ; [3. 5.],0
