Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,8.7e-05,15.395752,[43 64] ; [40 15],[54.82098765 52.17901235] ; [28.17901235 26.82098765],1
s8,1,0.000174,14.094138,[25 82] ; [29 26],[35.66666667 71.33333333] ; [18.33333333 36.66666667],1
v2,1,0.000283,13.178526,[31 74] ; [31 21],[41.46496815 63.53503185] ; [20.53503185 31.46496815],1
s7,1,0.001257,10.404371,[30 73] ; [29 23],[39.20645161 63.79354839] ; [19.79354839 32.20645161],0
p7,1,0.002917,8.85859,[45 60] ; [36 17],[53.82911392 51.17088608] ; [27.17088608 25.82911392],0
v3,1,0.003562,8.494559,[22 82] ; [23 30],[29.8089172 74.1910828] ; [15.1910828 37.8089172],0
d1,1,0.004996,7.880832,[34 73] ; [30 25],[42.27160494 64.72839506] ; [21.72839506 33.27160494],0
p3,1,0.006149,7.506056,[40 67] ; [33 22],[48.21604938 58.78395062] ; [24.78395062 30.21604938],0
p8,1,0.006709,7.349196,[38 68] ; [32 23],[46.08695652 59.91304348] ; [23.91304348 31.08695652],0
s5,1,0.0102,6.599713,[21 82] ; [20 30],[27.60130719 75.39869281] ; [13.39869281 36.60130719],0
d5,1,0.014593,5.964971,[67 40] ; [44 10],[73.77018634 33.22981366] ; [37.22981366 16.77018634],0
d3,1,0.028237,4.813551,[51 56] ; [35 18],[57.5125 49.4875] ; [28.4875 24.5125],0
s2,1,0.029619,4.731294,[43 64] ; [32 23],[49.53703704 57.46296296] ; [25.46296296 29.53703704],0
p12,1,0.034328,4.478299,[  3 103] ; [ 6 49],[  5.92546584 100.07453416] ; [ 3.07453416 51.92546584],0
r2,1,0.037243,4.339285,[80 24] ; [48  5],[84.78980892 19.21019108] ; [43.21019108  9.78980892],0
s6,1,0.045514,3.999505,[53 52] ; [35 17],[58.85350318 46.14649682] ; [29.14649682 22.85350318],0
u2,1,0.079398,3.077172,[20 28] ; [13  7],[23.29411765 24.70588235] ; [ 9.70588235 10.29411765],0
b2,1,0.110042,2.553612,[18 43] ; [16 19],[21.60416667 39.39583333] ; [12.39583333 22.60416667],0
b3,1,0.110042,2.553612,[18 43] ; [16 19],[21.60416667 39.39583333] ; [12.39583333 22.60416667],0
d4,1,0.118509,2.436918,[71 36] ; [43 12],[75.2962963 31.7037037] ; [38.7037037 16.2962963],0
p1,1,0.132725,2.260342,[ 9 97] ; [ 9 46],[11.85093168 94.14906832] ; [ 6.14906832 48.85093168],0
a5,1,0.20725,1.590532,[57 50] ; [35 20],[60.7654321 46.2345679] ; [31.2345679 23.7654321],0
n2,1,0.222857,1.485877,[25  5] ; [13  6],[23.26530612  6.73469388] ; [14.73469388  4.26530612],0
s4,1,0.296472,1.089994,[18 89] ; [13 42],[20.47530864 86.52469136] ; [10.52469136 44.47530864],0
n6,1,0.300116,1.073678,[82 25] ; [46  9],[84.54320988 22.45679012] ; [43.45679012 11.54320988],0
n5,1,0.301618,1.067028,[75 32] ; [42 12],[77.75776398 29.24223602] ; [39.24223602 14.75776398],0
u1,1,0.325509,0.966684,[  4 103] ; [ 4 51],[  5.28395062 101.71604938] ; [ 2.71604938 52.28395062],0
a3,1,0.3302,0.948114,[59 47] ; [35 20],[61.88819876 44.11180124] ; [32.11180124 22.88819876],0
u3,1,0.33124,0.944044,[19 29] ; [10  9],[20.7761194 27.2238806] ; [ 8.2238806 10.7761194],0
a1,1,0.332624,0.938653,[  7 100] ; [ 6 49],[ 8.58641975 98.41358025] ; [ 4.41358025 50.58641975],0
p5,1,0.339691,0.911598,[10 95] ; [ 8 47],[11.8125 93.1875] ; [ 6.1875 48.8125],0
a4,1,0.34796,0.880884,[33 74] ; [21 34],[35.66666667 71.33333333] ; [18.33333333 36.66666667],0
p2,1,0.34936,0.875781,[82 24] ; [46  9],[84.27329193 21.72670807] ; [43.72670807 11.27329193],0
r4,1,0.351642,0.867521,[66 41] ; [38 17],[68.69135802 38.30864198] ; [35.30864198 19.69135802],0
a6,1,0.353234,0.861805,[56 51] ; [33 22],[58.78395062 48.21604938] ; [30.21604938 24.78395062],0
b4,1,0.354454,0.857447,[62 45] ; [36 19],[64.72839506 42.27160494] ; [33.27160494 21.72839506],0
p11,1,0.37516,0.786503,[81 26] ; [45 10],[83.22222222 23.77777778] ; [42.77777778 12.22222222],0
n4,1,0.411513,0.674427,[69 38] ; [39 16],[71.33333333 35.66666667] ; [36.66666667 18.33333333],0
d2,1,0.438453,0.600328,[34 72] ; [21 34],[36.21118012 69.78881988] ; [18.78881988 36.21118012],0
s1,1,0.492479,0.471105,[  2 105] ; [ 2 53],[  2.64197531 104.35802469] ; [ 1.35802469 53.64197531],0
n3,1,0.524129,0.405762,[23  7] ; [13  6],[22.04081633  7.95918367] ; [13.95918367  5.04081633],0
v4,1,0.547999,0.360913,[90 15] ; [49  6],[91.21875 13.78125] ; [47.78125  7.21875],0
v1,1,0.549403,0.358387,[44 58] ; [26 28],[45.76923077 56.23076923] ; [24.23076923 29.76923077],0
n1,1,0.61157,0.257895,[12 18] ; [ 9 10],[12.85714286 17.14285714] ; [ 8.14285714 10.85714286],0
u4,1,0.629597,0.232608,[  1 106] ; [ 1 54],[  1.32098765 105.67901235] ; [ 0.67901235 54.32098765],0
b5,1,0.641934,0.216222,[72 35] ; [35 20],[70.67283951 36.32716049] ; [36.32716049 18.67283951],0
a2,1,0.676151,0.17449,[12 95] ; [ 5 50],[11.22839506 95.77160494] ; [ 5.77160494 49.22839506],0
p10,1,0.716331,0.132036,[90 16] ; [47  7],[90.7625 15.2375] ; [46.2375  7.7625],0
s3,1,0.736458,0.113264,[51 55] ; [28 27],[52.01242236 53.98757764] ; [26.98757764 28.01242236],0
b1,1,0.752371,0.099549,[42 65] ; [23 32],[42.93209877 64.06790123] ; [22.06790123 32.93209877],0
r3,1,0.793056,0.068825,[94 12] ; [48  7],[93.49068323 12.50931677] ; [48.50931677  6.49068323],0
a7,1,0.943946,0.004944,[66 41] ; [33 21],[65.79503106 41.20496894] ; [33.20496894 20.79503106],0
a8,1,0.950305,0.003884,[12 89] ; [ 6 46],[11.88235294 89.11764706] ; [ 6.11764706 45.88235294],0
