Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.00042,12.442319,[ 2 23] ; [14 12],[ 7.84313725 17.15686275] ; [ 8.15686275 17.84313725],1
s3,1,0.001529,10.043077,[ 3 22] ; [14 12],[ 8.33333333 16.66666667] ; [ 8.66666667 17.33333333],0
s8,1,0.007799,7.078992,[ 4 22] ; [13 13],[ 8.5 17.5] ; [ 8.5 17.5],0
p11,1,0.00846,6.933333,[16 10] ; [24  2],[20.  6.] ; [20.  6.],0
u3,1,0.009108,6.801432,[ 1 11] ; [8 6],[4.15384615 7.84615385] ; [4.84615385 9.15384615],0
p7,1,0.01249,6.24,[ 9 17] ; [18  8],[13.5 12.5] ; [13.5 12.5],0
p5,1,0.021104,5.318182,[ 1 25] ; [ 7 19],[ 4. 22.] ; [ 4. 22.],0
p4,1,0.026055,4.952381,[10 16] ; [18  8],[14. 12.] ; [14. 12.],0
d3,1,0.0265,4.923077,[ 9 17] ; [17  9],[13. 13.] ; [13. 13.],0
n4,1,0.047886,3.913978,[12 14] ; [19  7],[15.5 10.5] ; [15.5 10.5],0
a4,1,0.048286,3.9,[ 9 17] ; [ 3 23],[ 6. 20.] ; [ 6. 20.],0
a6,1,0.050642,3.82009,[ 8 18] ; [15 11],[11.5 14.5] ; [11.5 14.5],0
u2,1,0.053824,3.718155,[5 7] ; [11  3],[7.38461538 4.61538462] ; [8.61538462 5.38461538],0
p10,1,0.056686,3.631788,[14 11] ; [21  5],[17.15686275  7.84313725] ; [17.84313725  8.15686275],0
p6,1,0.056993,3.622811,[ 3 22] ; [ 9 17],[ 5.88235294 19.11764706] ; [ 6.11764706 19.88235294],0
s5,1,0.066832,3.359173,[ 2 24] ; [ 7 19],[ 4.5 21.5] ; [ 4.5 21.5],0
r4,1,0.087217,2.925,[ 7 19] ; [13 13],[10. 16.] ; [10. 16.],0
v3,1,0.109315,2.564103,[ 4 22] ; [ 9 17],[ 6.5 19.5] ; [ 6.5 19.5],0
s7,1,0.123413,2.373463,[ 4 19] ; [ 9 15],[ 6.36170213 16.63829787] ; [ 6.63829787 17.36170213],0
p2,1,0.1259,2.342342,[16 10] ; [21  5],[18.5  7.5] ; [18.5  7.5],0
b2,1,0.160485,1.96965,[6 9] ; [ 3 14],[ 4.21875 10.78125] ; [ 4.78125 12.21875],0
b3,1,0.160485,1.96965,[6 9] ; [ 3 14],[ 4.21875 10.78125] ; [ 4.78125 12.21875],0
b5,1,0.162692,1.949025,[12 14] ; [17  9],[14.5 11.5] ; [14.5 11.5],0
v2,1,0.200407,1.639408,[ 9 16] ; [14 12],[11.2745098 13.7254902] ; [11.7254902 14.2745098],0
d4,1,0.229421,1.444444,[16 10] ; [20  6],[18.  8.] ; [18.  8.],0
p8,1,0.265838,1.238095,[10 16] ; [14 12],[12. 14.] ; [12. 14.],0
s1,1,0.297953,1.083333,[ 3 23] ; [ 1 25],[ 2. 24.] ; [ 2. 24.],0
d1,1,0.358471,0.843243,[ 6 20] ; [ 9 17],[ 7.5 18.5] ; [ 7.5 18.5],0
n5,1,0.396507,0.718894,[14 12] ; [17  9],[15.5 10.5] ; [15.5 10.5],0
a5,1,0.405033,0.693333,[12 14] ; [15 11],[13.5 12.5] ; [13.5 12.5],0
p3,1,0.428203,0.627692,[ 7 18] ; [10 16],[ 8.33333333 16.66666667] ; [ 8.66666667 17.33333333],0
s4,1,0.442068,0.590909,[ 3 23] ; [ 5 21],[ 4. 22.] ; [ 4. 22.],0
p9,1,0.475336,0.509546,[17  8] ; [20  6],[18.1372549  6.8627451] ; [18.8627451  7.1372549],0
a8,1,0.477664,0.504192,[ 3 21] ; [ 5 20],[ 3.91836735 20.08163265] ; [ 4.08163265 20.91836735],0
v4,1,0.54789,0.361111,[17  9] ; [19  7],[18.  8.] ; [18.  8.],0
n3,1,0.550097,0.357143,[9 3] ; [5 3],[8.4 3.6] ; [5.6 2.4],0
n1,1,0.550097,0.357143,[3 9] ; [3 5],[3.6 8.4] ; [2.4 5.6],0
v1,1,0.559905,0.339869,[ 8 18] ; [10 16],[ 9. 17.] ; [ 9. 17.],0
d5,1,0.568618,0.325,[15 11] ; [17  9],[16. 10.] ; [16. 10.],0
a3,1,0.5791,0.307692,[14 12] ; [12 14],[13. 13.] ; [13. 13.],0
n6,1,0.692005,0.156923,[16  9] ; [18  8],[16.66666667  8.33333333] ; [17.33333333  8.66666667],0
d2,1,0.767515,0.087395,[ 9 17] ; [ 8 18],[ 8.5 17.5] ; [ 8.5 17.5],0
r1,1,0.773359,0.082935,[ 9 17] ; [10 16],[ 9.5 16.5] ; [ 9.5 16.5],0
b1,1,0.781354,0.077037,[14 12] ; [13 13],[13.5 12.5] ; [13.5 12.5],0
n2,1,0.84822,0.03663,[8 4] ; [5 3],[7.8 4.2] ; [5.2 2.8],0
u1,1,1.0,0.0,[ 1 25] ; [ 1 25],[ 1. 25.] ; [ 1. 25.],0
a7,1,1.0,0.0,[14 12] ; [14 12],[14. 12.] ; [14. 12.],0
a1,1,1.0,0.0,[ 2 24] ; [ 2 24],[ 2. 24.] ; [ 2. 24.],0
b4,1,1.0,0.0,[14 12] ; [14 12],[14. 12.] ; [14. 12.],0
