Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,43.489169,[142  13] ; [52 41],[121.25  33.75] ; [72.75 20.25],1
p3,1,1e-05,19.592973,[114  44] ; [42 53],[97.4229249 60.5770751] ; [58.5770751 36.4229249],1
p6,1,2.5e-05,17.748966,[91 65] ; [29 65],[74.88 81.12] ; [45.12 48.88],1
p11,1,3.5e-05,17.137608,[140  18] ; [64 31],[127.39920949  30.60079051] ; [76.60079051 18.39920949],1
p4,1,5.9e-05,16.144182,[127  31] ; [54 41],[113.03557312  44.96442688] ; [67.96442688 27.03557312],1
v3,1,9.6e-05,15.206079,[83 74] ; [26 68],[68.17928287 88.82071713] ; [40.82071713 53.17928287],1
p5,1,0.000245,13.451382,[ 46 112] ; [ 9 86],[ 34.34782609 123.65217391] ; [20.65217391 74.34782609],1
r4,1,0.000255,13.373664,[154   4] ; [81 14],[146.75889328  11.24110672] ; [88.24110672  6.75889328],1
b5,1,0.003251,8.660835,[73 85] ; [62 33],[84.3083004 73.6916996] ; [50.6916996 44.3083004],0
p10,1,0.003633,8.458663,[149   9] ; [78 16],[142.32539683  15.67460317] ; [84.67460317  9.32539683],0
s8,1,0.006899,7.298961,[100  57] ; [44 51],[89.71428571 67.28571429] ; [54.28571429 40.71428571],0
a1,1,0.010877,6.485252,[ 14 144] ; [ 1 94],[  9.36758893 148.63241107] ; [ 5.63241107 89.36758893],0
r1,1,0.013785,6.065425,[141  16] ; [73 20],[134.392  22.608] ; [79.608 13.392],0
v1,1,0.025113,5.016086,[106  51] ; [49 43],[97.73092369 59.26907631] ; [57.26907631 34.73092369],0
n5,1,0.0256,4.982866,[133  24] ; [68 25],[126.228  30.772] ; [74.772 18.228],0
p9,1,0.02986,4.717339,[149   8] ; [82 12],[144.49003984  12.50996016] ; [86.50996016  7.49003984],0
a2,1,0.038726,4.272851,[ 36 122] ; [33 62],[ 43.09090909 114.90909091] ; [25.90909091 69.09090909],0
p12,1,0.059538,3.550218,[ 22 135] ; [ 6 89],[ 17.44444444 139.55555556] ; [10.55555556 84.44444444],0
r3,1,0.063551,3.442196,[153   4] ; [86  7],[150.092   6.908] ; [88.908  4.092],0
v2,1,0.104524,2.635127,[96 60] ; [48 46],[89.856 66.144] ; [54.144 39.856],0
b4,1,0.105665,2.617892,[92 66] ; [65 30],[98.04743083 59.95256917] ; [58.95256917 36.04743083],0
a5,1,0.13449,2.239901,[129  29] ; [70 25],[124.27667984  33.72332016] ; [74.72332016 20.27667984],0
p1,1,0.178379,1.811074,[ 22 134] ; [ 8 87],[ 18.64541833 137.35458167] ; [11.35458167 83.64541833],0
n4,1,0.204901,1.607092,[131  27] ; [71 22],[127.15537849  30.84462151] ; [74.84462151 18.15537849],0
a6,1,0.243955,1.357593,[96 61] ; [65 30],[100.30555556  56.69444444] ; [60.69444444 34.30555556],0
u3,1,0.244033,1.357143,[22 14] ; [16  5],[24. 12.] ; [14.  7.],0
s6,1,0.249934,1.323672,[136  18] ; [79 16],[132.97188755  21.02811245] ; [82.02811245 12.97188755],0
b3,1,0.251276,1.316198,[45 53] ; [20 35],[41.63398693 56.36601307] ; [23.36601307 31.63398693],0
b2,1,0.251276,1.316198,[45 53] ; [20 35],[41.63398693 56.36601307] ; [23.36601307 31.63398693],0
s1,1,0.261479,1.260909,[  3 154] ; [ 4 88],[  4.41365462 152.58634538] ; [ 2.58634538 89.41365462],0
n6,1,0.326746,0.961752,[142  14] ; [81 12],[139.71084337  16.28915663] ; [83.28915663  9.71084337],0
a8,1,0.330824,0.945672,[ 23 126] ; [ 9 74],[ 20.55172414 128.44827586] ; [11.44827586 71.55172414],0
s7,1,0.374819,0.787627,[103  48] ; [57 34],[99.83471074 51.16528926] ; [60.16528926 30.83471074],0
s3,1,0.399771,0.709015,[113  43] ; [62 30],[110.08064516  45.91935484] ; [64.91935484 27.08064516],0
u1,1,0.41967,0.651238,[ 33 125] ; [24 71],[ 35.59683794 122.40316206] ; [21.40316206 73.59683794],0
d1,1,0.420293,0.649496,[106  52] ; [59 36],[103.04347826  54.95652174] ; [61.95652174 33.04347826],0
n2,1,0.430463,0.621575,[27  4] ; [19  5],[25.92727273  5.07272727] ; [20.07272727  3.92727273],0
b1,1,0.43156,0.618623,[61 97] ; [32 63],[58.07905138 99.92094862] ; [34.92094862 60.07905138],0
u2,1,0.491226,0.47384,[20 16] ; [13  7],[21.21428571 14.78571429] ; [11.78571429  8.21428571],0
r2,1,0.542699,0.37056,[152   6] ; [87  5],[151.048   6.952] ; [87.952  4.048],0
d5,1,0.559408,0.340731,[133  24] ; [83 12],[134.57142857  22.42857143] ; [81.42857143 13.57142857],0
d2,1,0.584051,0.299731,[81 77] ; [51 42],[83.09163347 74.90836653] ; [48.90836653 44.09163347],0
u4,1,0.601358,0.272953,[  3 155] ; [ 1 94],[  2.49802372 155.50197628] ; [ 1.50197628 93.49802372],0
n1,1,0.670684,0.180803,[16 15] ; [11 13],[15.21818182 15.78181818] ; [11.78181818 12.21818182],0
v4,1,0.753448,0.098656,[153   4] ; [90  3],[152.604   4.396] ; [90.396  2.604],0
a4,1,0.782473,0.07623,[77 81] ; [48 47],[78.06324111 79.93675889] ; [46.93675889 48.06324111],0
n3,1,0.821154,0.051103,[22  8] ; [19  6],[22.36363636  7.63636364] ; [18.63636364  6.36363636],0
a3,1,0.850555,0.035498,[122  35] ; [74 20],[122.59760956  34.40239044] ; [73.40239044 20.59760956],0
s2,1,0.905417,0.014119,[113  44] ; [67 27],[112.58964143  44.41035857] ; [67.41035857 26.58964143],0
s4,1,0.916729,0.010932,[ 36 120] ; [22 71],[ 36.3373494 119.6626506] ; [21.6626506 71.3373494],0
d4,1,0.924714,0.00893,[138  19] ; [83 11],[138.23505976  18.76494024] ; [82.76494024 11.23505976],0
a7,1,0.937391,0.00617,[110  48] ; [65 29],[109.72222222  48.27777778] ; [65.27777778 28.72222222],0
d3,1,0.978858,0.000702,[115  43] ; [69 26],[114.90909091  43.09090909] ; [69.09090909 25.90909091],0
