Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,6e-06,20.46113,[18 27] ; [59 14],[29.36440678 15.63559322] ; [47.63559322 25.36440678],1
n1,1,0.001278,10.37368,[ 2 17] ; [14 10],[ 7.06976744 11.93023256] ; [ 8.93023256 15.06976744],0
s7,1,0.00567,7.652219,[ 6 38] ; [26 43],[12.46017699 31.53982301] ; [19.53982301 49.46017699],0
a5,1,0.011009,6.463845,[11 34] ; [35 38],[17.54237288 27.45762712] ; [28.45762712 44.54237288],0
b2,1,0.052512,3.759368,[ 4 15] ; [22 25],[ 7.48484848 11.51515152] ; [18.51515152 28.48484848],0
b3,1,0.052512,3.759368,[ 4 15] ; [22 25],[ 7.48484848 11.51515152] ; [18.51515152 28.48484848],0
n6,1,0.075202,3.165665,[26 19] ; [53 19],[30.38461538 14.61538462] ; [48.61538462 23.38461538],0
s3,1,0.09509,2.786015,[16 29] ; [36 34],[20.34782609 24.65217391] ; [31.65217391 38.34782609],0
p3,1,0.099019,2.721277,[ 5 40] ; [17 56],[ 8.38983051 36.61016949] ; [13.61016949 59.38983051],0
p7,1,0.099293,2.71687,[21 22] ; [24 48],[16.82608696 26.17391304] ; [28.17391304 43.82608696],0
v3,1,0.108363,2.577937,[ 9 36] ; [24 47],[12.80172414 32.19827586] ; [20.19827586 50.80172414],0
a3,1,0.13316,2.255272,[16 28] ; [36 35],[19.89565217 24.10434783] ; [32.10434783 38.89565217],0
p2,1,0.156225,2.010388,[30 15] ; [39 34],[26.31355932 18.68644068] ; [42.68644068 30.31355932],0
a4,1,0.17105,1.873721,[ 4 41] ; [13 59],[ 6.53846154 38.46153846] ; [10.46153846 61.53846154],0
a6,1,0.184609,1.760122,[19 26] ; [40 33],[22.5 22.5] ; [36.5 36.5],0
r2,1,0.204008,1.613445,[34 11] ; [62 11],[36.61016949  8.38983051] ; [59.38983051 13.61016949],0
r1,1,0.206891,1.59305,[25 20] ; [49 24],[28.22033898 16.77966102] ; [45.77966102 27.22033898],0
p1,1,0.217139,1.523177,[ 2 43] ; [ 8 65],[ 3.81355932 41.18644068] ; [ 6.18644068 66.81355932],0
s8,1,0.231258,1.43311,[ 6 39] ; [16 56],[ 8.46153846 36.53846154] ; [13.53846154 58.46153846],0
v2,1,0.311189,1.025621,[13 30] ; [27 41],[15.4954955 27.5045045] ; [24.5045045 43.4954955],0
s6,1,0.316213,1.004545,[17 28] ; [34 38],[19.61538462 25.38461538] ; [31.38461538 40.61538462],0
p6,1,0.355506,0.853707,[ 6 37] ; [15 57],[ 7.85217391 35.14782609] ; [13.14782609 58.85217391],0
d4,1,0.375768,0.784503,[23 21] ; [32 41],[20.68376068 23.31623932] ; [34.31623932 38.68376068],0
n2,1,0.439876,0.596606,[14  5] ; [20  4],[15.02325581  3.97674419] ; [18.97674419  5.02325581],0
p10,1,0.496743,0.461888,[24 21] ; [43 29],[25.76923077 19.23076923] ; [41.23076923 30.76923077],0
r4,1,0.540626,0.37438,[29 16] ; [51 22],[30.50847458 14.49152542] ; [49.49152542 23.50847458],0
p11,1,0.545185,0.366015,[32 13] ; [48 25],[30.50847458 14.49152542] ; [49.49152542 23.50847458],0
s4,1,0.556588,0.345646,[10 35] ; [13 60],[ 8.77118644 36.22881356] ; [14.22881356 58.77118644],0
r3,1,0.562448,0.335484,[37  8] ; [56 16],[35.76923077  9.23076923] ; [57.23076923 14.76923077],0
s1,1,0.566953,0.327807,[ 2 43] ; [ 5 66],[ 2.71551724 42.28448276] ; [ 4.28448276 66.71551724],0
a7,1,0.569639,0.323288,[21 24] ; [38 35],[22.5 22.5] ; [36.5 36.5],0
s2,1,0.580042,0.306166,[13 32] ; [24 47],[14.35344828 30.64655172] ; [22.64655172 48.35344828],0
u1,1,0.582128,0.302806,[ 1 44] ; [ 3 70],[ 1.52542373 43.47457627] ; [ 2.47457627 70.52542373],0
p5,1,0.582128,0.302806,[ 1 44] ; [ 3 70],[ 1.52542373 43.47457627] ; [ 2.47457627 70.52542373],0
